dataset,instance,variant,HV_common,Cmax_best,TEC_best,WB_best,NSol,Time,Transition_gen,PPO_update_count,BC_final_accuracy,Entropy_last20,seed_count
Hurink_edata,la07.fjs,R4_survival_hv,0.9260289971927746,1083.1706054063961,37280.401605124156,21.999999999999602,26.0,56.922561049461365,57.5,3.0,0.33201058208942413,0.7935993707432241,10
Hurink_edata,la07.fjs,R5_composite,0.9703803090347238,1079.3300099771623,37126.13234544665,21.99999999999966,26.0,56.49697434902191,55.0,3.5,0.3590102791786194,0.753200651980223,10
Hurink_edata,la07.fjs,R6_adaptive_weight,0.8836460006060303,1092.3505508497828,37252.1296028235,21.999999999999545,31.5,56.80307710170746,58.5,3.0,0.33571429550647736,0.8383172148696636,10
Hurink_edata,la08.fjs,R1_survival_only,1.1922304334650213,1131.630056934801,35755.12889688081,181.4999999999996,36.0,56.79194152355194,64.5,3.0,0.3433035761117935,0.873786401645942,10
Hurink_edata,la08.fjs,R2_hv_only,1.198848138547969,1126.4329792320136,35717.67248597559,185.99999999999937,34.0,57.998260140419006,67.0,2.5,0.29616476595401764,0.8504309664956706,10
Hurink_edata,la08.fjs,R3_cmax_only,1.1996597909118027,1116.626891569485,35811.102995952504,181.49999999999955,35.5,57.40359151363373,64.0,3.0,0.2884615510702133,0.8447498719580941,10
Hurink_edata,la08.fjs,R4_survival_hv,1.1832354183297076,1118.3446756270619,35817.90627375843,181.4999999999996,33.5,56.856406807899475,64.5,3.0,0.29833464324474335,0.845501434508948,10
Hurink_edata,la08.fjs,R5_composite,1.1985950273857582,1125.5635316932169,35698.71330459851,185.99999999999937,29.0,56.96347916126251,62.5,3.0,0.3000000119209289,0.8254519006928026,10
Hurink_edata,la08.fjs,R6_adaptive_weight,1.1923569611190907,1124.6409905099358,35650.81976599402,185.99999999999943,44.0,57.07806968688965,65.5,3.0,0.3047409653663635,0.8131437472899882,10
Hurink_edata,la09.fjs,R1_survival_only,1.136033410550573,1122.970757116781,42918.767873470264,48.99999999999966,18.5,56.60915768146515,67.0,2.5,0.33142857253551483,0.8293834648471987,10
Hurink_edata,la09.fjs,R2_hv_only,1.1737769057474046,1126.7866443993985,42836.03640991695,48.99999999999966,28.5,57.868072748184204,70.0,2.0,0.3347402662038803,0.8805339660620688,10
Hurink_edata,la09.fjs,R3_cmax_only,1.1647276640374686,1132.4346726858794,42733.679972304926,48.99999999999966,25.0,57.53757858276367,70.0,2.0,0.2857142984867096,0.8476876201152861,10
Hurink_edata,la09.fjs,R4_survival_hv,1.1653048304726823,1134.4933089875599,42816.41629342708,48.999999999999716,24.0,55.90372037887573,62.0,3.0,0.33095239102840424,0.7495113412721771,10
Hurink_edata,la09.fjs,R5_composite,1.1346151532816768,1121.5471880056984,42859.321428309166,48.99999999999966,24.0,56.57030153274536,70.0,2.0,0.26806724071502686,0.8232657150864645,10
Hurink_edata,la09.fjs,R6_adaptive_weight,1.1618584068786055,1134.4650863787474,42760.17623398118,48.999999999999716,24.0,57.06422734260559,70.0,2.0,0.307911604642868,0.8561120610332473,10
Hurink_edata,la10.fjs,R1_survival_only,1.0432595880269488,1154.60905937933,34722.52933785172,89.99999999999977,53.5,57.9210000038147,70.0,2.0,0.3000000119209289,0.8247688401881725,10
Hurink_edata,la10.fjs,R2_hv_only,1.083677875270701,1132.8823991731488,34681.370947999894,89.99999999999977,57.0,58.26993751525879,62.0,3.0,0.3129197210073471,0.8111519634604575,10
Hurink_edata,la10.fjs,R3_cmax_only,1.0839054094651732,1118.020893568726,34732.36442659895,89.99999999999977,48.5,58.40342092514038,70.0,2.0,0.2928571552038193,0.850625368272478,10
Hurink_edata,la10.fjs,R4_survival_hv,1.088403620694953,1112.542443937139,34752.58435882281,89.99999999999977,41.0,58.162283420562744,70.0,2.0,0.3142857253551483,0.8175846205488879,10
Hurink_edata,la10.fjs,R5_composite,1.0546062426557339,1128.8294319518222,34718.740565127366,89.99999999999977,49.0,58.302911043167114,70.0,2.0,0.29039813578128815,0.7333933716104277,10
Hurink_edata,la10.fjs,R6_adaptive_weight,1.1026695908042379,1108.147262909879,34571.316822901295,89.99999999999977,56.5,58.47083306312561,70.0,2.0,0.3000000119209289,0.8240172776373185,10
Hurink_edata,la11.fjs,R1_survival_only,1.1846095012155202,1477.262919425108,52627.38860387644,97.99999999999976,27.5,67.0130443572998,60.5,3.0,0.3532163798809051,0.8476876201152861,10
Hurink_edata,la11.fjs,R2_hv_only,1.1954503478484542,1471.8114924193485,52779.353575052766,97.99999999999972,23.0,67.71894311904907,58.0,3.0,0.3252122551202774,0.8741013089736384,10
