Budget,independent_blocks,methods,friedman_statistic,friedman_p
default,50,"[""R1_survival_only"",""R2_hv_only"",""R3_cmax_only"",""R4_survival_hv"",""R5_composite"",""R6_adaptive_weight""]",4.9714285714285325,0.41937704051360225
