variant,independent_unit,instances,HV_common_mean_of_instance_medians,HV_common_median_of_instance_medians,HV_common_q1_of_instance_medians,HV_common_q3_of_instance_medians,HV_common_iqr_of_instance_medians,HV_common_bootstrap_mean_ci95_low,HV_common_bootstrap_mean_ci95_high,Cmax_best_mean_of_instance_medians,Cmax_best_median_of_instance_medians,Cmax_best_q1_of_instance_medians,Cmax_best_q3_of_instance_medians,Cmax_best_iqr_of_instance_medians,Cmax_best_bootstrap_mean_ci95_low,Cmax_best_bootstrap_mean_ci95_high,TEC_best_mean_of_instance_medians,TEC_best_median_of_instance_medians,TEC_best_q1_of_instance_medians,TEC_best_q3_of_instance_medians,TEC_best_iqr_of_instance_medians,TEC_best_bootstrap_mean_ci95_low,TEC_best_bootstrap_mean_ci95_high,WB_best_mean_of_instance_medians,WB_best_median_of_instance_medians,WB_best_q1_of_instance_medians,WB_best_q3_of_instance_medians,WB_best_iqr_of_instance_medians,WB_best_bootstrap_mean_ci95_low,WB_best_bootstrap_mean_ci95_high,NSol_mean_of_instance_medians,NSol_median_of_instance_medians,NSol_q1_of_instance_medians,NSol_q3_of_instance_medians,NSol_iqr_of_instance_medians,NSol_bootstrap_mean_ci95_low,NSol_bootstrap_mean_ci95_high,Time_mean_of_instance_medians,Time_median_of_instance_medians,Time_q1_of_instance_medians,Time_q3_of_instance_medians,Time_iqr_of_instance_medians,Time_bootstrap_mean_ci95_low,Time_bootstrap_mean_ci95_high
R1_survival_only,instance,50,1.0385692598762568,1.0588441439480403,0.9692824504937176,1.1130511406581136,0.14376869016439597,1.0109895069518524,1.0656678738622776,1642.2302920777688,1446.876566339955,791.5281586592885,2531.1004390182643,1739.5722803589758,1354.678103478934,1940.7987131533819,70181.97456715418,52466.89380678284,26844.035701889,114026.09364996346,87182.05794807445,55494.184709747686,85375.9797090716,140.48999999999955,94.49999999999932,54.74999999999969,196.4999999999996,141.74999999999991,109.18974999999965,175.39049999999963,27.12,20.0,15.0,31.125,16.125,22.47,32.41,101.16071382045746,85.8447333574295,66.21311989426613,139.24302780628204,73.02990791201591,89.25156811195612,113.80826108288765
R2_hv_only,instance,50,1.038083160468264,1.0636324073981926,0.9680910865481609,1.1148651485541508,0.14677406200598986,1.0086141741821029,1.0659155286249558,1642.5645998997438,1435.9710177687912,785.7241718890205,2531.751013616391,1746.0268417273705,1348.1441380732986,1947.5020117563447,70231.64999685452,52557.842625669655,26813.172452418206,114690.93922812042,87877.76677570221,55438.96796436523,85360.53310572113,140.44999999999956,94.49999999999937,53.74999999999952,196.49999999999957,142.75000000000006,108.91874999999959,175.54999999999953,26.01,21.5,13.5,30.125,16.625,21.29,31.23,100.99912870883942,86.258893430233,66.73171716928482,137.35673049092293,70.62501332163811,88.99642079675198,113.59161407852173
R3_cmax_only,instance,50,1.0350348625652304,1.0616950709801707,0.943058434908982,1.113201972384253,0.170143537475271,1.00607492119539,1.0630821641000263,1642.7804105222167,1457.5836126152778,786.487924109081,2535.665758548377,1749.1778344392962,1352.8558725734842,1939.5432002337864,70221.36482827374,52458.53262258986,26849.04217282544,114022.86317432113,87173.82100149569,55590.933013706504,85681.07464350143,140.35999999999956,94.49999999999943,53.74999999999963,196.4999999999995,142.74999999999986,108.73924999999959,175.42049999999958,26.02,21.25,15.0,28.0,13.0,21.61,31.06,100.67431396961211,87.73689359426498,66.89313784241676,136.04337385296822,69.15023601055145,88.8270604032278,112.95738557773828
R4_survival_hv,instance,50,1.0403179149992625,1.0641377599906798,0.9673898760130144,1.111422059749543,0.1440321837365286,1.0133766068183885,1.066507991294321,1642.9908756021405,1448.3071890430424,790.0070245669506,2546.4366738673443,1756.4296493003937,1354.711382646525,1946.574443036828,70184.8183270784,52451.272881547105,26892.139676298953,114470.91625292023,87578.77657662128,55385.10548565577,85687.85382197301,140.14999999999955,94.49999999999937,53.49999999999956,196.49999999999955,143.0,107.97924999999961,174.50174999999948,26.64,20.0,14.625,30.625,16.0,22.119750000000003,31.7,100.63408154726028,92.05242842435837,66.2828029692173,134.6195904314518,68.3367874622345,88.81527800863984,113.02920340323448
R5_composite,instance,50,1.0388212817875089,1.0555198341492573,0.9906029682409141,1.0980909537969508,0.10748798555603667,1.0125401780797423,1.0641865267144006,1643.8711535282462,1455.1170246864565,795.523103746988,2542.2314890775215,1746.7083853305335,1357.2576396568975,1936.276655388194,70222.0061628644,52520.29017997488,26912.184178034833,114188.58577180168,87276.40159376684,55645.23550376152,85274.09314215831,140.32999999999956,94.49999999999963,53.624999999999574,196.49999999999952,142.87499999999994,108.30974999999967,175.42024999999958,26.56,20.75,14.125,29.375,15.25,22.119750000000003,31.57,101.33203838109971,90.30816942453384,66.18294548988342,139.57011860609055,73.38717311620712,89.3107322590351,113.78385334217549
R6_adaptive_weight,instance,50,1.0365622867049853,1.071485800018776,0.9598909490482849,1.1180995556794326,0.15820860663114777,1.0078595200939047,1.0642154471693814,1645.2287058373527,1444.790783507426,778.517147788083,2556.02295894787,1777.5058111597868,1354.0157463419387,1940.047986774471,70248.73796202756,52502.564123548014,26918.381806495538,114412.55667510942,87494.17486861387,55392.54378556908,85430.85940636882,140.34999999999957,94.49999999999949,53.49999999999959,196.49999999999955,142.99999999999994,108.87974999999962,175.78999999999948,26.3,20.5,15.0,30.75,15.75,21.94,31.06,100.65265003681183,86.4374703168869,66.64585530757904,136.12505701184273,69.47920170426369,88.7944720082879,113.40620725476741
