Fold,dataset,instance,variant,Budget,seed,Replica,front_points,fixed_inside_points,fixed_excluded_points,fixed_invalid,above_fixed_cmax,above_fixed_energy,above_fixed_workload,expanded_1p5_invalid,normalized_min,normalized_max,front_path
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,50,42,0,40,40,0,False,0,0,0,False,2.5837917664003637e-16,0.790909090909091,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g50_seed42_rep0.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,50,43,1,46,46,0,False,0,0,0,False,3.2297397080004545e-16,0.6000000000000001,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g50_seed43_rep1.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,50,44,2,43,43,0,False,0,0,0,False,3.2297397080004545e-16,0.6636363636363637,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g50_seed44_rep2.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,50,45,3,57,57,0,False,0,0,0,False,3.2297397080004545e-16,0.6278442335253729,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g50_seed45_rep3.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,50,46,4,39,39,0,False,0,0,0,False,1.2918958832001818e-16,0.6636363636363637,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g50_seed46_rep4.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,50,47,0,40,40,0,False,0,0,0,False,3.8756876496005453e-16,0.7727272727272728,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g50_seed47_rep0.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,50,48,1,26,26,0,False,0,0,0,False,3.8756876496005453e-16,0.8090909090909092,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g50_seed48_rep1.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,50,49,2,41,41,0,False,0,0,0,False,-0.03485621967533798,0.7363636363636367,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g50_seed49_rep2.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,50,50,3,32,32,0,False,0,0,0,False,3.2297397080004545e-16,1.0,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g50_seed50_rep3.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,50,51,4,40,40,0,False,0,0,0,False,1.9378438248002726e-16,0.8727272727272728,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g50_seed51_rep4.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,100,42,0,48,48,0,False,0,0,0,False,3.5175382958420793e-16,1.0,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g100_seed42_rep0.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,100,43,1,50,50,0,False,0,0,0,False,2.1105229775052475e-16,0.7033515357501854,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g100_seed43_rep1.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,100,44,2,59,59,0,False,0,0,0,False,3.5175382958420793e-16,0.7067447636868707,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g100_seed44_rep2.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,100,45,3,37,37,0,False,0,0,0,False,3.5175382958420793e-16,0.7636021338991856,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g100_seed45_rep3.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,100,46,4,47,47,0,False,0,0,0,False,3.5175382958420793e-16,0.8016915727230776,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g100_seed46_rep4.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,100,47,0,37,37,0,False,0,0,0,False,3.5175382958420793e-16,0.615134006436531,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g100_seed47_rep0.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,100,48,1,38,38,0,False,0,0,0,False,2.814030636673663e-16,0.6506929017822434,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g100_seed48_rep1.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,100,49,2,43,43,0,False,0,0,0,False,0.00990099009901018,0.9504950495049506,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g100_seed49_rep2.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,100,50,3,37,37,0,False,0,0,0,False,2.814030636673663e-16,0.593738670090886,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g100_seed50_rep3.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,100,51,4,70,70,0,False,0,0,0,False,3.5175382958420793e-16,0.7722772277227723,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g100_seed51_rep4.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,200,42,0,67,67,0,False,0,0,0,False,4.33257765707378e-16,0.9146341463414637,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g200_seed42_rep0.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,200,43,1,73,73,0,False,0,0,0,False,5.199093188488536e-16,0.7913521033082086,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g200_seed43_rep1.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,200,44,2,80,80,0,False,0,0,0,False,6.932124251318048e-16,0.8658536585365856,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g200_seed44_rep2.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,200,45,3,78,78,0,False,0,0,0,False,5.199093188488536e-16,0.773717313663507,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g200_seed45_rep3.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,200,46,4,65,65,0,False,0,0,0,False,5.199093188488536e-16,0.945481829069377,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g200_seed46_rep4.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,200,47,0,54,54,0,False,0,0,0,False,-0.018620363923444256,0.6097560975609759,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g200_seed47_rep0.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,200,48,1,79,79,0,False,0,0,0,False,4.33257765707378e-16,0.6097560975609759,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g200_seed48_rep1.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,200,49,2,42,42,0,False,0,0,0,False,5.199093188488536e-16,0.8902439024390246,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g200_seed49_rep2.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,200,50,3,49,49,0,False,0,0,0,False,5.199093188488536e-16,0.6707317073170734,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g200_seed50_rep3.pkl
1,Brandimarte,Mk04.fjs,ScratchNoBC_R16,200,51,4,76,76,0,False,0,0,0,False,4.33257765707378e-16,0.9512195121951221,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_ScratchNoBC_R16_g200_seed51_rep4.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,50,42,-1,27,27,0,False,0,0,0,False,2.5837917664003637e-16,0.9181818181818182,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g50_seed42_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,50,43,-1,45,45,0,False,0,0,0,False,3.2297397080004545e-16,0.9272727272727272,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g50_seed43_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,50,44,-1,47,47,0,False,0,0,0,False,4.521635591200636e-16,0.5545454545454547,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g50_seed44_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,50,45,-1,52,52,0,False,0,0,0,False,3.2297397080004545e-16,0.6792663973278876,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g50_seed45_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,50,46,-1,34,34,0,False,0,0,0,False,3.2297397080004545e-16,0.6111432745395394,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g50_seed46_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,50,47,-1,36,36,0,False,0,0,0,False,0.0061134658705677665,0.8272727272727273,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g50_seed47_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,50,48,-1,40,40,0,False,0,0,0,False,1.2918958832001818e-16,0.8636363636363636,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g50_seed48_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,50,49,-1,30,30,0,False,0,0,0,False,0.009090909090909411,0.9363636363636364,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g50_seed49_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,50,50,-1,35,35,0,False,0,0,0,False,3.8756876496005453e-16,0.8,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g50_seed50_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,50,51,-1,27,27,0,False,0,0,0,False,4.521635591200636e-16,0.7090909090909092,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g50_seed51_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,100,42,-1,30,30,0,False,0,0,0,False,4.221045955010495e-16,1.0,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g100_seed42_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,100,43,-1,53,53,0,False,0,0,0,False,3.5175382958420793e-16,0.722315815939964,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g100_seed43_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,100,44,-1,67,67,0,False,0,0,0,False,3.5175382958420793e-16,0.7227722772277229,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g100_seed44_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,100,45,-1,76,76,0,False,0,0,0,False,3.5175382958420793e-16,0.6955225298147577,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g100_seed45_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,100,46,-1,48,48,0,False,0,0,0,False,3.5175382958420793e-16,0.801980198019802,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g100_seed46_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,100,47,-1,44,44,0,False,0,0,0,False,3.5175382958420793e-16,0.5745206847205155,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g100_seed47_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,100,48,-1,44,44,0,False,0,0,0,False,3.5175382958420793e-16,0.63581836174077,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g100_seed48_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,100,49,-1,36,36,0,False,0,0,0,False,0.00990099009901025,0.7920792079207921,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g100_seed49_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,100,50,-1,45,45,0,False,0,0,0,False,3.5175382958420793e-16,0.8118811881188123,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g100_seed50_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,100,51,-1,49,49,0,False,0,0,0,False,2.1105229775052475e-16,0.7722772277227723,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g100_seed51_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,200,42,-1,49,49,0,False,0,0,0,False,4.33257765707378e-16,0.75609756097561,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g200_seed42_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,200,43,-1,72,72,0,False,0,0,0,False,5.199093188488536e-16,0.6463414634146344,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g200_seed43_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,200,44,-1,81,81,0,False,0,0,0,False,6.065608719903292e-16,0.8170731707317076,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g200_seed44_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,200,45,-1,47,47,0,False,0,0,0,False,5.199093188488536e-16,0.6463414634146344,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g200_seed45_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,200,46,-1,72,72,0,False,0,0,0,False,4.33257765707378e-16,0.7926829268292686,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g200_seed46_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,200,47,-1,57,57,0,False,0,0,0,False,0.0,0.5975609756097564,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g200_seed47_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,200,48,-1,78,78,0,False,0,0,0,False,4.33257765707378e-16,0.5286982018537995,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g200_seed48_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,200,49,-1,77,77,0,False,0,0,0,False,3.466062125659024e-16,0.8902439024390246,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g200_seed49_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,200,50,-1,68,68,0,False,0,0,0,False,5.199093188488536e-16,0.75609756097561,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g200_seed50_rep-1.pkl
1,Brandimarte,Mk04.fjs,UCBOnly,200,51,-1,71,71,0,False,0,0,0,False,3.466062125659024e-16,0.9878048780487807,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_UCBOnly_g200_seed51_rep-1.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,50,42,0,57,57,0,False,0,0,0,False,3.2297397080004545e-16,0.590909090909091,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g50_seed42_rep0.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,50,43,1,43,43,0,False,0,0,0,False,1.2918958832001818e-16,0.6315958454278582,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g50_seed43_rep1.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,50,44,2,60,60,0,False,0,0,0,False,3.2297397080004545e-16,0.5077692593742782,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g50_seed44_rep2.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,50,45,3,36,36,0,False,0,0,0,False,3.2297397080004545e-16,0.5792538875585951,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g50_seed45_rep3.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,50,46,4,29,29,0,False,0,0,0,False,2.5837917664003637e-16,0.663636363636364,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g50_seed46_rep4.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,50,47,0,31,31,0,False,0,0,0,False,3.8756876496005453e-16,0.48603148069255975,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g50_seed47_rep0.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,50,48,1,24,24,0,False,0,0,0,False,3.2297397080004545e-16,0.8454545454545455,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g50_seed48_rep1.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,50,49,2,23,23,0,False,0,0,0,False,3.2297397080004545e-16,0.7363636363636364,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g50_seed49_rep2.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,50,50,3,46,46,0,False,0,0,0,False,3.2297397080004545e-16,0.8636363636363636,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g50_seed50_rep3.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,50,51,4,21,21,0,False,0,0,0,False,3.2297397080004545e-16,0.6207545470276474,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g50_seed51_rep4.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,100,42,0,67,67,0,False,0,0,0,False,4.924553614178911e-16,0.7623762376237625,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g100_seed42_rep0.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,100,43,1,39,39,0,False,0,0,0,False,3.5175382958420793e-16,0.6814628963096556,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g100_seed43_rep1.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,100,44,2,63,63,0,False,0,0,0,False,3.5175382958420793e-16,0.7227722772277229,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g100_seed44_rep2.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,100,45,3,45,45,0,False,0,0,0,False,3.5175382958420793e-16,0.7212492128125837,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g100_seed45_rep3.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,100,46,4,41,41,0,False,0,0,0,False,3.5175382958420793e-16,0.7617643645445398,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g100_seed46_rep4.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,100,47,0,60,60,0,False,0,0,0,False,3.5175382958420793e-16,0.548344960637593,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g100_seed47_rep0.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,100,48,1,35,35,0,False,0,0,0,False,3.5175382958420793e-16,0.7276967851859625,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g100_seed48_rep1.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,100,49,2,69,69,0,False,0,0,0,False,0.00990099009901018,0.801980198019802,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g100_seed49_rep2.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,100,50,3,48,48,0,False,0,0,0,False,4.221045955010495e-16,0.6762772934859163,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g100_seed50_rep3.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,100,51,4,54,54,0,False,0,0,0,False,3.5175382958420793e-16,0.7722772277227723,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g100_seed51_rep4.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,200,42,0,84,84,0,False,0,0,0,False,5.199093188488536e-16,0.6585365853658539,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g200_seed42_rep0.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,200,43,1,30,30,0,False,0,0,0,False,4.33257765707378e-16,0.7195121951219515,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g200_seed43_rep1.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,200,44,2,93,93,0,False,0,0,0,False,5.199093188488536e-16,0.8902439024390246,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g200_seed44_rep2.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,200,45,3,91,91,0,False,0,0,0,False,5.199093188488536e-16,0.6173276844336726,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g200_seed45_rep3.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,200,46,4,42,42,0,False,0,0,0,False,5.199093188488536e-16,0.8173002721564661,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g200_seed46_rep4.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,200,47,0,88,88,0,False,0,0,0,False,5.199093188488536e-16,0.5975609756097564,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g200_seed47_rep0.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,200,48,1,59,59,0,False,0,0,0,False,4.33257765707378e-16,0.7439024390243905,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g200_seed48_rep1.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,200,49,2,82,82,0,False,0,0,0,False,0.012195121951219941,0.8048780487804881,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g200_seed49_rep2.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,200,50,3,92,92,0,False,0,0,0,False,6.065608719903292e-16,0.634146341463415,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g200_seed50_rep3.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Frozen,200,51,4,26,26,0,False,0,0,0,False,5.199093188488536e-16,0.6199559540608055,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Frozen_g200_seed51_rep4.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Online_R16,50,42,0,57,57,0,False,0,0,0,False,3.2297397080004545e-16,0.590909090909091,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Online_R16_g50_seed42_rep0.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Online_R16,50,43,1,43,43,0,False,0,0,0,False,1.2918958832001818e-16,0.6315958454278582,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Online_R16_g50_seed43_rep1.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Online_R16,50,44,2,60,60,0,False,0,0,0,False,3.2297397080004545e-16,0.5077692593742782,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Online_R16_g50_seed44_rep2.pkl
1,Brandimarte,Mk04.fjs,XPrePPO_Online_R16,50,45,3,36,36,0,False,0,0,0,False,3.2297397080004545e-16,0.5792538875585951,/root/saos_resubmission_v5/results/resubmission/v7_cross_instance/fronts/fold1_Brandimarte_Mk04_XPrePPO_Online_R16_g50_seed45_rep3.pkl
