Fold,Replica,pass1_completed_episodes,terminal_completed_episodes,initial_policy_version,pass1_policy_version,terminal_policy_version,pass1_checkpoint_sha256,terminal_checkpoint_sha256,initial_weight_semantic_sha256,pass1_weight_semantic_sha256,terminal_weight_semantic_sha256,pass1_policy_finite,terminal_policy_finite,pass1_optimizer_finite,terminal_optimizer_finite,actor_initial_to_pass1_l2_drift,actor_initial_to_pass1_relative_l2_drift,actor_initial_to_pass1_start_l2_norm,actor_initial_to_pass1_end_l2_norm,actor_initial_to_pass1_cosine_similarity,actor_pass1_to_terminal_l2_drift,actor_pass1_to_terminal_relative_l2_drift,actor_pass1_to_terminal_start_l2_norm,actor_pass1_to_terminal_end_l2_norm,actor_pass1_to_terminal_cosine_similarity,actor_initial_to_terminal_l2_drift,actor_initial_to_terminal_relative_l2_drift,actor_initial_to_terminal_start_l2_norm,actor_initial_to_terminal_end_l2_norm,actor_initial_to_terminal_cosine_similarity,actor_parameter_count,critic_initial_to_pass1_l2_drift,critic_initial_to_pass1_relative_l2_drift,critic_initial_to_pass1_start_l2_norm,critic_initial_to_pass1_end_l2_norm,critic_initial_to_pass1_cosine_similarity,critic_pass1_to_terminal_l2_drift,critic_pass1_to_terminal_relative_l2_drift,critic_pass1_to_terminal_start_l2_norm,critic_pass1_to_terminal_end_l2_norm,critic_pass1_to_terminal_cosine_similarity,critic_initial_to_terminal_l2_drift,critic_initial_to_terminal_relative_l2_drift,critic_initial_to_terminal_start_l2_norm,critic_initial_to_terminal_end_l2_norm,critic_initial_to_terminal_cosine_similarity,critic_parameter_count
1,0,40,80,0,326,662,552a757bc55264fffb42ca9c3d80bc5095dcb2da95523b628bffed9e325cd3b5,4719289c56f5a85c5330c1f748344d7b86ddfac34d7597d151942b4346906662,407c2f896bf3737e87e101e4daf537b0ec3fdc69bd08a1ddfcaec1f4d630f38a,1d351e0c4509e6f5f98d38ce05d81e5101fcbfaafa4523b92ae09277cb9fd94b,d60bcf1ada14ff69323b74b32223d6e71f9f1f78ef617db4a0d86c3f5422f76d,True,True,True,True,2.8738461740971966,0.3478537439784672,8.261650834136468,8.804595744002954,0.9452560601036218,1.8170332431200784,0.20637327322582735,8.804595744002954,9.248748568639375,0.9809389587009205,3.9586881875045585,0.4791643058972647,8.261650834136468,9.248748568639375,0.9038289265987711,19018,4.608736759310442,0.570171046402578,8.083077505230548,9.453788718438211,0.8733139686547466,1.865583310025667,0.197337106380125,9.453788718438211,9.961442495371374,0.9828895969336684,5.558903396637441,0.6877211548497812,8.083077505230548,9.961442495371374,0.8300207780446157,18433
1,1,40,80,0,323,635,795ff31b1cd5996eb74d2b05d398a2d2aa297eccffff3e10bbf99542e1de58ab,aba5f11c057e1642f49b428c892b8e4f3fbf025c81b06dcbcb85e25181b10b77,6ff8bae78d501f9fc2d466f2c0a4a9258d0a69cf4e96c5d3c456ecb350e05f1e,45bb3880442c116dc8d43ed2c7f92f894933598d88d93fec4ec76e665694138b,bb3a492655d2eb761ccb373e8e12e706eaa880e3bad0585fc6f07def4abfec28,True,True,True,True,2.3853661642305415,0.28975605404068716,8.232325540627329,8.63404334915958,0.9611091008460847,2.039500507146805,0.23621615327485304,8.63404334915958,9.017065474514709,0.9742282344454343,3.4787366533174984,0.42257034614940747,8.232325540627329,9.017065474514709,0.9226352386514564,19018,4.984472036162882,0.6161224578990921,8.090067116136892,9.630200184884156,0.8557742913909174,1.16268783420423,0.12073350624935282,9.630200184884156,9.918683557294301,0.9933593234722035,5.499291672997911,0.6797584734530474,8.090067116136892,9.918683557294301,0.8323938997707101,18433
1,2,40,80,0,345,661,028bcea36d218401aa9b62ade3134b272a11fd0a6059f7175982eef5becfd67e,e397cd0935f8652458daa44376c2272f51b1758c6970e5016a8c31692f0adbb7,463e4d9bc22e54c1edd42b27880f2462f17a30ae096563638284995b5a3587b9,ecd7c5dbe47ae655a61ad245108206446696514d44c9d2704d63e51d63163c67,8ab05bbecffe6492517b2c769e1cf2f491dbbbe2f4ebd8a5d714e9730233ddd5,True,True,True,True,3.1606627956103575,0.38316629255416434,8.248801778834881,8.914673670353753,0.9350897183977137,2.300288709854226,0.2580339780135716,8.914673670353753,9.196738813985606,0.9682154749082575,3.9153220819076213,0.47465343293297674,8.248801778834881,9.196738813985606,0.9048855288391563,19018,4.627483477889875,0.5774042281483903,8.014287482322752,9.404456834356452,0.8707640495942851,1.1944572005597072,0.12700969567919165,9.404456834356452,9.337150944727217,0.9919019221640937,4.51367813621725,0.5632039212685026,8.014287482322752,9.337150944727217,0.8755634753267193,18433
1,3,40,80,0,335,656,ecf3f206c0f554c998d852af1901ac9fc6e4d989f638ded0fc68fa5c2f082b80,91955e6e76d4c49d4e6209d47c55887302d07090e7949f5c269edf484a7a0064,4b250170b4ba6d74b99a5c29873d61e7e5ddd8c11546ecad253981a9b004794a,8f163c28412e53afae191024341360392079f842b9b2be57d32c659a385d2d94,59e8cd73b7096c65d6c437e5f7091176e5f140f0fa24706bdb7e52ada7a51bc4,True,True,True,True,2.7435577692739925,0.3333012300565471,8.231466078923642,8.759508017146517,0.949737033675673,2.2182294251859145,0.25323675951249613,8.759508017146517,9.025702345646089,0.9693293784229009,3.4792200469650134,0.422673192552348,8.231466078923642,9.025702345646089,0.9227794768342069,19018,4.720788938754132,0.5847434450897243,8.073265255722129,9.449743557233564,0.8663581127491186,1.3351133843097096,0.14128567365065803,9.449743557233564,9.730474608111098,0.9907356783475888,5.247824194352204,0.6500249933733662,8.073265255722129,9.730474608111098,0.8421947769930734,18433
1,4,40,80,0,332,646,369ce348f81f2f8d6b87ab5a4fcf61912e49fada33f5f9b0c8f6b6df2b75df1b,f49518bc3d6fd99232cf1767d397d52bb9c4ae890ab7eb64d5c1a72b953ee39d,280a39a5008a2122b8a5365440937853721da1bc16d07d2232dfb4ebeef57488,ed178386e5ee1d1de756c4f48cfb75677a1debb471140113fcdb53259ee139ea,16943c8daae3460046af97bbb12fd5a70e6ac30ee683e60ab5fb288ccd646943,True,True,True,True,2.833312095187554,0.3416180677199452,8.293800483381554,8.834062107774066,0.9472090118810048,1.578354797367399,0.17866693465720945,8.834062107774066,9.054594354832062,0.9847318130699615,3.491492963322273,0.42097624247391097,8.293800483381554,9.054594354832062,0.9226885498288463,19018,5.007934593773967,0.6187019181426371,8.094260655935813,9.613989004216217,0.8536984004775252,1.270930941115934,0.1321960052750806,9.613989004216217,9.863925364210793,0.9918128760507708,5.446443807751197,0.6728772446631212,8.094260655935813,9.863925364210793,0.833844915755692,18433
2,0,40,80,0,332,662,d3e817d41affe8afad227195b54187ffec8a58341a247571ff7c2a9c0cd6d8c5,708b26c28a781e15975433feb472f56a0c23b0e47a2f99a723fbee0d19b0c737,df0d2f088125ef8c2c6a8b43a41a00ed58ba43818c7068268c45e42c3aff6df5,ba307695e5b44d7218ae5b29c19da4ee036802d88eebb4bd0eeffe7b0e216218,9d2eae47365e21efd3fb4e7df93e3c6acd7f0bfcdbe7328ad88f56353d539a47,True,True,True,True,2.9060230505795426,0.35173242085787126,8.262027832099715,8.78847747519669,0.9437560381998347,1.934948477144352,0.2201687929001658,8.78847747519669,9.30138282434381,0.9787084592857744,4.2277314042516,0.511706265116413,8.262027832099715,9.30138282434381,0.8907363105435524,19018,5.17854164919923,0.6439698398531872,8.041590348982552,9.702616782676314,0.8458285909563257,1.4615668529083108,0.15063635776256645,9.702616782676314,10.065261645673246,0.9897364367899535,5.800591998169004,0.7213239852366906,8.041590348982552,10.065261645673246,0.8174489593679584,18433
2,1,40,80,0,324,674,833118d98b7f98fa5a6dcbde4a5c8695f57e7090d9ec54ee6921b9b367b65033,0c1ada9a922b641a0705a8a117253d0902e6766343e01a63503cc91ea63c17b0,ba58a009dc0eab83d3133ecd82f9489e1d1fe2d52ca91efe95f8da029ba7c719,619a03efbcb67cd69b4e494e850289b1f4b7f54540aedcc7f8c1b9b823776fd3,1d37e0bb393bc086b28f807341735b85f6fb6c299364c9ed2a7f44556af0564a,True,True,True,True,2.834958309249207,0.3443849615229248,8.231945717700833,8.76329547915898,0.9462519650839532,1.679518451304661,0.191653751182865,8.76329547915898,9.239045391751054,0.9839778869826056,4.010049956741017,0.48713270158212557,8.231945717700833,9.239045391751054,0.9009520249686936,19018,4.573177701432064,0.5679090725422037,8.05265829080801,9.453658355116705,0.8755294894662606,1.2959697983930027,0.13708659121276273,9.453658355116705,9.764948376552319,0.9914280178941418,5.1668438194915485,0.641632071410434,8.05265829080801,9.764948376552319,0.8488923339406171,18433
2,2,40,80,0,332,647,9a006911d614045bb529bd50d69f413a0315eeca8362d99e3ff99f64eee18579,34abbe79f77e2d2b5b366b8fb826de1614207d35cf422cf0550e32ae15eb4b86,1eb6d521d0afb280826a898b14c809dfcc4051193cd2e2c7628c7d2eb8fe8f40,4a723ac48831ee1d84b7edfe88c02ee79762541cb6e49af08486a775b2b9fc78,3a1aa407997758e4125ce1db6362b1789aca02a9f3faa12636d9fa698a9a48e2,True,True,True,True,3.0351268854147064,0.36764391991667583,8.255615613342929,8.907463024969205,0.9402536202451247,1.0658454794107104,0.11965758111181103,8.907463024969205,9.141208074398673,0.9933595935068461,3.6185875361149233,0.4383183163550485,8.255615613342929,9.141208074398673,0.9184410675194534,19018,5.446207508377237,0.6787608125074506,8.023750646797183,9.887927640834475,0.8349723169900097,1.4564200617192822,0.14729275077870313,9.887927640834475,9.8524374514803,0.9891198124692041,5.401469096321774,0.6731850644533505,8.023750646797183,9.8524374514803,0.8366184133531329,18433
2,3,40,80,0,345,665,984f5a52652fee4d20a687c5cbd709481344c29f936c649381402e7cab8dcfa9,edcafced5b189dd593a7b13511d8a46e58daf487ba4bd563f4ea2c274741205e,4205fc5412c332a4952f8c974e96b497cecf4b02222ea071f06c3fbfc508b4cc,94db15493d044cf61cd4be4c9f53bc1027d91aa549744f5e1bbe02d37f4d208c,62b8ec1220f365f7f5d623bf4f0256e2405029071fe89448427f52367ef6ca7d,True,True,True,True,3.7281894724531086,0.45232689436856227,8.242245859949525,9.14228939073219,0.9131466635239489,1.7921097662459784,0.19602417837075836,9.14228939073219,9.294302414880299,0.9812374700714045,4.122692469936141,0.5001904262488706,8.242245859949525,9.294302414880299,0.896288896176057,19018,4.8056757867826985,0.6000860349534721,8.008311320151465,9.459959061259406,0.861485544366524,1.0483553711048414,0.1108202862524094,9.459959061259406,9.553646497381022,0.9939682088099461,4.984920771402758,0.6224684046509416,8.008311320151465,9.553646497381022,0.8532100867674136,18433
2,4,40,80,0,325,665,ad4ee9af3bc438a7235c8f2dbb60a42164850910c33695e0cbe231711b926534,5f90ecedf791440de8ec88b2f44253d4e7bf1e9234329d294e67c5fae599c872,5109a306f92bcd58904f8cd792e10ece6baa10c6a6e52884cc79ec8812eacbe2,04084a542e38365e5265429d57f2f3e3f2c1dda887f81ec6cc731d71b6612506,fc9f39ed25a38a040fc285a006e6640153c039f9fd5aee478fa2d8e7a64e3393,True,True,True,True,3.7197778767935357,0.449968567938032,8.266750484015606,9.111774323815316,0.9128926442889598,3.0931160462811764,0.33946363642882843,9.111774323815316,9.432954051881183,0.9449441185922607,4.550361050522215,0.5504413202407266,8.266750484015606,9.432954051881183,0.8759567496445646,19018,5.239165292189694,0.6557608251961788,7.989445375335334,9.70330944165467,0.8419102231887502,1.080700282679361,0.11137440160777488,9.70330944165467,9.761605498202405,0.9938528496574693,5.339070259537696,0.6682654438091835,7.989445375335334,9.761605498202405,0.8373818421557044,18433
