Fold,dataset,instance,Budget,contrast,front_extreme,absolute_change,comparator_extreme,relative_change_percent
2,Hurink_edata,la23.fjs,200,online_minus_scratch,best_workload_imbalance,8.526512829121202e-14,185.9999999999993,4.5841466823232444e-14
2,Hurink_edata,la27.fjs,50,online_minus_scratch,best_workload_imbalance,0.0,75.99999999999932,0.0
2,Hurink_edata,la27.fjs,100,online_minus_scratch,best_workload_imbalance,0.0,75.99999999999909,0.0
2,Hurink_edata,la27.fjs,200,online_minus_scratch,best_workload_imbalance,0.0,75.99999999999909,0.0
2,Hurink_edata,la31.fjs,50,online_minus_scratch,best_workload_imbalance,-3.9999999999998863,80.99999999999943,-4.938271604938166
2,Hurink_edata,la31.fjs,100,online_minus_scratch,best_workload_imbalance,1.0000000000002274,66.99999999999932,1.4925373134331903
2,Hurink_edata,la31.fjs,200,online_minus_scratch,best_workload_imbalance,2.000000000000341,66.99999999999932,2.985074626866211
2,Hurink_edata,la36.fjs,50,online_minus_scratch,best_workload_imbalance,5.684341886080802e-14,170.99999999999966,3.324176541567727e-14
2,Hurink_edata,la36.fjs,100,online_minus_scratch,best_workload_imbalance,5.684341886080802e-14,170.99999999999943,3.3241765415677313e-14
2,Hurink_edata,la36.fjs,200,online_minus_scratch,best_workload_imbalance,1.1368683772161603e-13,170.99999999999932,6.648353083135466e-14
3,Brandimarte,Mk06.fjs,50,online_minus_scratch,best_workload_imbalance,-2.4999999999999716,30.499999999999964,-8.196721311475326
3,Brandimarte,Mk06.fjs,100,online_minus_scratch,best_workload_imbalance,-2.4999999999999787,26.49999999999998,-9.433962264150871
3,Brandimarte,Mk06.fjs,200,online_minus_scratch,best_workload_imbalance,-3.9999999999999716,24.49999999999997,-16.326530612244802
3,Brandimarte,Mk07.fjs,50,online_minus_scratch,best_workload_imbalance,-4.999999999999972,10.999999999999972,-45.45454545454531
3,Brandimarte,Mk07.fjs,100,online_minus_scratch,best_workload_imbalance,-0.5000000000000284,6.000000000000014,-8.333333333333787
3,Brandimarte,Mk07.fjs,200,online_minus_scratch,best_workload_imbalance,-0.9999999999999574,4.999999999999957,-19.999999999999318
3,Hurink_edata,la04.fjs,50,online_minus_scratch,best_workload_imbalance,0.0,78.99999999999966,0.0
3,Hurink_edata,la04.fjs,100,online_minus_scratch,best_workload_imbalance,0.0,78.99999999999966,0.0
3,Hurink_edata,la04.fjs,200,online_minus_scratch,best_workload_imbalance,5.684341886080802e-14,78.9999999999996,7.195369476051683e-14
3,Hurink_edata,la09.fjs,50,online_minus_scratch,best_workload_imbalance,5.684341886080802e-14,48.99999999999966,1.1600697726695594e-13
3,Hurink_edata,la09.fjs,100,online_minus_scratch,best_workload_imbalance,0.0,48.99999999999966,0.0
3,Hurink_edata,la09.fjs,200,online_minus_scratch,best_workload_imbalance,0.0,48.99999999999966,0.0
3,Hurink_edata,la12.fjs,50,online_minus_scratch,best_workload_imbalance,5.684341886080802e-14,72.99999999999977,7.786769706960027e-14
3,Hurink_edata,la12.fjs,100,online_minus_scratch,best_workload_imbalance,0.0,72.99999999999972,0.0
3,Hurink_edata,la12.fjs,200,online_minus_scratch,best_workload_imbalance,0.0,72.99999999999966,0.0
3,Hurink_edata,la17.fjs,50,online_minus_scratch,best_workload_imbalance,0.0,280.99999999999966,0.0
3,Hurink_edata,la17.fjs,100,online_minus_scratch,best_workload_imbalance,5.684341886080802e-14,280.99999999999955,2.0228974683561604e-14
3,Hurink_edata,la17.fjs,200,online_minus_scratch,best_workload_imbalance,5.684341886080802e-14,280.99999999999955,2.0228974683561604e-14
3,Hurink_edata,la25.fjs,50,online_minus_scratch,best_workload_imbalance,3.0000000000001137,53.99999999999977,5.55555555555579
3,Hurink_edata,la25.fjs,100,online_minus_scratch,best_workload_imbalance,3.000000000000057,45.999999999999716,6.521739130434947
3,Hurink_edata,la25.fjs,200,online_minus_scratch,best_workload_imbalance,1.7053025658242404e-13,45.999999999999545,3.7071794909222985e-13
3,Hurink_edata,la28.fjs,50,online_minus_scratch,best_workload_imbalance,-1.1368683772161603e-13,82.99999999999977,-1.369720936405016e-13
3,Hurink_edata,la28.fjs,100,online_minus_scratch,best_workload_imbalance,-4.499999999999773,75.49999999999955,-5.960264900661986
3,Hurink_edata,la28.fjs,200,online_minus_scratch,best_workload_imbalance,2.2737367544323206e-13,70.99999999999932,3.202446133003299e-13
3,Hurink_edata,la35.fjs,50,online_minus_scratch,best_workload_imbalance,1.1368683772161603e-13,430.9999999999991,2.637745654793881e-14
3,Hurink_edata,la35.fjs,100,online_minus_scratch,best_workload_imbalance,1.1368683772161603e-13,430.99999999999886,2.6377456547938822e-14
3,Hurink_edata,la35.fjs,200,online_minus_scratch,best_workload_imbalance,2.8421709430404007e-13,430.9999999999986,6.59436413698471e-14
3,Hurink_edata,la39.fjs,50,online_minus_scratch,best_workload_imbalance,1.7053025658242404e-13,459.99999999999915,3.707179490922269e-14
3,Hurink_edata,la39.fjs,100,online_minus_scratch,best_workload_imbalance,5.684341886080802e-14,459.9999999999992,1.2357264969740895e-14
3,Hurink_edata,la39.fjs,200,online_minus_scratch,best_workload_imbalance,-5.684341886080802e-14,459.9999999999992,-1.2357264969740895e-14
4,Brandimarte,Mk01.fjs,50,online_minus_scratch,best_workload_imbalance,-0.9999999999999822,13.999999999999984,-7.142857142857024
4,Brandimarte,Mk01.fjs,100,online_minus_scratch,best_workload_imbalance,1.7763568394002505e-15,12.999999999999991,1.3664283380001936e-14
4,Brandimarte,Mk01.fjs,200,online_minus_scratch,best_workload_imbalance,0.0,12.99999999999999,0.0
4,Brandimarte,Mk08.fjs,50,online_minus_scratch,best_workload_imbalance,0.0,522.9999999999998,0.0
4,Brandimarte,Mk08.fjs,100,online_minus_scratch,best_workload_imbalance,0.0,522.9999999999998,0.0
4,Brandimarte,Mk08.fjs,200,online_minus_scratch,best_workload_imbalance,0.0,522.9999999999998,0.0
4,Hurink_edata,la01.fjs,50,online_minus_scratch,best_workload_imbalance,-5.684341886080802e-14,71.99999999999977,-7.89491928622336e-14
4,Hurink_edata,la01.fjs,100,online_minus_scratch,best_workload_imbalance,0.0,71.99999999999972,0.0
4,Hurink_edata,la01.fjs,200,online_minus_scratch,best_workload_imbalance,5.684341886080802e-14,71.99999999999966,7.894919286223373e-14
4,Hurink_edata,la06.fjs,50,online_minus_scratch,best_workload_imbalance,0.0,74.99999999999977,0.0
4,Hurink_edata,la06.fjs,100,online_minus_scratch,best_workload_imbalance,1.1368683772161603e-13,74.99999999999966,1.5158245029548874e-13
4,Hurink_edata,la06.fjs,200,online_minus_scratch,best_workload_imbalance,1.1368683772161603e-13,74.99999999999966,1.5158245029548874e-13
4,Hurink_edata,la11.fjs,50,online_minus_scratch,best_workload_imbalance,0.0,97.99999999999972,0.0
4,Hurink_edata,la11.fjs,100,online_minus_scratch,best_workload_imbalance,0.0,97.99999999999972,0.0
4,Hurink_edata,la11.fjs,200,online_minus_scratch,best_workload_imbalance,0.0,97.99999999999972,0.0
4,Hurink_edata,la18.fjs,50,online_minus_scratch,best_workload_imbalance,0.0,209.9999999999996,0.0
4,Hurink_edata,la18.fjs,100,online_minus_scratch,best_workload_imbalance,-2.842170943040401e-14,209.99999999999955,-1.3534147347811461e-14
4,Hurink_edata,la18.fjs,200,online_minus_scratch,best_workload_imbalance,0.0,209.99999999999946,0.0
4,Hurink_edata,la22.fjs,50,online_minus_scratch,best_workload_imbalance,8.526512829121202e-14,205.9999999999996,4.13908389763166e-14
4,Hurink_edata,la22.fjs,100,online_minus_scratch,best_workload_imbalance,1.4210854715202004e-13,205.9999999999993,6.898473162719443e-14
4,Hurink_edata,la22.fjs,200,online_minus_scratch,best_workload_imbalance,1.7053025658242404e-13,205.9999999999992,8.278167795263335e-14
4,Hurink_edata,la29.fjs,50,online_minus_scratch,best_workload_imbalance,2.1316282072803006e-13,97.99999999999956,2.1751308237554185e-13
4,Hurink_edata,la29.fjs,100,online_minus_scratch,best_workload_imbalance,0.0,97.99999999999932,0.0
4,Hurink_edata,la29.fjs,200,online_minus_scratch,best_workload_imbalance,1.1368683772161603e-13,97.9999999999992,1.1600697726695607e-13
4,Hurink_edata,la32.fjs,50,online_minus_scratch,best_workload_imbalance,1.4999999999994316,97.49999999999977,1.538461538460959
4,Hurink_edata,la32.fjs,100,online_minus_scratch,best_workload_imbalance,0.5000000000004547,72.9999999999992,0.6849315068499455
4,Hurink_edata,la32.fjs,200,online_minus_scratch,best_workload_imbalance,3.0000000000002274,66.99999999999932,4.4776119402988925
4,Hurink_edata,la40.fjs,50,online_minus_scratch,best_workload_imbalance,0.0,321.99999999999955,0.0
4,Hurink_edata,la40.fjs,100,online_minus_scratch,best_workload_imbalance,5.684341886080802e-14,321.99999999999943,1.765323567105842e-14
4,Hurink_edata,la40.fjs,200,online_minus_scratch,best_workload_imbalance,1.7053025658242404e-13,321.9999999999993,5.295970701317528e-14
5,Brandimarte,Mk05.fjs,50,online_minus_scratch,best_workload_imbalance,-0.999999999999972,3.999999999999972,-24.999999999999474
5,Brandimarte,Mk05.fjs,100,online_minus_scratch,best_workload_imbalance,1.4654943925052066e-14,2.9999999999999574,4.884981308350758e-13
5,Brandimarte,Mk05.fjs,200,online_minus_scratch,best_workload_imbalance,0.9999999999999714,1.999999999999986,49.99999999999891
5,Brandimarte,Mk09.fjs,50,online_minus_scratch,best_workload_imbalance,-6.4999999999998295,35.49999999999983,-18.309859154929185
5,Brandimarte,Mk09.fjs,100,online_minus_scratch,best_workload_imbalance,-1.5000000000000284,30.499999999999943,-4.918032786885348
5,Brandimarte,Mk09.fjs,200,online_minus_scratch,best_workload_imbalance,-0.5000000000000284,29.499999999999915,-1.6949152542373893
5,Hurink_edata,la02.fjs,50,online_minus_scratch,best_workload_imbalance,2.842170943040401e-14,171.99999999999966,1.6524249668839572e-14
5,Hurink_edata,la02.fjs,100,online_minus_scratch,best_workload_imbalance,0.0,171.9999999999997,0.0
5,Hurink_edata,la02.fjs,200,online_minus_scratch,best_workload_imbalance,2.842170943040401e-14,171.99999999999966,1.6524249668839572e-14
5,Hurink_edata,la08.fjs,50,online_minus_scratch,best_workload_imbalance,0.0,185.99999999999952,0.0
5,Hurink_edata,la08.fjs,100,online_minus_scratch,best_workload_imbalance,0.0,185.99999999999937,0.0
5,Hurink_edata,la08.fjs,200,online_minus_scratch,best_workload_imbalance,1.7053025658242404e-13,176.99999999999966,9.634477773018326e-14
5,Hurink_edata,la14.fjs,50,online_minus_scratch,best_workload_imbalance,0.0,199.99999999999966,0.0
5,Hurink_edata,la14.fjs,100,online_minus_scratch,best_workload_imbalance,5.684341886080802e-14,199.9999999999996,2.8421709430404064e-14
5,Hurink_edata,la14.fjs,200,online_minus_scratch,best_workload_imbalance,0.0,199.9999999999996,0.0
5,Hurink_edata,la20.fjs,50,online_minus_scratch,best_workload_imbalance,5.684341886080802e-14,150.99999999999972,3.764464825219081e-14
5,Hurink_edata,la20.fjs,100,online_minus_scratch,best_workload_imbalance,2.842170943040401e-14,150.99999999999966,1.8822324126095412e-14
5,Hurink_edata,la20.fjs,200,online_minus_scratch,best_workload_imbalance,5.684341886080802e-14,150.9999999999996,3.7644648252190836e-14
5,Hurink_edata,la21.fjs,50,online_minus_scratch,best_workload_imbalance,5.499999999999773,173.99999999999983,3.1609195402297576
5,Hurink_edata,la21.fjs,100,online_minus_scratch,best_workload_imbalance,0.0,173.99999999999957,0.0
5,Hurink_edata,la21.fjs,200,online_minus_scratch,best_workload_imbalance,1.4210854715202004e-13,173.99999999999943,8.16715788230003e-14
5,Hurink_edata,la30.fjs,50,online_minus_scratch,best_workload_imbalance,0.9999999999997442,149.49999999999983,0.6688963210700638
5,Hurink_edata,la30.fjs,100,online_minus_scratch,best_workload_imbalance,1.4999999999998863,136.49999999999972,1.098901098901018
5,Hurink_edata,la30.fjs,200,online_minus_scratch,best_workload_imbalance,18.49999999999993,117.99999999999956,15.677966101694913
5,Hurink_edata,la33.fjs,50,online_minus_scratch,best_workload_imbalance,-1.5000000000001137,111.99999999999977,-1.3392857142858186
5,Hurink_edata,la33.fjs,100,online_minus_scratch,best_workload_imbalance,2.4158453015843406e-13,90.99999999999932,2.6547750566861085e-13
5,Hurink_edata,la33.fjs,200,online_minus_scratch,best_workload_imbalance,1.1368683772161603e-13,90.99999999999932,1.249305909028757e-13
5,Hurink_edata,la38.fjs,50,online_minus_scratch,best_workload_imbalance,4.999999999999744,219.9999999999998,2.2727272727271584
5,Hurink_edata,la38.fjs,100,online_minus_scratch,best_workload_imbalance,2.999999999999716,219.99999999999966,1.3636363636362365
5,Hurink_edata,la38.fjs,200,online_minus_scratch,best_workload_imbalance,2.0000000000001705,217.99999999999952,0.9174311926606307
