Fold,dataset,instance,ScratchNoBC_R16,UCBOnly,XPrePPO_Frozen,XPrePPO_Online_R16,delta,family,contrast,metric,Budget
2,Hurink_edata,la13.fjs,1.0971462327960846,1.106291078865902,1.059487200945199,1.059487200945199,-0.037659031850885594,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
2,Hurink_edata,la19.fjs,0.9485563208037991,0.9409439847171306,0.8720209254064504,0.8720209254064504,-0.07653539539734877,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
2,Hurink_edata,la23.fjs,1.1268946318807989,1.1470915204365273,1.0896754049194253,1.0896754049194253,-0.037219226961373586,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
2,Hurink_edata,la27.fjs,0.8717661378878686,0.8951101576360738,0.7876900850563424,0.7876900850563424,-0.0840760528315262,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
2,Hurink_edata,la31.fjs,1.0237758270243518,0.9868910981359511,0.9680466341230323,0.9680466341230323,-0.0557291929013195,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
2,Hurink_edata,la36.fjs,1.03837118719655,1.1130542150416063,0.9753783465720394,0.9753783465720394,-0.0629928406245106,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
3,Brandimarte,Mk06.fjs,0.7824571196425073,0.794230366433576,0.8591799621278159,0.8591799621278159,0.07672284248530858,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
3,Brandimarte,Mk07.fjs,1.0950978455098674,1.094611597353446,1.175712420025658,1.175712420025658,0.08061457451579046,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
3,Hurink_edata,la04.fjs,1.113638411937234,1.1001909453025234,1.0215979516388212,1.0215979516388212,-0.09204046029841284,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
3,Hurink_edata,la09.fjs,1.0987694727285793,1.1001500017933008,0.9729079225453752,0.9729079225453752,-0.1258615501832041,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
3,Hurink_edata,la12.fjs,1.1038844047417387,1.081195144192284,1.0187632293430717,1.0187632293430717,-0.08512117539866693,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
3,Hurink_edata,la17.fjs,1.155277474612661,1.1658091861046782,1.0868942880767603,1.0868942880767603,-0.06838318653590081,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
3,Hurink_edata,la25.fjs,0.9023687530352539,0.9175503924970293,0.8199681349719761,0.8199681349719761,-0.08240061806327781,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
3,Hurink_edata,la28.fjs,1.0561536094735826,1.0778474276711325,1.0406109883363068,1.0406109883363068,-0.01554262113727578,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
3,Hurink_edata,la35.fjs,1.0312980724367122,0.9924915312169649,0.9157692500182403,0.9157692500182403,-0.11552882241847195,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
3,Hurink_edata,la39.fjs,1.0897411136481825,1.1218341334361643,1.0498607148409862,1.0498607148409862,-0.03988039880719629,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
4,Brandimarte,Mk01.fjs,1.0166833960935837,1.0274901760816386,1.0782030705423638,1.0782030705423638,0.06151967444878004,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
4,Brandimarte,Mk08.fjs,0.9308529609713525,0.9586027774950523,0.923893311415822,0.923893311415822,-0.006959649555530523,secondary_g50_g200,online_minus_scratch_g50,HV_fixed,50
