experiment,dataset,instance,seed,budget,bc_samples,observed_actions,majority_action_share,normalized_label_entropy,bc_final_training_accuracy,bc_accuracy_minus_majority
E1,Hurink_edata,la10.fjs,49,100,70,10,0.11428571428571428,0.9991106451708882,0.2857142984867096,0.17142858420099533
E1,Hurink_edata,la10.fjs,50,100,56,10,0.125,0.9970171984757052,0.3392857015132904,0.2142857015132904
E1,Hurink_edata,la10.fjs,51,100,70,10,0.11428571428571428,0.9991106451708882,0.342857152223587,0.2285714379378727
E1,Hurink_edata,la11.fjs,42,100,70,10,0.11428571428571428,0.9982212903417766,0.342857152223587,0.2285714379378727
E1,Hurink_edata,la11.fjs,43,100,60,10,0.11666666666666667,0.9963639351411915,0.2666666805744171,0.15000001390775045
E1,Hurink_edata,la11.fjs,45,100,63,10,0.12698412698412698,0.9955769178852866,0.3650793731212616,0.23809524613713462
E1,Hurink_edata,la11.fjs,44,100,41,10,0.12195121951219512,0.998905571122498,0.3902438879013061,0.268292668389111
E1,Hurink_edata,la11.fjs,46,100,61,10,0.13114754098360656,0.9937069853786515,0.3278688490390777,0.19672130805547114
E1,Hurink_edata,la11.fjs,47,100,32,10,0.125,0.9967940394481686,0.53125,0.40625
E1,Hurink_edata,la11.fjs,48,100,60,10,0.13333333333333333,0.9929023112680224,0.3333333432674408,0.20000000993410746
E1,Hurink_edata,la11.fjs,49,100,33,10,0.12121212121212122,0.9959604173006614,0.3939394056797027,0.2727272844675815
E1,Hurink_edata,la11.fjs,50,100,59,10,0.11864406779661017,0.995713343270528,0.3220339119434356,0.20338984414682543
E1,Hurink_edata,la11.fjs,51,100,46,10,0.10869565217391304,0.997495657957053,0.3695652186870575,0.26086956651314447
E1,Hurink_edata,la12.fjs,42,100,70,10,0.11428571428571428,0.9991106451708882,0.3000000119209289,0.18571429763521463
E1,Hurink_edata,la12.fjs,43,100,70,10,0.11428571428571428,0.9991106451708882,0.2571428716182709,0.1428571573325566
E1,Hurink_edata,la12.fjs,44,100,70,10,0.11428571428571428,0.9991106451708882,0.2571428716182709,0.1428571573325566
E1,Hurink_edata,la12.fjs,45,100,70,10,0.1,0.9999999999999998,0.3142857253551483,0.2142857253551483
E1,Hurink_edata,la12.fjs,46,100,49,10,0.12244897959183673,0.9973524558512437,0.3469387888908386,0.2244898092990019
E1,Hurink_edata,la12.fjs,47,100,53,10,0.1320754716981132,0.9970420213773472,0.3396226465702057,0.20754717487209248
E1,Hurink_edata,la12.fjs,48,100,70,10,0.11428571428571428,0.9991106451708882,0.2857142984867096,0.17142858420099533
E1,Hurink_edata,la12.fjs,49,100,70,10,0.11428571428571428,0.9991106451708882,0.2714285850524902,0.1571428707667759
E1,Hurink_edata,la12.fjs,50,100,46,10,0.10869565217391304,0.997495657957053,0.3260869681835174,0.21739131600960437
E1,Hurink_edata,la12.fjs,51,100,67,10,0.11940298507462686,0.9969478981811525,0.2985074520111084,0.17910446693648152
E1,Hurink_edata,la13.fjs,42,100,59,10,0.13559322033898305,0.9907108880731775,0.3220339119434356,0.18644069160445256
