dataset,instance,variant,HV_common,Cmax_best,TEC_best,WB_best,NSol,Time,Transition_gen,PPO_update_count,BC_final_accuracy,Entropy_last20,seed_count
Brandimarte,Mk08.fjs,ProbabilityMatching,1.009118689529811,767.0568899939219,29404.86068444346,522.9999999999998,10.0,113.25046694278718,-1.0,0.0,0.0,0.8212739312569339,10
Brandimarte,Mk08.fjs,Random,1.050686760496269,751.3873743094151,29173.15662208983,522.9999999999998,11.0,114.41602993011475,-1.0,0.0,0.0,0.9163180601660434,10
Brandimarte,Mk08.fjs,RandomUCBPPO,1.0286451057940262,759.5953534251082,29277.296577034824,522.9999999999998,10.0,112.40761017799377,55.5,3.5,0.3418029099702835,0.814646872391696,10
Brandimarte,Mk08.fjs,UCBOnly,1.0404231257657777,755.6335888318292,29240.94551337468,522.9999999999998,12.0,113.30827963352203,-1.0,0.0,0.0,0.9829567163872702,10
Brandimarte,Mk08.fjs,UniformFixed,0.9926183376134612,761.3339034755572,29467.44076371742,522.9999999999998,11.0,113.9898966550827,-1.0,0.0,0.0,0.9999999999999998,10
Brandimarte,Mk09.fjs,AdaptiveNoBC,0.9432672502855577,671.4331017124028,27492.3930129832,30.499999999999943,65.0,121.68584489822388,70.0,2.0,0.0,0.9150778388873666,10
Brandimarte,Mk09.fjs,AdaptivePursuit,0.976563995499101,663.7109906792355,27857.337616689576,28.999999999999943,64.0,119.79966568946838,-1.0,0.0,0.0,0.6042729454400333,10
Brandimarte,Mk09.fjs,AdaptiveSAOS,0.9642422859428923,669.1577366821431,27399.953797861366,28.99999999999997,57.5,121.9578298330307,70.0,2.0,0.2714285850524902,0.8834717142192609,10
Brandimarte,Mk09.fjs,FixedUCBPPO,0.9657675714374043,662.6844893323478,27511.35645960049,29.999999999999943,61.0,122.40539705753326,48.0,4.0,0.3541666567325592,0.8506253682724781,10
Brandimarte,Mk09.fjs,PPOOnly,0.9597676312028944,671.2946106139427,27756.194228191256,28.999999999999915,52.5,122.23901581764221,-1.0,7.0,0.0,0.9020181229336985,10
Brandimarte,Mk09.fjs,ProbabilityMatching,1.0045189823358047,664.5486933056504,27996.663333078344,29.499999999999915,54.0,119.89169192314148,-1.0,0.0,0.0,0.845501434508948,10
Brandimarte,Mk09.fjs,Random,0.959922593591156,661.9658699926694,27659.063268955815,28.999999999999943,67.0,121.4651290178299,-1.0,0.0,0.0,0.9163180601660434,10
Brandimarte,Mk09.fjs,RandomUCBPPO,0.9702909032245535,668.6183271293294,27514.2823991682,28.999999999999915,59.0,121.46302676200867,55.5,3.5,0.32120536267757416,0.8269550257945104,10
Brandimarte,Mk09.fjs,UCBOnly,0.9486156553862447,672.3620087924759,27652.381096998266,28.999999999999943,66.5,121.44973540306091,-1.0,0.0,0.0,0.9886378109248468,10
Brandimarte,Mk09.fjs,UniformFixed,0.9350534590175137,683.0260846106075,27771.70384089279,28.999999999999943,50.5,121.4713475704193,-1.0,0.0,0.0,0.9999999999999998,10
Brandimarte,Mk10.fjs,AdaptiveNoBC,0.9028858644388077,583.4798976695965,22370.698315966565,220.99999999999994,27.5,122.8929318189621,70.0,2.0,0.0,0.9150778388873666,10
Brandimarte,Mk10.fjs,AdaptivePursuit,0.8643910035969807,587.8693003927865,22595.72844561091,220.5,27.5,121.08428275585175,-1.0,0.0,0.0,0.534806776648329,10
Brandimarte,Mk10.fjs,AdaptiveSAOS,0.8815029050853016,580.1890652327138,22490.16127543118,221.49999999999994,26.0,123.09671378135681,70.0,2.0,0.30217391252517695,0.833387682882941,10
