dataset,instance,Budget,variant,HV_common,rank
Hurink_edata,la07.fjs,default,AdaptivePursuit,1.0941562337714004,10.0
Hurink_edata,la07.fjs,default,AdaptiveSAOS,1.1873785235194596,3.0
Hurink_edata,la07.fjs,default,FixedUCBPPO,1.1695911599658333,6.0
Hurink_edata,la07.fjs,default,PPOOnly,1.1531328469729556,9.0
Hurink_edata,la07.fjs,default,ProbabilityMatching,1.1642014075339908,8.0
Hurink_edata,la07.fjs,default,Random,1.1652728984114264,7.0
Hurink_edata,la07.fjs,default,RandomUCBPPO,1.1885259597542277,2.0
Hurink_edata,la07.fjs,default,UCBOnly,1.184991962424415,4.0
Hurink_edata,la07.fjs,default,UniformFixed,1.1716339306034285,5.0
Hurink_edata,la08.fjs,default,AdaptiveNoBC,1.2026218043169172,1.0
Hurink_edata,la08.fjs,default,AdaptivePursuit,1.0873872004620742,10.0
Hurink_edata,la08.fjs,default,AdaptiveSAOS,1.199876683877545,3.0
Hurink_edata,la08.fjs,default,FixedUCBPPO,1.1997798739705967,4.0
Hurink_edata,la08.fjs,default,PPOOnly,1.170493331124638,8.0
Hurink_edata,la08.fjs,default,ProbabilityMatching,1.1911219620496998,6.0
Hurink_edata,la08.fjs,default,Random,1.1780026319562997,7.0
Hurink_edata,la08.fjs,default,RandomUCBPPO,1.1999742207473285,2.0
Hurink_edata,la08.fjs,default,UCBOnly,1.1964520441780242,5.0
Hurink_edata,la08.fjs,default,UniformFixed,1.1570000090281725,9.0
Hurink_edata,la09.fjs,default,AdaptiveNoBC,1.152332159086293,4.0
Hurink_edata,la09.fjs,default,AdaptivePursuit,0.9834404196884523,10.0
Hurink_edata,la09.fjs,default,AdaptiveSAOS,1.1215003707543267,7.0
Hurink_edata,la09.fjs,default,FixedUCBPPO,1.1649437244054952,1.0
Hurink_edata,la09.fjs,default,PPOOnly,1.1611429249095397,2.0
Hurink_edata,la09.fjs,default,ProbabilityMatching,1.1150104068849997,9.0
Hurink_edata,la09.fjs,default,Random,1.1167685323899055,8.0
Hurink_edata,la09.fjs,default,RandomUCBPPO,1.1446904639832431,6.0
Hurink_edata,la09.fjs,default,UCBOnly,1.148428664022443,5.0
Hurink_edata,la09.fjs,default,UniformFixed,1.1595877861354849,3.0
Hurink_edata,la10.fjs,default,AdaptiveNoBC,1.138955126629149,2.0
Hurink_edata,la10.fjs,default,AdaptivePursuit,1.0904405803491204,10.0
Hurink_edata,la10.fjs,default,AdaptiveSAOS,1.111597967483599,8.0
Hurink_edata,la10.fjs,default,FixedUCBPPO,1.1298036523340054,6.0
Hurink_edata,la10.fjs,default,PPOOnly,1.1321185959269084,5.0
Hurink_edata,la10.fjs,default,ProbabilityMatching,1.1069966331109455,9.0
Hurink_edata,la10.fjs,default,Random,1.1145040586314696,7.0
Hurink_edata,la10.fjs,default,RandomUCBPPO,1.134653415981274,4.0
Hurink_edata,la10.fjs,default,UCBOnly,1.1369882974922674,3.0
Hurink_edata,la10.fjs,default,UniformFixed,1.155269465942515,1.0
Hurink_edata,la11.fjs,default,AdaptiveNoBC,1.1399584296697758,8.0
Hurink_edata,la11.fjs,default,AdaptivePursuit,1.0547345170764464,10.0
Hurink_edata,la11.fjs,default,AdaptiveSAOS,1.1479400849682457,2.0
Hurink_edata,la11.fjs,default,FixedUCBPPO,1.1457650862750162,3.0
Hurink_edata,la11.fjs,default,PPOOnly,1.1735665991889404,1.0
Hurink_edata,la11.fjs,default,ProbabilityMatching,1.1449819630101854,4.0
Hurink_edata,la11.fjs,default,Random,1.1401424797890538,7.0
Hurink_edata,la11.fjs,default,RandomUCBPPO,1.1172177370671208,9.0
Hurink_edata,la11.fjs,default,UCBOnly,1.1403998985575448,6.0
Hurink_edata,la11.fjs,default,UniformFixed,1.144476321432087,5.0
Hurink_edata,la12.fjs,default,AdaptiveNoBC,1.1762871775293278,2.0
Hurink_edata,la12.fjs,default,AdaptivePursuit,1.090039074187745,10.0
Hurink_edata,la12.fjs,default,AdaptiveSAOS,1.1684740564585825,4.0
Hurink_edata,la12.fjs,default,FixedUCBPPO,1.1577408917884968,5.0
Hurink_edata,la12.fjs,default,PPOOnly,1.1437975427187785,7.0
Hurink_edata,la12.fjs,default,ProbabilityMatching,1.101411310549386,9.0
Hurink_edata,la12.fjs,default,Random,1.1393152945537253,8.0
Hurink_edata,la12.fjs,default,RandomUCBPPO,1.146993630824903,6.0
