dataset,instance,Budget,variant,HV_common,Cmax_best,TEC_best,WB_best,NSol,Time,Transition_gen,PPO_update_count,BC_final_accuracy,Entropy_last20,seed_count
Brandimarte,Mk08.fjs,200,RandomUCBPPO,1.0635116736163326,708.6945227605675,28386.50525424348,522.9999999999998,10.0,292.25837671756744,107.0,6.0,0.26974695920944214,0.8711635608164463,10
Brandimarte,Mk08.fjs,200,UCBOnly,1.0639702955421644,707.9168788582247,28283.708639839737,522.9999999999998,11.0,289.92615139484406,-1.0,0.0,0.0,0.9735863111416477,10
Brandimarte,Mk08.fjs,200,UniformFixed,1.0486489792838074,716.1519158733869,28389.860272244405,522.9999999999998,11.0,298.8765295743942,-1.0,0.0,0.0,0.9999999999999998,10
Brandimarte,Mk09.fjs,50,AdaptiveNoBC,0.8879721249433079,716.6837544742962,28020.756313595477,34.999999999999886,54.5,72.86275255680084,35.0,1.0,0.0,0.904009906763229,10
Brandimarte,Mk09.fjs,50,AdaptiveSAOS,0.9060335933454943,707.7121592655355,28252.016157279584,33.499999999999915,49.0,80.47013127803802,35.0,1.0,0.342857152223587,0.8447498719580941,10
Brandimarte,Mk09.fjs,50,FixedUCBPPO,0.9136198665000435,717.079548299452,28132.942016277688,29.999999999999943,52.0,75.48118436336517,24.0,2.0,0.5833333134651184,0.7091658683584137,10
Brandimarte,Mk09.fjs,50,PPOOnly,0.9082298993412022,710.6292123323176,28267.809027203468,28.99999999999997,51.0,82.19245052337646,-1.0,4.0,0.0,0.8983288122256525,10
Brandimarte,Mk09.fjs,50,RandomUCBPPO,0.89102803727022,717.5982540621422,28045.693625234642,33.499999999999915,45.0,82.0084263086319,30.5,2.0,0.5247311890125275,0.7805396547895556,10
Brandimarte,Mk09.fjs,50,UCBOnly,0.8909093973563493,717.4544239725412,28016.130042762554,34.999999999999886,53.5,81.48056757450104,-1.0,0.0,0.0,0.9999999999999998,10
Brandimarte,Mk09.fjs,50,UniformFixed,0.8826499364837472,727.9511716516351,28395.116362218298,29.499999999999886,49.0,84.45271289348602,-1.0,0.0,0.0,0.9999999999999998,10
Brandimarte,Mk09.fjs,100,AdaptiveNoBC,0.9626238637808193,671.4331017124028,27492.3930129832,30.499999999999943,65.0,184.82550430297852,70.0,2.0,0.0,0.9150778388873666,10
