dataset,instance,Budget,variant,HV_common,rank
Hurink_edata,la08.fjs,50,RandomUCBPPO,1.1749220745484297,4.0
Hurink_edata,la08.fjs,50,UCBOnly,1.179074190306606,2.0
Hurink_edata,la08.fjs,50,UniformFixed,1.1376739581819777,6.0
Hurink_edata,la09.fjs,50,AdaptiveNoBC,1.06926332720959,6.0
Hurink_edata,la09.fjs,50,AdaptiveSAOS,1.062038230950063,7.0
Hurink_edata,la09.fjs,50,FixedUCBPPO,1.140060412251977,1.0
Hurink_edata,la09.fjs,50,PPOOnly,1.1037863030106194,3.0
Hurink_edata,la09.fjs,50,RandomUCBPPO,1.0694003855711713,5.0
Hurink_edata,la09.fjs,50,UCBOnly,1.100150001793302,4.0
Hurink_edata,la09.fjs,50,UniformFixed,1.1063500946785547,2.0
Hurink_edata,la10.fjs,50,AdaptiveNoBC,0.8664189357967687,3.0
Hurink_edata,la10.fjs,50,AdaptiveSAOS,0.8548219247215427,6.0
Hurink_edata,la10.fjs,50,FixedUCBPPO,0.8562481170074059,5.0
Hurink_edata,la10.fjs,50,PPOOnly,0.836959065663982,7.0
Hurink_edata,la10.fjs,50,RandomUCBPPO,0.8812334959061614,2.0
Hurink_edata,la10.fjs,50,UCBOnly,0.8656049824304151,4.0
Hurink_edata,la10.fjs,50,UniformFixed,0.9154735829872307,1.0
Hurink_edata,la11.fjs,50,AdaptiveNoBC,1.1296833097763836,1.0
Hurink_edata,la11.fjs,50,AdaptiveSAOS,1.116167875852493,6.0
Hurink_edata,la11.fjs,50,FixedUCBPPO,1.126812690728968,2.0
Hurink_edata,la11.fjs,50,PPOOnly,1.1239744026956338,4.0
Hurink_edata,la11.fjs,50,RandomUCBPPO,1.1258358675033493,3.0
Hurink_edata,la11.fjs,50,UCBOnly,1.123455518914884,5.0
Hurink_edata,la11.fjs,50,UniformFixed,1.1126005211874992,7.0
Hurink_edata,la12.fjs,50,AdaptiveNoBC,1.0797725586841764,3.0
Hurink_edata,la12.fjs,50,AdaptiveSAOS,1.091299239709207,1.0
Hurink_edata,la12.fjs,50,FixedUCBPPO,1.0679329024980047,4.0
Hurink_edata,la12.fjs,50,PPOOnly,1.063578066780926,5.0
Hurink_edata,la12.fjs,50,RandomUCBPPO,1.0490227927465376,7.0
Hurink_edata,la12.fjs,50,UCBOnly,1.0811951441922845,2.0
Hurink_edata,la12.fjs,50,UniformFixed,1.0635447773813835,6.0
Hurink_edata,la13.fjs,50,AdaptiveNoBC,1.1126038804588476,1.0
Hurink_edata,la13.fjs,50,AdaptiveSAOS,1.0985689826100533,4.0
Hurink_edata,la13.fjs,50,FixedUCBPPO,1.084587084659005,7.0
Hurink_edata,la13.fjs,50,PPOOnly,1.1006246984704249,3.0
Hurink_edata,la13.fjs,50,RandomUCBPPO,1.091059184290971,5.0
Hurink_edata,la13.fjs,50,UCBOnly,1.106291078865902,2.0
Hurink_edata,la13.fjs,50,UniformFixed,1.085246111805863,6.0
Hurink_edata,la14.fjs,50,AdaptiveNoBC,1.0538302122112304,4.0
Hurink_edata,la14.fjs,50,AdaptiveSAOS,1.0625956706158888,3.0
Hurink_edata,la14.fjs,50,FixedUCBPPO,1.0394472843076479,6.0
Hurink_edata,la14.fjs,50,PPOOnly,1.0250325260227418,7.0
Hurink_edata,la14.fjs,50,RandomUCBPPO,1.040249852222971,5.0
Hurink_edata,la14.fjs,50,UCBOnly,1.0702647048272609,2.0
Hurink_edata,la14.fjs,50,UniformFixed,1.0786048701416393,1.0
Hurink_edata,la15.fjs,50,AdaptiveNoBC,1.0318271157782828,5.0
Hurink_edata,la15.fjs,50,AdaptiveSAOS,1.0362343420278834,4.0
Hurink_edata,la15.fjs,50,FixedUCBPPO,1.0734934225668185,1.0
Hurink_edata,la15.fjs,50,PPOOnly,1.0302022773077317,6.0
Hurink_edata,la15.fjs,50,RandomUCBPPO,0.9963271727340755,7.0
Hurink_edata,la15.fjs,50,UCBOnly,1.0402443929138356,3.0
Hurink_edata,la15.fjs,50,UniformFixed,1.0664708217659933,2.0
Hurink_edata,la16.fjs,50,AdaptiveNoBC,1.019370775702836,3.0
Hurink_edata,la16.fjs,50,AdaptiveSAOS,1.035301908900512,1.0
Hurink_edata,la16.fjs,50,FixedUCBPPO,0.9778844544816059,5.0
Hurink_edata,la16.fjs,50,PPOOnly,0.9501593988524528,7.0
Hurink_edata,la16.fjs,50,RandomUCBPPO,0.9769574256482156,6.0
Hurink_edata,la16.fjs,50,UCBOnly,1.034787985427849,2.0
Hurink_edata,la16.fjs,50,UniformFixed,1.0158269720340725,4.0
Hurink_edata,la17.fjs,50,AdaptiveNoBC,1.1796450126241433,2.0
Hurink_edata,la17.fjs,50,AdaptiveSAOS,1.1896625939091674,1.0
Hurink_edata,la17.fjs,50,FixedUCBPPO,1.1518847440131865,5.0
Hurink_edata,la17.fjs,50,PPOOnly,1.12961002834443,7.0
Hurink_edata,la17.fjs,50,RandomUCBPPO,1.1784153246132583,3.0
