Budget,runs,median,mean,minimum,maximum
100,200,0.4259259259259259,0.4297222222222222,0.3703703703703703,0.4629629629629629
200,300,0.3888888888888889,0.38067901234567897,0.2592592592592592,0.4259259259259259
