dataset,instance,Budget,variant,HV_fixed,HV_expanded_1p5,IGDplus_fixed,Cmax_best,TEC_best,WB_best,NSol,Time,Learning_time,Transition_gen,BC_pre_accuracy,BC_final_accuracy,BC_pre_loss,BC_final_loss,BC_pre_post_KL,Demo_nn_disagreement,Demo_ucb_margin_median,Demo_forced_fraction,PPO_action_effective_updates,PPO_terminal_full_updates,PPO_terminal_residual_updates,PPO_optimizer_steps,PPO_approx_KL_mean,PPO_entropy_mean,PPO_gradient_norm_mean,PPO_explained_variance_pre_mean,Reward_HV_corr,Outside_reference_points
Brandimarte,Mk10.fjs,100,EnhancedBC_R16,0.8910086028991739,2.5507051722934415,0.15180569609292965,581.532242620334,22432.038474584864,221.49999999999994,33.5,133.66557657718658,0.4547865753993392,70.0,0.1000000014901161,0.4142857193946838,2.3072211742401123,1.7030136585235596,1.2122811675071716,0.8129399585921325,0.010391891002655,0.2857142857142857,1.0,0.0,1.0,8.0,0.0006820259831979,2.2121721804142,1.722898930311203,-9.478628635405391e-05,0.557023015955911,0.0
Brandimarte,Mk10.fjs,100,EnhancedNoBC_R16,0.9302822819398937,2.6337985137046633,0.14564702325364262,576.5955862927619,22385.42309731559,220.99999999999994,24.0,151.78118479251862,0.0296614957042038,70.0,0.0,0.0,0.0,0.0,0.0,0.8129399585921325,0.010391891002655,0.2857142857142857,1.0,0.0,1.0,8.0,0.0002517870468311,2.298896849155426,0.9205286093056202,0.0019187033176422002,0.5614798169628128,0.0
Brandimarte,Mk10.fjs,100,Original24BC_R16,0.9029321995977109,2.567955544663536,0.12669917918822482,577.1566110279807,22485.041077791993,220.99999999999997,29.0,128.77522563934326,0.4131783642806113,70.0,0.1000000014901161,0.3006114065647125,2.306774139404297,1.9821140766143799,0.3190208077430725,0.9134453781512604,0.010391891002655,0.2857142857142857,1.0,0.0,1.0,8.0,0.00030891434441969874,2.23731729388237,1.0369105264544487,0.0083162188529968,0.5597528302086735,0.0
Brandimarte,Mk10.fjs,100,Original24NoBC_R16,0.9253749509192355,2.6162286809712363,0.11167188333568986,577.8050842845327,22473.44373512992,220.49999999999994,29.5,154.91364061832428,0.0299317194148898,70.0,0.0,0.0,0.0,0.0,0.0,0.9134453781512604,0.010391891002655,0.2857142857142857,1.0,0.0,1.0,8.0,-0.0001599113235161419,2.2990041971206665,0.8241864703595638,0.0053248057762781496,0.5474666450261998,0.0
Brandimarte,Mk10.fjs,100,UCBOnly,0.9329855862385056,2.630637305785947,0.13919674318392922,575.8586975524313,22435.56737262323,218.0,26.0,149.70741629600525,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5494878244389136,0.0
Brandimarte,Mk10.fjs,200,EnhancedBC_R16,0.8195091684217469,2.4024525477877705,0.20651947134749565,535.4153810219076,21831.291843199993,218.0,27.0,270.8496378660202,0.5825233617797494,75.0,0.0998576842248439,0.39852941036224365,2.3061641454696655,1.7589114904403687,1.163352370262146,0.7620583717357912,0.0141811370849609,0.26785714285714285,7.5,0.0,1.0,34.0,-0.00100872049935985,2.1457505295674006,1.8565757326781749,-0.003987640970283,0.4905166188502803,0.0
Brandimarte,Mk10.fjs,200,EnhancedBC_R32,0.7901530899979525,2.3657184475585114,0.2280309536170902,538.8285429423329,21859.518273623362,216.5,29.0,299.81528413295746,0.5756346099078655,75.0,0.0998576842248439,0.39852941036224365,2.3061641454696655,1.7589114904403687,1.163352370262146,0.7620583717357912,0.0141811370849609,0.26785714285714285,3.5,0.0,1.0,18.0,0.00398967455885205,2.108947710196177,1.7569076120853424,-0.010753500461578299,0.5077133299799585,0.0
Brandimarte,Mk10.fjs,200,EnhancedBC_R8,0.8357075886716129,2.46238037099827,0.18601002086824214,533.1496233530222,21810.955729187808,217.99999999999994,30.5,272.57730853557587,0.6869252496398985,75.0,0.0998576842248439,0.39852941036224365,2.3061641454696655,1.7589114904403687,1.163352370262146,0.7620583717357912,0.0141811370849609,0.26785714285714285,15.0,0.0,1.0,64.0,0.0033175507509624,2.0781590299279085,2.238907753800352,-0.01103771058451225,0.5030551148846762,0.0
Brandimarte,Mk10.fjs,200,UCBOnly,0.8844642449319806,2.5445182794292234,0.1653484491977996,528.4524095853773,21592.337789070378,216.49999999999994,28.0,268.9287068843842,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4890507020743531,0.0
Hurink_edata,la01.fjs,100,BasePaddedBC_R16,1.1038863840515682,2.9505643585914783,0.07811166265076952,805.1926562993635,24381.662608972263,71.99999999999972,16.5,50.45311903953552,0.41704258322715754,61.0,0.09478886052966115,0.3165631592273712,2.3047454357147217,1.9328080415725706,0.36197221279144287,0.9285714285714286,0.0092900693416595,0.3336067815149029,1.5,0.0,1.0,10.0,0.00115848219138565,2.2431720227003096,1.2751799076795578,-0.00020861625671380002,0.4068732825335944,0.0
