dataset,instance,variant,Budget,seed,normalized_min,normalized_max,coordinates_below_zero,coordinates_above_one,coordinates_above_reference,reference_dominates_front,front_points,front_path,front_sha256,outside_reference_points,inside_reference_points,outside_dimension_counts,outside_dimension_maxima,amended_fixed_box_hv_valid
Brandimarte,Mk10.fjs,Original24BC_R16,100,47,0.1565217391304354,0.4283429115245227,0,0,0,True,11,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_Original24BC_R16_g100_seed47.pkl,e7585ecf251df64a62e7f3ea07a3417fa4fa8600b86e74254a1a0c1d494cb97d,0,11,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,Original24BC_R16,100,50,0.05104343824347702,0.6956521739130437,0,0,0,True,38,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_Original24BC_R16_g100_seed50.pkl,7b72cc94918796b73ff3209c7a83ff0bc9dfb00167a61b98ff6fec1296824ea0,0,38,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,Original24BC_R16,100,51,0.11090490462850709,0.7043478260869568,0,0,0,True,18,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_Original24BC_R16_g100_seed51.pkl,92d689a191ed14e6a7ddf17c8f73d4439f51fc3eecb1364f1f99d79d326fef26,0,18,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,Original24NoBC_R16,100,42,0.06956521739130454,0.46311251172639684,0,0,0,True,26,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_Original24NoBC_R16_g100_seed42.pkl,de8b5735211d1b4bfcca375ef13138ba5fce5c6e33a9bb700579407520016b7f,0,26,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,Original24NoBC_R16,100,47,0.14782608695652188,0.5879635370489639,0,0,0,True,7,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_Original24NoBC_R16_g100_seed47.pkl,42e6a0ad7964f8ac4c84be8b7631cfd32eff81df000f726d4db6c53f231ccbdf,0,7,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,Original24BC_R16,100,48,0.1043478260869567,0.31412846525858307,0,0,0,True,18,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_Original24BC_R16_g100_seed48.pkl,a9e40245e3946af6e11768d398b6a6eb4161dc33c30a00259783a80f719fae40,0,18,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,Original24NoBC_R16,100,45,0.05444071163784848,0.4608695652173917,0,0,0,True,36,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_Original24NoBC_R16_g100_seed45.pkl,ded30184f3261254dbc0172d75a2c5278d882ffef7ad1b3c3e0129d766a28357,0,36,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,Original24NoBC_R16,100,44,0.08278407615674073,0.32989719102364773,0,0,0,True,31,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_Original24NoBC_R16_g100_seed44.pkl,3e1624e1238b2c16bdd53f3bf1022ef1df562593b0beda53a2c91937526228bb,0,31,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,Original24NoBC_R16,100,43,0.06956521739130479,0.7338869928683404,0,0,0,True,26,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_Original24NoBC_R16_g100_seed43.pkl,fc82a3a6a954c68dc745f48b4cb4845f102ed35ff63d41a241371a8614a9d3b8,0,26,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,Original24NoBC_R16,100,46,0.10434782608695645,0.6869565217391307,0,0,0,True,44,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_Original24NoBC_R16_g100_seed46.pkl,c8f0db33b3d22f9c5b153ab4259b305800789ca87249bc3388c776821cbe4917,0,44,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,Original24NoBC_R16,100,48,0.11304347826086948,0.539130434782609,0,0,0,True,34,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_Original24NoBC_R16_g100_seed48.pkl,7efdfe65b55804239c179f6f8d7bf5c4c7d61975543d81ac6874869d4fb1d3d7,0,34,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,Original24NoBC_R16,100,49,0.039500150696430786,0.3769281197439496,0,0,0,True,40,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_Original24NoBC_R16_g100_seed49.pkl,62c23bcea382ff111e9cc87fca23980dce64058bdc939cfd2518933a7e60296b,0,40,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,Original24NoBC_R16,100,51,0.14782608695652238,0.5130434782608699,0,0,0,True,10,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_Original24NoBC_R16_g100_seed51.pkl,aeb180e9080834187c684837e8f4e1663387fa04d37c02810a88e5db3eeb99b9,0,10,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,Original24NoBC_R16,100,50,0.02608695652173911,0.5130434782608699,0,0,0,True,28,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_Original24NoBC_R16_g100_seed50.pkl,0875c44a324f338e3d3523c4b8d67800100db7c98ac40f108d59224919bd4f25,0,28,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedBC_R16,100,44,0.057812597255408466,0.3206733816164242,0,0,0,True,29,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedBC_R16_g100_seed44.pkl,c3543f90074b8a488e223aa0e785981d27985c2b389d877777671613c05f632a,0,29,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedBC_R16,100,42,0.07826086956521758,0.39462882172832137,0,0,0,True,35,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedBC_R16_g100_seed42.pkl,040bf66fcfb84098391ea0f6a245e5a90aea5d10d059a663e6f0a2b81b9a1447,0,35,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedBC_R16,100,43,0.08695652173913061,0.5870968200370594,0,0,0,True,26,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedBC_R16_g100_seed43.pkl,9344dbdfef3b5bd7360fcf34b1247cd534c7f23df35162f69953606b2dc969ad,0,26,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedBC_R16,100,45,0.055553625731008145,0.5043478260869569,0,0,0,True,27,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedBC_R16_g100_seed45.pkl,582a61368b8674ce2c6dffb784640a776b8a192fd50e95ed0109085438223801,0,27,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedBC_R16,100,48,0.11304347826086998,0.3868793850682848,0,0,0,True,9,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedBC_R16_g100_seed48.pkl,33492b6dd24a573d7e81456052e131433db62128ee1ccd05cbec4cb601fe70cd,0,9,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedBC_R16,100,46,0.10434782608695718,0.6869565217391307,0,0,0,True,38,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedBC_R16_g100_seed46.pkl,750fc8a7f9955e6fd1e14c6bc14d5174571429fc6d897a0a7e9a309063c74221,0,38,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedBC_R16,100,50,0.041466574636362455,0.6956521739130437,0,0,0,True,29,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedBC_R16_g100_seed50.pkl,d1cf63503d8efa079646d72e1610d0d4bac08d981c1c2ea543632144058bdea2,0,29,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedBC_R16,100,49,0.05489723100457607,0.48756771548020483,0,0,0,True,39,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedBC_R16_g100_seed49.pkl,306af868c427cfccb2c9b628383754490d73369a3f73b6eee6659270ba6a6183,0,39,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedBC_R16,100,47,0.14782608695652238,0.36521739130434827,0,0,0,True,15,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedBC_R16_g100_seed47.pkl,eced28fca92681f2aea9ebdbf2c95f3451a954e647861dc0f69906b1cad42d07,0,15,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedNoBC_R16,100,43,0.09271356680092693,0.3898525281777828,0,0,0,True,27,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedNoBC_R16_g100_seed43.pkl,9a74d22427b6d4a20fdc24fcd02c5b376199dd7b2237334792f4dfe4b8c3629e,0,27,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedBC_R16,100,51,0.13484596949510613,0.5154482847505598,0,0,0,True,23,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedBC_R16_g100_seed51.pkl,6375cdbc4a59d071905c738e83fcb347052c3b93dde85ef5b1ad5863c4d992ca,0,23,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedNoBC_R16,100,42,0.06956521739130454,0.43616653406111744,0,0,0,True,24,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedNoBC_R16_g100_seed42.pkl,8f9d3b78788c6cd36933074d5adaac51d1a47c675251174fc2cf59e202bfd44f,0,24,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedNoBC_R16,100,45,0.0657764313451093,0.4608695652173917,0,0,0,True,34,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedNoBC_R16_g100_seed45.pkl,f78f50969023d0bbc38d8a5e4d5d93a6929ddf96d1dcaef205e2b826a6df86d4,0,34,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedNoBC_R16,100,44,0.06114748167020524,0.40000000000000047,0,0,0,True,22,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedNoBC_R16_g100_seed44.pkl,fb4a3d7ebf3963392c95c3db98aaec48033deed0d3014ac7b10432e5ce3df571,0,22,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedNoBC_R16,100,47,0.15652173913043466,0.6507271909725851,0,0,0,True,13,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedNoBC_R16_g100_seed47.pkl,62a6f7fbf54c78d7d26a40609d2c214caa06408eeef29c313bda698fedd61ff1,0,13,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedNoBC_R16,100,46,0.12173913043478252,0.6434782608695655,0,0,0,True,37,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedNoBC_R16_g100_seed46.pkl,c7a802c495d191ef55caa3eac8e7da0ac228a08e206483e81d25b07905e7f1cf,0,37,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedNoBC_R16,100,48,0.11304347826086948,0.539130434782609,0,0,0,True,34,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedNoBC_R16_g100_seed48.pkl,009597a6d92c792af474dbdb9d66410fac70344d0b841c2d35f4a8350aaa0aa3,0,34,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedNoBC_R16,100,50,0.07321428312558217,0.5228859057702432,0,0,0,True,24,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedNoBC_R16_g100_seed50.pkl,39d0b0bf4740b0be2396100a5b9df34db71e2791481fbd87fbe04a5a2c883377,0,24,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Hurink_edata,la01.fjs,UCBOnly,100,42,0.004716981132075998,0.8343821239652529,0,0,0,True,24,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Hurink_edata_la01_UCBOnly_g100_seed42.pkl,b5e9febe62d6269ea91f29f458eee47c388ab75565c6e2b24e118d8a4a963bfd,0,24,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Hurink_edata,la01.fjs,UCBOnly,100,43,5.362586684981877e-16,0.5338602055020353,0,0,0,True,26,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Hurink_edata_la01_UCBOnly_g100_seed43.pkl,b2a763399d0d9b8de5a359374c1560b70ab82221174174c0fc1fe5885e5da960,0,26,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Hurink_edata,la01.fjs,UCBOnly,100,44,0.0,0.8836832992802189,0,0,0,True,31,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Hurink_edata_la01_UCBOnly_g100_seed44.pkl,5ec0fb4469651f1f0a09859b5a5d439c4243e2693777db5fe801d084b30b3d68,0,31,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedNoBC_R16,100,49,0.04544313908220971,0.47873758098843094,0,0,0,True,42,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedNoBC_R16_g100_seed49.pkl,515bbdbebbcbe086ad3ac0b7ecae07d87ef39c5bab0f246d3537f7911e265563,0,42,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Hurink_edata,la01.fjs,UCBOnly,100,46,5.362586684981877e-16,0.567501310305349,0,0,0,True,11,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Hurink_edata_la01_UCBOnly_g100_seed46.pkl,89f01aded2bdaea33f1e38fc881ca94e6d8162cd32789e601fbd5b6c0280b7e5,0,11,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Hurink_edata,la01.fjs,UCBOnly,100,45,5.362586684981877e-16,0.6518880564513834,0,0,0,True,8,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Hurink_edata_la01_UCBOnly_g100_seed45.pkl,e69504d97cce2dbcc9ee26d21b9ee95628ff7112a175687f2d0af0f0c4f1f002,0,8,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Hurink_edata,la01.fjs,UCBOnly,100,47,0.0,0.6035034123388248,0,0,0,True,16,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Hurink_edata_la01_UCBOnly_g100_seed47.pkl,6eccfaaad19907dd6c3f3d2ad26756c5f83da3395ccfa82ff27b59e5c3250ef5,0,16,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Hurink_edata,la01.fjs,UCBOnly,100,51,5.362586684981877e-16,0.565226884826371,0,0,0,True,16,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Hurink_edata_la01_UCBOnly_g100_seed51.pkl,378b9a1b6f035aba304f376b3f6bca582e6dbd4fc212dd3675d4273b898dbbd5,0,16,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Hurink_edata,la01.fjs,UCBOnly,100,48,1.0725173369963754e-15,0.49705230336129447,0,0,0,True,13,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Hurink_edata_la01_UCBOnly_g100_seed48.pkl,cf1b71739383f90754bc3ba24029dd9a808a919460cda2022d779e44db617f2b,0,13,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Hurink_edata,la01.fjs,UCBOnly,100,49,2.145034673992751e-15,0.3632075471698127,0,0,0,True,11,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Hurink_edata_la01_UCBOnly_g100_seed49.pkl,011574ef8c559caa2ec05c9ffa2cba4abd48de118522e96b430fb59851f7e6c3,0,11,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Hurink_edata,la01.fjs,UCBOnly,100,50,1.0725173369963754e-15,0.6830036772855717,0,0,0,True,20,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Hurink_edata_la01_UCBOnly_g100_seed50.pkl,90db7fbd22d8e0630bea2fd0f31693e96f1c03941b67d634642e28235ab3f94b,0,20,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,EnhancedBC_R16,100,44,0.0794936589632456,0.3217391304347836,0,0,0,True,29,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_EnhancedBC_R16_g100_seed44.pkl,cf1065029393b7fa6b0809814576ca82d3156356a1a7f462c229b3b64f5e3266,0,29,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,EnhancedBC_R16,100,43,0.10270100468981544,0.5526595558817587,0,0,0,True,28,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_EnhancedBC_R16_g100_seed43.pkl,5fdca824703103293d44e4204aa352c0978d2ee853c02283cdcff9922d980b8e,0,28,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Hurink_edata,la01.fjs,Original24BC_R16,100,42,0.004716981132075462,0.995283018867925,0,0,0,True,30,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Hurink_edata_la01_Original24BC_R16_g100_seed42.pkl,6f4f4c332f97b6c4bb25ee26ec5913549b15a2e7ceeb9056f8f6eaaf53ea49c9,0,30,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,EnhancedBC_R16,100,45,0.04665072246629843,0.5043478260869569,0,0,0,True,49,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_EnhancedBC_R16_g100_seed45.pkl,b4116a663ea9405d32b25340c0d69b17e63b02b55223dfb12420912ac5cd5ea8,0,49,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,BasePaddedNoBC_R16,100,51,0.12803604655336134,0.6776049924521244,0,0,0,True,9,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_BasePaddedNoBC_R16_g100_seed51.pkl,bc21fde423c7581a971fd83946e387830e81ea5f7ea2f792d3621f82a06af45f,0,9,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,EnhancedBC_R16,100,42,0.09565217391304365,0.3739130434782616,0,0,0,True,33,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_EnhancedBC_R16_g100_seed42.pkl,0e7dc49c6cfb13a0b70feea83d92cea41e5007b9a8b2ea1df4ae5300cc427d4c,0,33,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,EnhancedBC_R16,100,48,0.08695652173913061,0.4835931151825435,0,0,0,True,32,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_EnhancedBC_R16_g100_seed48.pkl,eff94f4845d52da943efe4233b584087ef768dfe707aed32ca1af4d01def4d8f,0,32,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,EnhancedBC_R16,100,49,0.060869565217392,0.4594463010277606,0,0,0,True,46,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_EnhancedBC_R16_g100_seed49.pkl,819be0096f95d51c371714721645098466768439e16524f335b85d673bab49e0,0,46,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,EnhancedBC_R16,100,47,0.1565217391304349,0.34782608695652173,0,0,0,True,10,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_EnhancedBC_R16_g100_seed47.pkl,d46c60c6cb813e7d32e5529d419b7e94a4737c797805308436bc05b55aa86d11,0,10,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,EnhancedBC_R16,100,46,0.08926094801565677,0.8347826086956528,0,0,0,True,36,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_EnhancedBC_R16_g100_seed46.pkl,00f3622105d51552dfd658631fda759ed00d4a5e7789209942cd7e6e2f6128e8,0,36,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,EnhancedBC_R16,100,50,0.0755926239508741,0.6956521739130437,0,0,0,True,37,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_EnhancedBC_R16_g100_seed50.pkl,4e547d126242a64c802ef12ef32a33d29069bdee7b642cbb90bfee845336d3da,0,37,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,EnhancedBC_R16,100,51,0.13043478260869604,0.8521739130434783,0,0,0,True,34,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_EnhancedBC_R16_g100_seed51.pkl,d40afcc082e8502388c7680168284a4021dc029340fa33b28a3363e0867047af,0,34,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Hurink_edata,la01.fjs,Original24BC_R16,100,43,5.362586684981877e-16,0.7177983467403688,0,0,0,True,14,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Hurink_edata_la01_Original24BC_R16_g100_seed43.pkl,36dc487cbf0410c5fc3d08b0684f82cad149b3e95f2a7b397f8aee4e7e736b7d,0,14,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
Brandimarte,Mk10.fjs,EnhancedNoBC_R16,100,42,0.06956521739130454,0.43616653406111744,0,0,0,True,24,D:\Aproject\物流\saos_v5_gitee\results\resubmission\v6_mechanism\fronts\Brandimarte_Mk10_EnhancedNoBC_R16_g100_seed42.pkl,600dba6ff4d325d9f96bb9583679317834d116ad5099ac8116738886752e75c3,0,24,"{""Cmax"": 0, ""Energy"": 0, ""Workload"": 0}","{""Cmax"": null, ""Energy"": null, ""Workload"": null}",True
