Budget,variant,epoch,runs,loss_median,loss_q25,loss_q75,accuracy_median,accuracy_q25,accuracy_q75
100,BasePaddedBC_R16,48,100,2.2121721506118774,2.1923611164093018,2.2224915623664856,0.17289402335882187,0.15714286267757416,0.19125469774007797
100,BasePaddedBC_R16,49,100,2.208352208137512,2.186831533908844,2.219018518924713,0.17142857611179352,0.15714286267757416,0.18645552918314934
100,BasePaddedBC_R16,50,100,2.2046674489974976,2.1809743642807007,2.21514630317688,0.17142857611179352,0.15714286267757416,0.19072948768734932
100,BasePaddedBC_R16,51,100,2.2012563943862915,2.174990952014923,2.210950255393982,0.17142857611179352,0.15714286267757416,0.19072948768734932
100,BasePaddedBC_R16,52,100,2.1977614164352417,2.1692928671836853,2.206791639328003,0.17142857611179352,0.15714286267757416,0.19705882668495178
100,BasePaddedBC_R16,53,100,2.1938252449035645,2.163053572177887,2.2031047344207764,0.17142857611179352,0.15714286267757416,0.20000000298023224
100,BasePaddedBC_R16,54,100,2.1900315284729004,2.1570130586624146,2.1990074515342712,0.17142857611179352,0.15833333879709244,0.20326967537403107
100,BasePaddedBC_R16,55,100,2.1867064237594604,2.150870442390442,2.195514440536499,0.1746031790971756,0.16385990753769875,0.20405982807278633
100,BasePaddedBC_R16,56,100,2.1831696033477783,2.1447107195854187,2.1922942996025085,0.18571428954601288,0.17142857611179352,0.20512820780277252
100,BasePaddedBC_R16,57,100,2.1795835494995117,2.1385523676872253,2.1887625455856323,0.18571428954601288,0.17142857611179352,0.20626550912857056
100,BasePaddedBC_R16,58,100,2.176176905632019,2.132197320461273,2.185502827167511,0.18571428954601288,0.17142857611179352,0.20512820780277252
100,BasePaddedBC_R16,59,100,2.1730445623397827,2.125926673412323,2.182133138179779,0.18571428954601288,0.17142857611179352,0.2142857164144516
100,BasePaddedBC_R16,60,100,2.1700128316879272,2.1197327375411987,2.179080545902252,0.18571428954601288,0.17142857611179352,0.2142857164144516
100,BasePaddedBC_R16,61,100,2.1661906242370605,2.1135404109954834,2.175506114959717,0.20000000298023224,0.17391304671764374,0.22695418074727058
100,BasePaddedBC_R16,62,100,2.1625473499298096,2.108057737350464,2.1722874641418457,0.19652406871318817,0.17176339402794838,0.21832386404275894
100,BasePaddedBC_R16,63,100,2.159347176551819,2.1026870608329773,2.1683192253112793,0.19327731430530548,0.18391608819365501,0.22595860809087753
100,BasePaddedBC_R16,64,100,2.1556073427200317,2.0973169803619385,2.1653274297714233,0.20000000298023224,0.1834033653140068,0.22857142984867096
100,BasePaddedBC_R16,65,100,2.1520471572875977,2.0921035408973694,2.1625974774360657,0.20000000298023224,0.18571428954601288,0.234375
100,BasePaddedBC_R16,66,100,2.1485562324523926,2.0866719484329224,2.1593040823936462,0.20000000298023224,0.18571428954601288,0.2353050597012043
100,BasePaddedBC_R16,67,100,2.1452101469039917,2.0817063450813293,2.1559284329414368,0.20973198115825653,0.19100140407681465,0.2353050597012043
100,BasePaddedBC_R16,68,100,2.1409904956817627,2.0767659544944763,2.152588725090027,0.2142857164144516,0.1965605951845646,0.24745433405041695
100,BasePaddedBC_R16,69,100,2.135685086250305,2.07178395986557,2.1490052342414856,0.2142857164144516,0.20000000298023224,0.24285714328289032
100,BasePaddedBC_R16,70,100,2.1318728923797607,2.066751480102539,2.145931601524353,0.2142857164144516,0.19690760597586632,0.25
100,BasePaddedBC_R16,71,100,2.128108024597168,2.0617392659187317,2.142381966114044,0.21653878688812256,0.20000000298023224,0.25659342110157013
100,BasePaddedBC_R16,72,100,2.124447226524353,2.0567877888679504,2.1385631561279297,0.2142857164144516,0.20000000298023224,0.26246631890535355
100,BasePaddedBC_R16,73,100,2.120970368385315,2.051951825618744,2.134917974472046,0.22298136353492737,0.20000000298023224,0.2659703567624092
100,BasePaddedBC_R16,74,100,2.116783857345581,2.0469640493392944,2.1316681504249573,0.22857142984867096,0.20513640344142914,0.27142858505249023
100,BasePaddedBC_R16,75,100,2.1123239994049072,2.0422056317329407,2.1285252571105957,0.22857142984867096,0.2142857164144516,0.259033627808094
100,BasePaddedBC_R16,76,100,2.107913851737976,2.0372655391693115,2.1247108578681946,0.22903981059789658,0.2142857164144516,0.27142858505249023
100,BasePaddedBC_R16,77,100,2.103877902030945,2.031479239463806,2.120971977710724,0.23443223536014557,0.2142857164144516,0.27619486302137375
100,BasePaddedBC_R16,78,100,2.1003793478012085,2.0259337425231934,2.1172484755516052,0.24285714328289032,0.2142857164144516,0.28296704590320587
100,BasePaddedBC_R16,79,100,2.0971776247024536,2.020480990409851,2.1140785813331604,0.24285714328289032,0.22857142984867096,0.28369271755218506
100,BasePaddedBC_R16,80,100,2.092941641807556,2.0150042176246643,2.110269069671631,0.24285714328289032,0.22857142984867096,0.2857142984867096
100,BasePaddedBC_R16,81,100,2.088666081428528,2.0095251202583313,2.106070101261139,0.24285714328289032,0.22857142984867096,0.2857142984867096
100,BasePaddedBC_R16,82,100,2.0834561586380005,2.0040283799171448,2.101720094680786,0.24626532942056656,0.22857142984867096,0.2857142984867096
100,BasePaddedBC_R16,83,100,2.07916796207428,1.9985033571720123,2.098265588283539,0.2519841343164444,0.22857142984867096,0.2870129942893982
100,BasePaddedBC_R16,84,100,2.0748026371002197,1.9929003715515137,2.0951616168022156,0.2500610575079918,0.22857142984867096,0.2857142984867096
100,BasePaddedBC_R16,85,100,2.070296049118042,1.9879249334335327,2.0920445919036865,0.2571428716182709,0.22857142984867096,0.2870129942893982
100,BasePaddedBC_R16,86,100,2.0659700632095337,1.983025699853897,2.0884411931037903,0.2571428716182709,0.22857142984867096,0.2870129942893982
100,BasePaddedBC_R16,87,100,2.0621014833450317,1.977930635213852,2.08474338054657,0.2571428716182709,0.22857142984867096,0.296875
100,BasePaddedBC_R16,88,100,2.0581157207489014,1.9737411439418793,2.080829918384552,0.2571428716182709,0.24285714328289032,0.296875
100,BasePaddedBC_R16,89,100,2.054365038871765,1.969501793384552,2.0770161151885986,0.2592226564884186,0.24285714328289032,0.30000001192092896
100,BasePaddedBC_R16,90,100,2.050101399421692,1.9654622972011566,2.0725731253623962,0.2706349343061447,0.24285714328289032,0.30000001192092896
100,BasePaddedBC_R16,91,100,2.046425700187683,1.9617561995983124,2.0687516927719116,0.27142858505249023,0.24285714328289032,0.30000001192092896
100,BasePaddedBC_R16,92,100,2.0422877073287964,1.9580437242984772,2.065031409263611,0.265689879655838,0.24285714328289032,0.30227743834257126
100,BasePaddedBC_R16,93,100,2.0384870767593384,1.9544107913970947,2.0610949397087097,0.25952382385730743,0.24285714328289032,0.3071114420890808
100,BasePaddedBC_R16,94,100,2.0349191427230835,1.950624942779541,2.0574410557746887,0.27142858505249023,0.24285714328289032,0.30368782579898834
100,BasePaddedBC_R16,95,100,2.030587673187256,1.946985274553299,2.0539210438728333,0.27142858505249023,0.24285714328289032,0.3129464313387871
100,BasePaddedBC_R16,96,100,2.026676058769226,1.943356454372406,2.0498942732810974,0.2749360650777817,0.2548077031970024,0.3129464313387871
100,BasePaddedBC_R16,97,100,2.022844076156616,1.939959704875946,2.046261489391327,0.2825630307197571,0.2571428716182709,0.3128063753247261
100,BasePaddedBC_R16,98,100,2.0192065238952637,1.9366958737373352,2.0427120327949524,0.2857142984867096,0.2571428716182709,0.3142857253551483
100,BasePaddedBC_R16,99,100,2.015614628791809,1.933075726032257,2.0389881134033203,0.2857142984867096,0.2571428716182709,0.3144179955124855
100,BasePaddedBC_R16,100,100,2.011478900909424,1.9295178055763245,2.035590171813965,0.2857142984867096,0.2571428716182709,0.3142857253551483
100,EnhancedBC_R16,1,100,2.2999082803726196,2.29663348197937,2.3027923703193665,0.12132352963089943,0.10000000149011612,0.1428571492433548
100,EnhancedBC_R16,2,100,2.294867515563965,2.2917752861976624,2.2977436184883118,0.12857143580913544,0.11428571492433548,0.1569327786564827
100,EnhancedBC_R16,3,100,2.2904512882232666,2.286870241165161,2.2937230467796326,0.1428571492433548,0.12857143580913544,0.15714286267757416
100,EnhancedBC_R16,4,100,2.2861427068710327,2.2820910811424255,2.289878249168396,0.1428571492433548,0.12857143580913544,0.15714286267757416
100,EnhancedBC_R16,5,100,2.2817658185958862,2.2767324447631836,2.2862201929092407,0.1451910361647606,0.12857143580913544,0.17142857611179352
100,EnhancedBC_R16,6,100,2.2768653631210327,2.2718181014060974,2.282275140285492,0.15714286267757416,0.12857143580913544,0.17142857611179352
100,EnhancedBC_R16,7,100,2.272038459777832,2.265875995159149,2.278147578239441,0.15714286267757416,0.1428571492433548,0.18167446926236153
100,EnhancedBC_R16,8,100,2.266860604286194,2.2597376108169556,2.2733965516090393,0.1666666716337204,0.1428571492433548,0.18571428954601288
100,EnhancedBC_R16,9,100,2.2610398530960083,2.2533271312713623,2.2684131264686584,0.17142857611179352,0.14665775746107101,0.19248949736356735
100,EnhancedBC_R16,10,100,2.2555809020996094,2.2463961839675903,2.263143002986908,0.17142857611179352,0.15052161365747452,0.1975409872829914
100,EnhancedBC_R16,11,100,2.249944567680359,2.2388030886650085,2.257460057735443,0.17142857611179352,0.15714286267757416,0.20000000298023224
100,EnhancedBC_R16,12,100,2.2439266443252563,2.2311015129089355,2.251402497291565,0.18302107602357864,0.15714286267757416,0.20000000298023224
100,EnhancedBC_R16,13,100,2.237191081047058,2.2233768701553345,2.2450175285339355,0.18571428954601288,0.15714286267757416,0.20000000298023224
100,EnhancedBC_R16,14,100,2.229894280433655,2.214675724506378,2.23792040348053,0.18107302486896515,0.16025345399975777,0.20092592760920525
100,EnhancedBC_R16,15,100,2.2219103574752808,2.2063865065574646,2.230558395385742,0.18571428954601288,0.15833333879709244,0.20000000298023224
100,EnhancedBC_R16,16,100,2.2132792472839355,2.197966992855072,2.223089873790741,0.18571428954601288,0.17142857611179352,0.2142857164144516
100,EnhancedBC_R16,17,100,2.2047635316848755,2.1895328760147095,2.2154372930526733,0.19836065918207169,0.17142857611179352,0.2142857164144516
100,EnhancedBC_R16,18,100,2.196681022644043,2.1812429428100586,2.2072285413742065,0.20000000298023224,0.17380952835083008,0.22120535746216774
100,EnhancedBC_R16,19,100,2.188140034675598,2.172702372074127,2.1985724568367004,0.20301177352666855,0.18571428954601288,0.22857142984867096
100,EnhancedBC_R16,20,100,2.1785483360290527,2.1632742285728455,2.190164864063263,0.2142857164144516,0.18773292005062103,0.23141025751829147
100,EnhancedBC_R16,21,100,2.1692782640457153,2.153229832649231,2.181149423122406,0.22718893736600876,0.20000000298023224,0.24285714328289032
100,EnhancedBC_R16,22,100,2.160197138786316,2.1420052647590637,2.1717017889022827,0.22903981059789658,0.21313364058732986,0.2552790492773056
100,EnhancedBC_R16,23,100,2.1507824659347534,2.131564438343048,2.1624022126197815,0.24025974422693253,0.2142857164144516,0.2571428716182709
100,EnhancedBC_R16,24,100,2.1413471698760986,2.1222931146621704,2.1531014442443848,0.24285714328289032,0.21607143059372902,0.27023810893297195
100,EnhancedBC_R16,25,100,2.131494164466858,2.111979365348816,2.143155872821808,0.24285714328289032,0.22698412835597992,0.2721988931298256
100,EnhancedBC_R16,26,100,2.1211947202682495,2.1014795303344727,2.133735418319702,0.2571428716182709,0.22857142984867096,0.2721988931298256
100,EnhancedBC_R16,27,100,2.1110087633132935,2.090577244758606,2.123362958431244,0.25952382385730743,0.24285714328289032,0.2857142984867096
100,EnhancedBC_R16,28,100,2.1010318994522095,2.0796746611595154,2.112836480140686,0.27142858505249023,0.24514051899313927,0.2984042540192604
100,EnhancedBC_R16,29,100,2.0916736125946045,2.068609356880188,2.102681040763855,0.27361854910850525,0.2571428716182709,0.3003968372941017
100,EnhancedBC_R16,30,100,2.0821475982666016,2.057639002799988,2.092525362968445,0.2786885201931,0.2571428716182709,0.3034632131457329
100,EnhancedBC_R16,31,100,2.0722755193710327,2.046982169151306,2.0829773545265198,0.28036990761756897,0.2571428716182709,0.3033963665366173
100,EnhancedBC_R16,32,100,2.0627002716064453,2.0362553000450134,2.073953628540039,0.2857142984867096,0.2571428716182709,0.3102678656578064
100,EnhancedBC_R16,33,100,2.0533288717269897,2.0254995226860046,2.0645315647125244,0.2857142984867096,0.26974791288375854,0.3142857253551483
100,EnhancedBC_R16,34,100,2.0440696477890015,2.016527235507965,2.0547907948493958,0.2857142984867096,0.27142858505249023,0.3142857253551483
100,EnhancedBC_R16,35,100,2.0346401929855347,2.007943034172058,2.044452965259552,0.30000001192092896,0.27878959476947784,0.3279328867793083
100,EnhancedBC_R16,36,100,2.024504542350769,1.9989237487316132,2.035105288028717,0.30000001192092896,0.2857142984867096,0.3285714387893677
100,EnhancedBC_R16,37,100,2.014860510826111,1.9897653758525848,2.025332808494568,0.3046398162841797,0.2857142984867096,0.3285714387893677
100,EnhancedBC_R16,38,100,2.0058728456497192,1.9808979630470276,2.015475630760193,0.3142857253551483,0.29411765933036804,0.3333333432674408
100,EnhancedBC_R16,39,100,1.9966907501220703,1.973073571920395,2.006509482860565,0.3174603283405304,0.30000001192092896,0.34285715222358704
100,EnhancedBC_R16,40,100,1.9876134991645813,1.9627070724964142,1.998440146446228,0.3285714387893677,0.3105296269059181,0.3571428656578064
100,EnhancedBC_R16,41,100,1.9791370630264282,1.9523955583572388,1.9902438521385193,0.3285714387893677,0.3142857253551483,0.3571428656578064
100,EnhancedBC_R16,42,100,1.9706419706344604,1.9424914717674255,1.980947881937027,0.3416413366794586,0.3142857253551483,0.35907452553510666
100,EnhancedBC_R16,43,100,1.9619868397712708,1.9326393604278564,1.972106158733368,0.34285715222358704,0.32845982909202576,0.37142857909202576
100,EnhancedBC_R16,44,100,1.9530441164970398,1.92377170920372,1.9641322791576385,0.3433035761117935,0.3285714387893677,0.3857142925262451
100,EnhancedBC_R16,45,100,1.9448257088661194,1.915243774652481,1.956597089767456,0.3442623019218445,0.3285714387893677,0.3839285671710968
100,EnhancedBC_R16,46,100,1.9369766116142273,1.9070838391780853,1.9488860964775085,0.35549451410770416,0.3321428671479225,0.39411765336990356
100,EnhancedBC_R16,47,100,1.9296469688415527,1.8983668684959412,1.9409669041633606,0.3571428656578064,0.3417016863822937,0.38855042308568954
100,EnhancedBC_R16,48,100,1.922376275062561,1.8890917003154755,1.9341209530830383,0.3571428656578064,0.34285715222358704,0.3839285671710968
100,EnhancedBC_R16,49,100,1.9151739478111267,1.8800914287567139,1.9270793199539185,0.3571428656578064,0.34285715222358704,0.3857142925262451
100,EnhancedBC_R16,50,100,1.9087896347045898,1.8714914619922638,1.9206804931163788,0.3571428656578064,0.34285715222358704,0.3976190537214279
100,EnhancedBC_R16,51,100,1.9024550318717957,1.8640053868293762,1.9136796593666077,0.37142857909202576,0.3571428656578064,0.4000000059604645
100,EnhancedBC_R16,52,100,1.8964806199073792,1.8572257459163666,1.9075094759464264,0.37142857909202576,0.3571428656578064,0.4008064568042755
100,EnhancedBC_R16,53,100,1.890443742275238,1.850844144821167,1.9018543064594269,0.37142857909202576,0.3571428656578064,0.41097690165042877
100,EnhancedBC_R16,54,100,1.8843082785606384,1.844921201467514,1.8961978554725647,0.3741200864315033,0.3571428656578064,0.4094967544078827
100,EnhancedBC_R16,55,100,1.8786336183547974,1.839378446340561,1.890440672636032,0.3834841698408127,0.3571428656578064,0.40702639520168304
100,EnhancedBC_R16,56,100,1.873148262500763,1.8335469961166382,1.8854542672634125,0.3834841698408127,0.3571428656578064,0.41097690165042877
100,EnhancedBC_R16,57,100,1.867986023426056,1.8272863328456879,1.8793546557426453,0.38235294818878174,0.3571428656578064,0.4148809537291527
100,EnhancedBC_R16,58,100,1.8622512817382812,1.8213538825511932,1.8746810555458069,0.37987013161182404,0.3650210052728653,0.41309524327516556
100,EnhancedBC_R16,59,100,1.8572287559509277,1.816288709640503,1.8688623309135437,0.3857142925262451,0.3571428656578064,0.4179687425494194
100,EnhancedBC_R16,60,100,1.8516979217529297,1.8111943304538727,1.8632342517375946,0.3732142895460129,0.3571428656578064,0.4119981378316879
100,EnhancedBC_R16,61,100,1.8469074368476868,1.8060740232467651,1.8587644398212433,0.3857142925262451,0.37142857909202576,0.41448787599802017
100,EnhancedBC_R16,62,100,1.842040240764618,1.8011554181575775,1.854332149028778,0.3857142925262451,0.37142857909202576,0.421774759888649
100,EnhancedBC_R16,63,100,1.8376227021217346,1.7963106036186218,1.849831372499466,0.3857142925262451,0.37142857909202576,0.4268149882555008
100,EnhancedBC_R16,64,100,1.8332167267799377,1.7916008234024048,1.8447943329811096,0.3857142925262451,0.37142857909202576,0.4178571477532387
100,EnhancedBC_R16,65,100,1.8281213641166687,1.7870732545852661,1.840474545955658,0.3857142925262451,0.37142857909202576,0.4285714328289032
100,EnhancedBC_R16,66,100,1.8226293325424194,1.7823591232299805,1.8366923928260803,0.3857142925262451,0.37142857909202576,0.4285714328289032
100,EnhancedBC_R16,67,100,1.817430019378662,1.7778027653694153,1.8317767083644867,0.39513401687145233,0.37681159377098083,0.4285714328289032
100,EnhancedBC_R16,68,100,1.8134962320327759,1.7731102406978607,1.827675700187683,0.39096467196941376,0.3820028081536293,0.4178571477532387
100,EnhancedBC_R16,69,100,1.8092206120491028,1.768643468618393,1.823927402496338,0.3954991102218628,0.37142857909202576,0.4285714328289032
100,EnhancedBC_R16,70,100,1.8049328923225403,1.763963758945465,1.8201756179332733,0.4000000059604645,0.37142857909202576,0.4285714328289032
100,EnhancedBC_R16,71,100,1.8011006116867065,1.7585411369800568,1.8166025578975677,0.4000000059604645,0.3820028081536293,0.4268149882555008
100,EnhancedBC_R16,72,100,1.7971224784851074,1.753833144903183,1.8114942014217377,0.4000000059604645,0.3848739564418793,0.4426815062761307
100,EnhancedBC_R16,73,100,1.793094277381897,1.7499096989631653,1.8069906532764435,0.4000000059604645,0.37142857909202576,0.4426815062761307
100,EnhancedBC_R16,74,100,1.789381504058838,1.7454120516777039,1.8040072321891785,0.4000000059604645,0.3848739564418793,0.4426815062761307
100,EnhancedBC_R16,75,100,1.786168396472931,1.741346925497055,1.8004047870635986,0.4000000059604645,0.3809676095843315,0.44285714626312256
100,EnhancedBC_R16,76,100,1.7820302844047546,1.737497240304947,1.796741008758545,0.4000000059604645,0.3857142925262451,0.44607843458652496
100,EnhancedBC_R16,77,100,1.7788127660751343,1.7331372797489166,1.7929940223693848,0.4000000059604645,0.3857142925262451,0.4432539716362953
100,EnhancedBC_R16,78,100,1.774788737297058,1.7293346524238586,1.789128988981247,0.4000000059604645,0.3799171894788742,0.43883928656578064
100,EnhancedBC_R16,79,100,1.7711616158485413,1.7257543802261353,1.7858789563179016,0.4000000059604645,0.3857142925262451,0.43194789439439774
100,EnhancedBC_R16,80,100,1.7681686282157898,1.7216593027114868,1.7823940217494965,0.4000000059604645,0.3857142925262451,0.4297619089484215
100,EnhancedBC_R16,81,100,1.7619187831878662,1.718115746974945,1.7790184020996094,0.4057970941066742,0.3857142925262451,0.4302995428442955
100,EnhancedBC_R16,82,100,1.7588435411453247,1.714486837387085,1.7755341231822968,0.40946348011493683,0.3857142925262451,0.44285714626312256
100,EnhancedBC_R16,83,100,1.7563318610191345,1.7102542221546173,1.7718062102794647,0.4060235470533371,0.3857142925262451,0.4426815062761307
100,EnhancedBC_R16,84,100,1.7548035979270935,1.706877201795578,1.7685388922691345,0.41428571939468384,0.3857142925262451,0.44262295961380005
100,EnhancedBC_R16,85,100,1.7500926852226257,1.704030990600586,1.7648885250091553,0.4057970941066742,0.3857142925262451,0.4529038965702057
100,EnhancedBC_R16,86,100,1.745201826095581,1.7007774114608765,1.7624437808990479,0.41428571939468384,0.3857142925262451,0.4518716633319855
100,EnhancedBC_R16,87,100,1.74303138256073,1.6968041062355042,1.7588763535022736,0.4126984179019928,0.3857142925262451,0.4477246478199959
100,EnhancedBC_R16,88,100,1.7399998307228088,1.6931895017623901,1.7553516030311584,0.4126984179019928,0.3857142925262451,0.4477246478199959
100,EnhancedBC_R16,89,100,1.7370319366455078,1.6898790895938873,1.7531857192516327,0.41428571939468384,0.3857142925262451,0.44607843458652496
100,EnhancedBC_R16,90,100,1.7338928580284119,1.6865565478801727,1.7505291104316711,0.4134920686483383,0.3857142925262451,0.45098039507865906
100,EnhancedBC_R16,91,100,1.7310448288917542,1.6832726001739502,1.7484965026378632,0.41428571939468384,0.4000000059604645,0.4494565278291702
100,EnhancedBC_R16,92,100,1.7275626063346863,1.6800770461559296,1.7449105381965637,0.41428571939468384,0.3857142925262451,0.44732142239809036
100,EnhancedBC_R16,93,100,1.7240542769432068,1.675623595714569,1.7426591217517853,0.4094742089509964,0.3857142925262451,0.45199091732501984
100,EnhancedBC_R16,94,100,1.7212826013565063,1.6718269884586334,1.7390097677707672,0.40289855003356934,0.395620197057724,0.44756652414798737
100,EnhancedBC_R16,95,100,1.7188401222229004,1.6682679951190948,1.735728681087494,0.41428571939468384,0.3857142925262451,0.4448879584670067
100,EnhancedBC_R16,96,100,1.7159553170204163,1.664987325668335,1.7324919700622559,0.4134920686483383,0.3857142925262451,0.44711538404226303
100,EnhancedBC_R16,97,100,1.7125820517539978,1.6613282263278961,1.73114874958992,0.41428571939468384,0.3899068310856819,0.44622252881526947
