dataset,instance,variant,Budget,seed,feature_index,mean,std,min,max,constant
Brandimarte,Mk01.fjs,EnhancedBC_R16,100,47,69,0.0,0.0,0.0,0.0,True
Brandimarte,Mk01.fjs,EnhancedBC_R16,100,47,70,0.0,0.0,0.0,0.0,True
Brandimarte,Mk01.fjs,EnhancedBC_R16,100,47,71,0.0,0.0,0.0,0.0,True
Brandimarte,Mk01.fjs,EnhancedBC_R16,100,47,72,0.0,0.0,0.0,0.0,True
Brandimarte,Mk01.fjs,EnhancedBC_R16,100,47,73,0.0,0.0,0.0,0.0,True
Brandimarte,Mk01.fjs,EnhancedBC_R16,100,47,74,0.0,0.0,0.0,0.0,True
Brandimarte,Mk01.fjs,EnhancedBC_R16,100,47,75,0.0,0.0,0.0,0.0,True
Brandimarte,Mk01.fjs,EnhancedBC_R16,100,47,76,1.0,0.0,1.0,1.0,True
Brandimarte,Mk01.fjs,EnhancedBC_R16,100,47,77,1.0,0.0,1.0,1.0,True
Brandimarte,Mk01.fjs,EnhancedBC_R16,100,47,78,0.07753888415172697,0.07662428434509258,0.007638186682015657,0.33396419882774353,False
Brandimarte,Mk01.fjs,EnhancedBC_R16,100,46,25,0.10833333308498065,0.009860130914848664,0.10000000149011612,0.11999999731779099,False
Brandimarte,Mk01.fjs,EnhancedBC_R16,100,46,26,0.1122222211625841,0.00974995839643544,0.10000000149011612,0.11999999731779099,False
Brandimarte,Mk01.fjs,EnhancedBC_R16,100,46,27,0.09944444563653734,0.005746711553226254,0.07999999821186066,0.11999999731779099,False
