dataset,instance,variant,reward_scheme,seed,front_pickle_resolved,front_points_raw,front_points_unique_nondominated,pearson_cmax_tec,spearman_cmax_tec,correlation_status,Budget
Brandimarte,Mk01.fjs,UniformFixed,composite,43,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UniformFixed_composite_seed43.pkl,70,70,-0.2527528827329524,-0.42668929565267183,computed,50
Brandimarte,Mk01.fjs,UniformFixed,composite,50,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UniformFixed_composite_seed50.pkl,59,59,-0.13906752406544878,-0.2575837283025148,computed,50
Brandimarte,Mk01.fjs,UniformFixed,composite,46,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UniformFixed_composite_seed46.pkl,62,62,-0.12611693365796864,-0.17262436888337804,computed,50
Brandimarte,Mk01.fjs,UniformFixed,composite,44,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UniformFixed_composite_seed44.pkl,60,60,0.25911058518944985,0.22637158062174362,computed,50
Brandimarte,Mk01.fjs,UniformFixed,composite,47,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UniformFixed_composite_seed47.pkl,66,66,0.09469279480301032,-0.276469605938662,computed,50
Brandimarte,Mk01.fjs,UniformFixed,composite,51,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UniformFixed_composite_seed51.pkl,42,42,-0.2117204697408694,-0.5576759455167002,computed,50
Brandimarte,Mk01.fjs,UCBOnly,composite,43,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UCBOnly_composite_seed43.pkl,58,58,-0.02599178962856157,-0.15316701047231773,computed,50
Brandimarte,Mk01.fjs,UniformFixed,composite,49,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UniformFixed_composite_seed49.pkl,47,47,0.16790437879932185,0.14743293246993525,computed,50
Brandimarte,Mk01.fjs,UniformFixed,composite,42,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UniformFixed_composite_seed42.pkl,79,79,-0.6080960707688413,-0.6655306718597858,computed,50
Brandimarte,Mk01.fjs,UniformFixed,composite,45,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UniformFixed_composite_seed45.pkl,71,71,-0.3254442164412544,-0.3926421521811527,computed,50
Brandimarte,Mk01.fjs,UniformFixed,composite,48,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UniformFixed_composite_seed48.pkl,46,46,-0.4502796795143248,-0.5821332760484599,computed,50
Brandimarte,Mk01.fjs,UCBOnly,composite,42,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UCBOnly_composite_seed42.pkl,49,49,-0.4018491204101377,-0.4707773159010425,computed,50
Brandimarte,Mk01.fjs,UCBOnly,composite,46,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UCBOnly_composite_seed46.pkl,64,64,0.22777677983416802,-0.021452201896872164,computed,50
Brandimarte,Mk01.fjs,UCBOnly,composite,50,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UCBOnly_composite_seed50.pkl,58,58,0.4406842435182108,0.09084756260141631,computed,50
Brandimarte,Mk01.fjs,UCBOnly,composite,44,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UCBOnly_composite_seed44.pkl,81,81,0.15961838043380386,0.08859580282324371,computed,50
Brandimarte,Mk01.fjs,UCBOnly,composite,45,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UCBOnly_composite_seed45.pkl,82,82,-0.03132434888399108,-0.00774932248031308,computed,50
Brandimarte,Mk01.fjs,UCBOnly,composite,48,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UCBOnly_composite_seed48.pkl,75,75,0.24682451872989825,-0.2508125946905166,computed,50
Brandimarte,Mk01.fjs,UCBOnly,composite,49,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UCBOnly_composite_seed49.pkl,51,51,-0.24275678383652843,-0.3562071540991783,computed,50
Brandimarte,Mk01.fjs,UCBOnly,composite,47,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UCBOnly_composite_seed47.pkl,69,69,0.03619242637417018,-0.051005215614254286,computed,50
Brandimarte,Mk01.fjs,PPOOnly,composite,43,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_PPOOnly_composite_seed43.pkl,44,44,-0.25159117977183915,-0.132351386670843,computed,50
Brandimarte,Mk01.fjs,PPOOnly,composite,42,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_PPOOnly_composite_seed42.pkl,77,77,0.10628402780104244,0.06502793296651191,computed,50
Brandimarte,Mk01.fjs,UCBOnly,composite,51,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_UCBOnly_composite_seed51.pkl,52,52,0.7521042054795622,0.23448805793905117,computed,50
Brandimarte,Mk01.fjs,PPOOnly,composite,44,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_PPOOnly_composite_seed44.pkl,47,47,-0.3183463788868359,-0.3804347826086957,computed,50
Brandimarte,Mk01.fjs,PPOOnly,composite,45,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_PPOOnly_composite_seed45.pkl,69,69,-0.11806687648873607,-0.21874314943368656,computed,50
Brandimarte,Mk01.fjs,PPOOnly,composite,46,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_PPOOnly_composite_seed46.pkl,51,51,-0.550898327666389,-0.5691078985144011,computed,50
Brandimarte,Mk01.fjs,PPOOnly,composite,48,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_PPOOnly_composite_seed48.pkl,50,50,0.35074670399761004,0.27256356703095275,computed,50
Brandimarte,Mk01.fjs,PPOOnly,composite,47,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_PPOOnly_composite_seed47.pkl,57,57,0.22124352004422884,0.2068999044202227,computed,50
Brandimarte,Mk01.fjs,PPOOnly,composite,50,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_PPOOnly_composite_seed50.pkl,86,86,-0.1312385632511396,-0.31024251258665186,computed,50
Brandimarte,Mk01.fjs,PPOOnly,composite,49,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_PPOOnly_composite_seed49.pkl,75,75,-0.4452191998510528,-0.5538603794533414,computed,50
Brandimarte,Mk01.fjs,FixedUCBPPO,composite,45,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_FixedUCBPPO_composite_seed45.pkl,81,81,0.06968007788055641,0.049631014153475504,computed,50
Brandimarte,Mk01.fjs,FixedUCBPPO,composite,44,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_FixedUCBPPO_composite_seed44.pkl,85,85,-0.157951138012804,-0.1268431389853303,computed,50
Brandimarte,Mk01.fjs,FixedUCBPPO,composite,42,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_FixedUCBPPO_composite_seed42.pkl,38,38,-0.661054381065051,-0.7260289358155193,computed,50
Brandimarte,Mk01.fjs,PPOOnly,composite,51,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_PPOOnly_composite_seed51.pkl,56,56,0.03881543552782939,-0.05964078822541177,computed,50
Brandimarte,Mk01.fjs,FixedUCBPPO,composite,43,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_FixedUCBPPO_composite_seed43.pkl,59,59,0.5178771373604094,0.2831134295075668,computed,50
Brandimarte,Mk01.fjs,FixedUCBPPO,composite,46,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_FixedUCBPPO_composite_seed46.pkl,64,64,0.33474116811285626,0.06268315018315017,computed,50
Brandimarte,Mk01.fjs,FixedUCBPPO,composite,47,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_FixedUCBPPO_composite_seed47.pkl,71,71,0.5002435474968341,0.44300242307161725,computed,50
Brandimarte,Mk01.fjs,FixedUCBPPO,composite,48,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_FixedUCBPPO_composite_seed48.pkl,73,73,-0.4941161527487165,-0.49259130716262045,computed,50
Brandimarte,Mk01.fjs,FixedUCBPPO,composite,49,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_FixedUCBPPO_composite_seed49.pkl,77,77,-0.5340842451110859,-0.6089436878910562,computed,50
Brandimarte,Mk01.fjs,RandomUCBPPO,composite,43,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_RandomUCBPPO_composite_seed43.pkl,57,57,0.3240204557188931,0.2669216185471419,computed,50
Brandimarte,Mk01.fjs,FixedUCBPPO,composite,51,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_FixedUCBPPO_composite_seed51.pkl,62,62,0.10635205920282931,-0.06340892207853331,computed,50
Brandimarte,Mk01.fjs,RandomUCBPPO,composite,44,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_RandomUCBPPO_composite_seed44.pkl,59,59,0.2442214159290379,-0.08986104415109082,computed,50
Brandimarte,Mk01.fjs,RandomUCBPPO,composite,47,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_RandomUCBPPO_composite_seed47.pkl,69,69,-0.1213102106460012,-0.18277477873231165,computed,50
Brandimarte,Mk01.fjs,FixedUCBPPO,composite,50,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_FixedUCBPPO_composite_seed50.pkl,80,80,0.302427881861667,-0.16390041534309233,computed,50
Brandimarte,Mk01.fjs,RandomUCBPPO,composite,45,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_RandomUCBPPO_composite_seed45.pkl,86,86,0.06130239544564957,-0.07003259634546757,computed,50
Brandimarte,Mk01.fjs,RandomUCBPPO,composite,42,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_RandomUCBPPO_composite_seed42.pkl,64,64,-0.14880398665359074,-0.2368442141122119,computed,50
Brandimarte,Mk01.fjs,RandomUCBPPO,composite,48,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_RandomUCBPPO_composite_seed48.pkl,100,100,-0.5090953042893298,-0.47856872829381425,computed,50
Brandimarte,Mk01.fjs,RandomUCBPPO,composite,46,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_RandomUCBPPO_composite_seed46.pkl,86,86,0.1156760532422675,-0.03957752524939194,computed,50
Brandimarte,Mk01.fjs,RandomUCBPPO,composite,49,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_RandomUCBPPO_composite_seed49.pkl,56,56,-0.6850753112938761,-0.6616538792296541,computed,50
Brandimarte,Mk01.fjs,RandomUCBPPO,composite,50,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_RandomUCBPPO_composite_seed50.pkl,82,82,0.1711941709925458,-0.14093536067075008,computed,50
Brandimarte,Mk01.fjs,AdaptiveNoBC,composite,42,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveNoBC_composite_seed42.pkl,63,63,-0.36642734644422464,-0.3841104112900575,computed,50
Brandimarte,Mk01.fjs,AdaptiveNoBC,composite,45,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveNoBC_composite_seed45.pkl,79,79,-0.022132757552693727,-0.13962036797059135,computed,50
Brandimarte,Mk01.fjs,AdaptiveNoBC,composite,44,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveNoBC_composite_seed44.pkl,58,58,-0.21845239345430692,-0.2082532261039656,computed,50
Brandimarte,Mk01.fjs,AdaptiveNoBC,composite,47,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveNoBC_composite_seed47.pkl,75,75,0.12133171087811637,0.09166755580319333,computed,50
Brandimarte,Mk01.fjs,AdaptiveNoBC,composite,49,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveNoBC_composite_seed49.pkl,50,50,0.000819874096619645,-0.12076830732292916,computed,50
Brandimarte,Mk01.fjs,AdaptiveNoBC,composite,43,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveNoBC_composite_seed43.pkl,52,52,0.7198222583260235,0.48937078459830957,computed,50
Brandimarte,Mk01.fjs,RandomUCBPPO,composite,51,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_RandomUCBPPO_composite_seed51.pkl,38,38,-0.10199119693365041,-0.10734215997373893,computed,50
Brandimarte,Mk01.fjs,AdaptiveNoBC,composite,48,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveNoBC_composite_seed48.pkl,81,81,-0.3160050579425563,-0.4510162601626016,computed,50
Brandimarte,Mk01.fjs,AdaptiveNoBC,composite,46,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveNoBC_composite_seed46.pkl,61,61,-0.17664235867178024,-0.20299320454490458,computed,50
Brandimarte,Mk01.fjs,AdaptiveNoBC,composite,50,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveNoBC_composite_seed50.pkl,81,81,0.5235234965176085,0.3721064162289537,computed,50
Brandimarte,Mk01.fjs,AdaptiveNoBC,composite,51,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveNoBC_composite_seed51.pkl,63,63,0.21989647570158533,-0.10901497695852534,computed,50
Brandimarte,Mk01.fjs,AdaptiveSAOS,composite,42,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveSAOS_composite_seed42.pkl,66,66,-0.21922035122369812,-0.263339178414091,computed,50
Brandimarte,Mk01.fjs,AdaptiveSAOS,composite,43,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveSAOS_composite_seed43.pkl,56,56,0.36690435427348383,0.15741626794258373,computed,50
Brandimarte,Mk01.fjs,AdaptiveSAOS,composite,45,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveSAOS_composite_seed45.pkl,100,100,0.02966673680541599,-0.06535273133162127,computed,50
Brandimarte,Mk01.fjs,AdaptiveSAOS,composite,44,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveSAOS_composite_seed44.pkl,59,59,-0.11608177132844631,-0.1552353956067759,computed,50
Brandimarte,Mk01.fjs,AdaptiveSAOS,composite,47,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveSAOS_composite_seed47.pkl,60,60,0.1603202825301715,0.011475569264364811,computed,50
Brandimarte,Mk01.fjs,AdaptiveSAOS,composite,48,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveSAOS_composite_seed48.pkl,60,60,-0.2649571338790563,-0.29922616321536233,computed,50
Brandimarte,Mk01.fjs,AdaptiveSAOS,composite,46,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveSAOS_composite_seed46.pkl,55,55,0.07621709790550278,-0.1461478797890091,computed,50
Brandimarte,Mk01.fjs,AdaptiveSAOS,composite,49,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveSAOS_composite_seed49.pkl,78,78,-0.4191291208947501,-0.48557734881547254,computed,50
Brandimarte,Mk01.fjs,AdaptiveSAOS,composite,50,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveSAOS_composite_seed50.pkl,78,78,0.37310405376276384,0.1988605828025528,computed,50
Brandimarte,Mk02.fjs,UniformFixed,composite,42,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UniformFixed_composite_seed42.pkl,44,44,0.5007794940068423,0.36773670694806115,computed,50
Brandimarte,Mk01.fjs,AdaptiveSAOS,composite,51,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk01_AdaptiveSAOS_composite_seed51.pkl,70,70,0.6013885036770009,0.004321695085778955,computed,50
Brandimarte,Mk02.fjs,UniformFixed,composite,43,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UniformFixed_composite_seed43.pkl,50,50,0.47241601287015716,0.11630531348642838,computed,50
Brandimarte,Mk02.fjs,UniformFixed,composite,44,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UniformFixed_composite_seed44.pkl,44,44,0.265625546942232,0.16455830025368395,computed,50
Brandimarte,Mk02.fjs,UniformFixed,composite,45,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UniformFixed_composite_seed45.pkl,47,47,0.6976172652901373,0.02092969472710453,computed,50
Brandimarte,Mk02.fjs,UniformFixed,composite,46,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UniformFixed_composite_seed46.pkl,36,36,0.19802208463138532,0.23474903474903477,computed,50
Brandimarte,Mk02.fjs,UniformFixed,composite,50,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UniformFixed_composite_seed50.pkl,37,37,0.5728893109331343,0.1419087146902072,computed,50
Brandimarte,Mk02.fjs,UniformFixed,composite,48,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UniformFixed_composite_seed48.pkl,38,38,0.7682569444513614,0.6968320850830599,computed,50
Brandimarte,Mk02.fjs,UniformFixed,composite,47,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UniformFixed_composite_seed47.pkl,55,55,0.5536235848078024,0.38413391301185934,computed,50
Brandimarte,Mk02.fjs,UniformFixed,composite,49,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UniformFixed_composite_seed49.pkl,54,54,0.6141627636866223,0.5146178768820278,computed,50
Brandimarte,Mk02.fjs,UniformFixed,composite,51,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UniformFixed_composite_seed51.pkl,58,58,0.7470702178110138,0.5698202009379406,computed,50
Brandimarte,Mk02.fjs,UCBOnly,composite,44,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UCBOnly_composite_seed44.pkl,31,31,0.6974029237398576,0.6060483870967743,computed,50
Brandimarte,Mk02.fjs,UCBOnly,composite,46,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UCBOnly_composite_seed46.pkl,46,46,0.8839606713994422,0.45582113109395006,computed,50
Brandimarte,Mk02.fjs,UCBOnly,composite,45,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UCBOnly_composite_seed45.pkl,48,48,0.41069998152377857,0.2596754061253644,computed,50
Brandimarte,Mk02.fjs,UCBOnly,composite,43,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UCBOnly_composite_seed43.pkl,30,30,0.8566223730538904,0.5706975227215727,computed,50
Brandimarte,Mk02.fjs,UCBOnly,composite,42,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UCBOnly_composite_seed42.pkl,53,53,0.3299664991231844,0.2539106595710369,computed,50
Brandimarte,Mk02.fjs,UCBOnly,composite,47,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UCBOnly_composite_seed47.pkl,36,36,0.9261064196177052,0.6090482025611305,computed,50
Brandimarte,Mk02.fjs,UCBOnly,composite,48,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UCBOnly_composite_seed48.pkl,43,43,0.7897212144868121,0.2893494924099409,computed,50
Brandimarte,Mk02.fjs,PPOOnly,composite,42,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_PPOOnly_composite_seed42.pkl,40,40,0.8902073328365412,0.8519161320878189,computed,50
Brandimarte,Mk02.fjs,UCBOnly,composite,51,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UCBOnly_composite_seed51.pkl,49,49,0.6297670652593401,0.47367346938775506,computed,50
Brandimarte,Mk02.fjs,UCBOnly,composite,49,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UCBOnly_composite_seed49.pkl,39,39,0.7219200446300895,0.37805557009801444,computed,50
Brandimarte,Mk02.fjs,UCBOnly,composite,50,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_UCBOnly_composite_seed50.pkl,42,42,0.16083832290948738,0.055830159630499955,computed,50
Brandimarte,Mk02.fjs,PPOOnly,composite,43,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_PPOOnly_composite_seed43.pkl,28,28,0.6412900488605765,0.5374931581828133,computed,50
Brandimarte,Mk02.fjs,PPOOnly,composite,44,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_PPOOnly_composite_seed44.pkl,49,49,0.4318740820245112,0.04240012251041844,computed,50
Brandimarte,Mk02.fjs,PPOOnly,composite,45,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_PPOOnly_composite_seed45.pkl,50,50,0.7839305100147123,0.5572282649448864,computed,50
Brandimarte,Mk02.fjs,PPOOnly,composite,47,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_PPOOnly_composite_seed47.pkl,33,33,0.7846616817535853,0.26838235294117646,computed,50
Brandimarte,Mk02.fjs,PPOOnly,composite,46,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_PPOOnly_composite_seed46.pkl,37,37,0.5853344882463452,0.26461173867046156,computed,50
Brandimarte,Mk02.fjs,PPOOnly,composite,48,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_PPOOnly_composite_seed48.pkl,52,52,0.40473326080718053,0.21164969802690986,computed,50
Brandimarte,Mk02.fjs,FixedUCBPPO,composite,42,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_FixedUCBPPO_composite_seed42.pkl,33,33,0.6932209373459443,0.4632352941176471,computed,50
Brandimarte,Mk02.fjs,PPOOnly,composite,51,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_PPOOnly_composite_seed51.pkl,53,53,0.4772935095316856,0.0035076402076647984,computed,50
Brandimarte,Mk02.fjs,PPOOnly,composite,49,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_PPOOnly_composite_seed49.pkl,39,39,0.6616907516627918,0.5157894736842106,computed,50
Brandimarte,Mk02.fjs,PPOOnly,composite,50,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_PPOOnly_composite_seed50.pkl,45,45,0.091606638232685,-0.1209486166007905,computed,50
Brandimarte,Mk02.fjs,FixedUCBPPO,composite,43,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_FixedUCBPPO_composite_seed43.pkl,28,28,0.59046665280348,0.19649698960043788,computed,50
Brandimarte,Mk02.fjs,FixedUCBPPO,composite,46,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_FixedUCBPPO_composite_seed46.pkl,65,65,0.7410567370092669,0.325484325678583,computed,50
Brandimarte,Mk02.fjs,FixedUCBPPO,composite,44,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_FixedUCBPPO_composite_seed44.pkl,86,86,0.7377816883408224,0.4469403928723167,computed,50
Brandimarte,Mk02.fjs,FixedUCBPPO,composite,45,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_FixedUCBPPO_composite_seed45.pkl,48,48,0.5577227857511118,0.058734122591277804,computed,50
Brandimarte,Mk02.fjs,FixedUCBPPO,composite,47,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_FixedUCBPPO_composite_seed47.pkl,39,39,0.5155188810628001,0.3376860023373927,computed,50
Brandimarte,Mk02.fjs,FixedUCBPPO,composite,50,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_FixedUCBPPO_composite_seed50.pkl,42,42,0.6791195606827864,0.4582286686654242,computed,50
Brandimarte,Mk02.fjs,FixedUCBPPO,composite,49,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_FixedUCBPPO_composite_seed49.pkl,55,55,0.09573479598366846,0.08903318903318905,computed,50
Brandimarte,Mk02.fjs,FixedUCBPPO,composite,48,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_FixedUCBPPO_composite_seed48.pkl,36,36,0.9125464160558573,0.8093184906391353,computed,50
Brandimarte,Mk02.fjs,FixedUCBPPO,composite,51,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_FixedUCBPPO_composite_seed51.pkl,53,53,0.43301181699382757,0.25456598012868437,computed,50
Brandimarte,Mk02.fjs,RandomUCBPPO,composite,42,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_RandomUCBPPO_composite_seed42.pkl,46,46,0.6141110955300355,0.5736223753074188,computed,50
Brandimarte,Mk02.fjs,RandomUCBPPO,composite,45,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_RandomUCBPPO_composite_seed45.pkl,36,36,0.20405905675683958,0.05302445302445303,computed,50
Brandimarte,Mk02.fjs,RandomUCBPPO,composite,44,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_RandomUCBPPO_composite_seed44.pkl,38,38,0.6836575220437476,0.6590436590436591,computed,50
Brandimarte,Mk02.fjs,RandomUCBPPO,composite,43,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_RandomUCBPPO_composite_seed43.pkl,34,34,0.794887554525601,0.6165011459129106,computed,50
Brandimarte,Mk02.fjs,RandomUCBPPO,composite,46,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_RandomUCBPPO_composite_seed46.pkl,41,41,0.8713078880287738,0.8009059635629642,computed,50
Brandimarte,Mk02.fjs,RandomUCBPPO,composite,47,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_RandomUCBPPO_composite_seed47.pkl,22,22,0.7948413841638048,0.7512723851755201,computed,50
Brandimarte,Mk02.fjs,RandomUCBPPO,composite,48,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_RandomUCBPPO_composite_seed48.pkl,28,28,0.6320835593006328,0.5883962780514504,computed,50
Brandimarte,Mk02.fjs,RandomUCBPPO,composite,50,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_RandomUCBPPO_composite_seed50.pkl,49,49,0.47179412809950216,0.3862244897959183,computed,50
Brandimarte,Mk02.fjs,RandomUCBPPO,composite,49,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_RandomUCBPPO_composite_seed49.pkl,45,45,-0.22014772878656863,-0.21397279236878824,computed,50
Brandimarte,Mk02.fjs,AdaptiveNoBC,composite,42,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_AdaptiveNoBC_composite_seed42.pkl,44,44,0.28070500153018507,0.2761901407683886,computed,50
Brandimarte,Mk02.fjs,RandomUCBPPO,composite,51,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_RandomUCBPPO_composite_seed51.pkl,26,26,0.21055783540709191,-0.12378184485919878,computed,50
Brandimarte,Mk02.fjs,AdaptiveNoBC,composite,43,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_AdaptiveNoBC_composite_seed43.pkl,36,36,0.7301992230848426,0.5957912361909284,computed,50
Brandimarte,Mk02.fjs,AdaptiveNoBC,composite,44,results/resubmission/v5/e3_budget/gen050/fronts/Brandimarte_Mk02_AdaptiveNoBC_composite_seed44.pkl,55,55,0.7772849138569199,0.6436624038277231,computed,50
