Protocol,dataset,instance,variant,reward_scheme,seed,HV_local,Spread,Cmax_best,TEC_best,WB_best,NSol,Time,Execution_device,Extension_seed_scheme,Torch_CUDA_available,Entropy_all,Entropy_last20,Transition_gen,Transition_reason,Reward_HV_corr,PPO_update_count,PPO_rollout_sizes,PPO_policy_loss_mean,PPO_value_loss_mean,PPO_entropy_mean,BC_samples,BC_loss,BC_accuracy,BC_entropy,BC_final_loss,BC_final_accuracy,BC_final_entropy,Operator_counts,front_pickle
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,Random,composite,47,1418292.6541430154,0.7561329625782705,64.99957168665098,1800.698075534974,12.99999999999999,83,51.074278831481934,cpu,sha256(dataset/filename)+42,False,0.993955801211981,0.9456694971815877,-1,none,0.5111100546462797,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[8,9,10,8,13,11,10,8,11,12]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_Random_composite_seed47.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UniformFixed,composite,43,872011.008933628,0.7916380569835145,66.32430644715305,1792.2930203046935,12.99999999999999,82,55.06394672393799,cpu,sha256(dataset/filename)+42,False,0.9999999999999998,0.9999999999999998,-1,none,0.6636131832576656,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[10,10,10,10,10,10,10,10,10,10]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UniformFixed_composite_seed43.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UniformFixed,composite,48,889916.1960753506,0.5982422093714618,60.78741882229795,1814.2572465819762,12.99999999999999,70,47.376946210861206,cpu,sha256(dataset/filename)+42,False,0.9999999999999998,0.9999999999999998,-1,none,0.5723021866488599,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[10,10,10,10,10,10,10,10,10,10]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UniformFixed_composite_seed48.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UniformFixed,composite,44,1628392.0670665689,0.6644383679728117,59.019456865977304,1787.027775967757,12.99999999999999,100,49.193400144577026,cpu,sha256(dataset/filename)+42,False,0.9999999999999998,0.9999999999999998,-1,none,0.5724009890385391,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[10,10,10,10,10,10,10,10,10,10]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UniformFixed_composite_seed44.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UniformFixed,composite,49,771909.9396967543,0.6083914689028121,63.73651945891107,1774.132389795539,12.999999999999993,74,48.30599665641785,cpu,sha256(dataset/filename)+42,False,0.9999999999999998,0.9999999999999998,-1,none,0.5797095560776581,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[10,10,10,10,10,10,10,10,10,10]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UniformFixed_composite_seed49.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UniformFixed,composite,47,1034514.2645172474,0.6845845463079678,62.06768712935428,1810.6038259204352,12.99999999999999,100,49.05798864364624,cpu,sha256(dataset/filename)+42,False,0.9999999999999998,0.9999999999999998,-1,none,0.546825889028396,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[10,10,10,10,10,10,10,10,10,10]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UniformFixed_composite_seed47.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UniformFixed,composite,45,1278485.8975829429,0.7281829823603201,64.39896827600452,1760.975097719255,12.999999999999993,99,49.30935502052307,cpu,sha256(dataset/filename)+42,False,0.9999999999999998,0.9999999999999998,-1,none,0.6609670994738791,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[10,10,10,10,10,10,10,10,10,10]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UniformFixed_composite_seed45.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,ProbabilityMatching,composite,42,753228.0986760306,0.5939345491623537,61.087424704645485,1810.5472257770589,12.999999999999996,100,47.88425278663635,cpu,sha256(dataset/filename)+42,False,0.9053939416895872,0.8741013089736384,-1,none,0.6381723024061342,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[6,2,18,17,6,3,23,10,9,6]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_ProbabilityMatching_composite_seed42.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UniformFixed,composite,50,1347719.5562609027,0.6280492820331757,61.22110717490476,1778.3275466635687,12.999999999999993,100,48.799095153808594,cpu,sha256(dataset/filename)+42,False,0.9999999999999998,0.9999999999999998,-1,none,0.5398052178829056,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[10,10,10,10,10,10,10,10,10,10]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UniformFixed_composite_seed50.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UniformFixed,composite,51,957290.3989016481,0.6329560118247975,63.917917836173736,1780.776198055757,12.999999999999986,84,49.61567282676697,cpu,sha256(dataset/filename)+42,False,0.9999999999999998,0.9999999999999998,-1,none,0.5144702883562786,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[10,10,10,10,10,10,10,10,10,10]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UniformFixed_composite_seed51.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UniformFixed,composite,46,1352111.7880848774,0.771850541726657,66.64344768640797,1791.9296635721319,12.99999999999999,99,52.48178505897522,cpu,sha256(dataset/filename)+42,False,0.9999999999999998,0.9999999999999998,-1,none,0.4568726583397764,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[10,10,10,10,10,10,10,10,10,10]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UniformFixed_composite_seed46.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,ProbabilityMatching,composite,45,3872050.541229243,0.8849292514848874,67.5247748375067,1822.4477204705404,16.999999999999975,52,45.73636269569397,cpu,sha256(dataset/filename)+42,False,0.7226813676879266,0.7665546248849068,-1,none,0.551062435243987,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[35,18,0,23,0,9,2,0,6,7]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_ProbabilityMatching_composite_seed45.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,ProbabilityMatching,composite,43,1282582.1848912209,0.8063305233249115,68.60385935623822,1845.193289643345,12.99999999999999,100,50.32600951194763,cpu,sha256(dataset/filename)+42,False,0.8939133300724825,0.8381228130928563,-1,none,0.63242539709193,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[11,4,17,6,1,2,12,10,24,13]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_ProbabilityMatching_composite_seed43.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,ProbabilityMatching,composite,44,1915027.092376473,0.6082980814500519,60.5422026381605,1764.5614096006486,12.999999999999979,100,50.95404815673828,cpu,sha256(dataset/filename)+42,False,0.8731744784881006,0.7401941818757921,-1,none,0.5890375087837548,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[7,2,22,12,3,17,7,5,2,23]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_ProbabilityMatching_composite_seed44.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,ProbabilityMatching,composite,46,951039.5667557947,0.8432948360985796,67.21892726965912,1782.1385222883891,13.0,67,47.82293891906738,cpu,sha256(dataset/filename)+42,False,0.9375337982614471,0.8741013089736381,-1,none,0.6156597881198315,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[16,13,8,11,1,7,16,4,9,15]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_ProbabilityMatching_composite_seed46.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,ProbabilityMatching,composite,47,2458369.4988625078,0.6810151527482298,63.34957311667359,1780.3740236709875,14.999999999999986,100,47.904646158218384,cpu,sha256(dataset/filename)+42,False,0.9006435406781532,0.875604434075346,-1,none,0.572461285434024,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[15,5,0,21,3,6,14,12,11,13]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_ProbabilityMatching_composite_seed47.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,ProbabilityMatching,composite,51,805066.217916386,0.5749586275627191,63.58505322690294,1826.7736444460213,12.999999999999993,67,46.83884906768799,cpu,sha256(dataset/filename)+42,False,0.7708790834569702,0.864242245000193,-1,none,0.4772871500312682,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[3,2,40,20,0,9,7,4,4,11]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_ProbabilityMatching_composite_seed51.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,AdaptivePursuit,composite,42,949007.9092508416,0.8001079127956798,67.99514532694191,1834.571354770747,14.999999999999979,93,47.63841438293457,cpu,sha256(dataset/filename)+42,False,0.606800768853293,0.25514841249244835,-1,none,0.647488088600958,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[2,6,1,1,2,1,53,6,2,26]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_AdaptivePursuit_composite_seed42.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,ProbabilityMatching,composite,49,1391925.852247925,0.5161286272157785,66.85014270777958,1813.6555251393916,14.999999999999986,62,48.2020525932312,cpu,sha256(dataset/filename)+42,False,0.8612104113650115,0.8756044340753463,-1,none,0.7542632600080856,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[13,11,5,7,20,16,0,8,20,0]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_ProbabilityMatching_composite_seed49.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,ProbabilityMatching,composite,48,922117.5199894113,0.6856766148901732,64.20685237449439,1830.8951741234237,12.99999999999999,74,48.95053577423096,cpu,sha256(dataset/filename)+42,False,0.7452355029805333,0.7023650580930493,-1,none,0.6285930447485837,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[14,13,34,0,1,14,0,17,7,0]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_ProbabilityMatching_composite_seed48.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,ProbabilityMatching,composite,50,1832318.299212729,0.7843702332040671,64.11949300780276,1838.4513146256136,15.99999999999999,70,49.068116664886475,cpu,sha256(dataset/filename)+42,False,0.8548914339999165,0.8439983094072402,-1,none,0.5858736680440261,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[4,14,0,13,15,18,9,3,1,23]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_ProbabilityMatching_composite_seed50.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,AdaptivePursuit,composite,45,794496.5469420042,0.7841852268817051,62.6097549840281,1767.8673556576905,13.0,91,47.328476905822754,cpu,sha256(dataset/filename)+42,False,0.7811198011739073,0.4486757473850034,-1,none,0.5622445946907252,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[12,7,33,28,2,6,2,1,2,7]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_AdaptivePursuit_composite_seed45.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,AdaptivePursuit,composite,43,1424688.1886497461,0.6416801747234959,67.82957971744108,1840.1596002261122,12.999999999999982,100,52.02136731147766,cpu,sha256(dataset/filename)+42,False,0.6970272055189085,0.4729032506370175,-1,none,0.681611483132995,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[17,0,20,0,1,5,0,2,25,30]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_AdaptivePursuit_composite_seed43.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,AdaptivePursuit,composite,44,1035545.8675518897,0.6338774497493893,62.07927282746078,1786.471911328716,12.999999999999993,100,51.288224935531616,cpu,sha256(dataset/filename)+42,False,0.7490902567798242,0.575836552411295,-1,none,0.5472368783089303,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[2,6,32,3,2,2,6,4,7,36]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_AdaptivePursuit_composite_seed44.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,AdaptivePursuit,composite,46,1095810.4417410626,0.6488174791932731,64.87171341495258,1809.9172459162978,14.999999999999982,100,52.24428725242615,cpu,sha256(dataset/filename)+42,False,0.6716872241779287,0.3783283724236221,-1,none,0.5156248208641507,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[6,8,18,2,0,4,6,1,3,52]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_AdaptivePursuit_composite_seed46.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,AdaptivePursuit,composite,47,1465377.8764243042,0.6836655693649079,65.63529370303986,1878.3357945045923,13.999999999999993,97,52.97457408905029,cpu,sha256(dataset/filename)+42,False,0.6406882119984157,0.6680580196941611,-1,none,0.5079007103989203,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[5,6,9,10,1,2,1,5,2,59]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_AdaptivePursuit_composite_seed47.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,AdaptivePursuit,composite,48,1634222.6744140498,0.5926631933208749,63.15220709293668,1819.1963644131383,12.999999999999986,76,45.65237593650818,cpu,sha256(dataset/filename)+42,False,0.6744986442890263,0.6139066872958157,-1,none,0.5329804603333561,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[34,3,26,27,2,4,1,2,1,0]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_AdaptivePursuit_composite_seed48.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,AdaptivePursuit,composite,49,592870.3349056803,0.6492085077945587,58.05841972843447,1787.1937448790861,12.999999999999993,75,46.880006074905396,cpu,sha256(dataset/filename)+42,False,0.7391628770016334,0.5030062502034157,-1,none,0.49991421534670283,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[36,0,19,6,6,8,1,3,0,21]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_AdaptivePursuit_composite_seed49.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UCBOnly,composite,42,892841.9444072994,0.5621841179714965,63.21198860091132,1756.4869149075855,12.999999999999996,67,47.8909478187561,cpu,sha256(dataset/filename)+42,False,0.999564978783056,0.9886378109248467,-1,none,0.7181499187496113,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[10,10,10,10,9,10,10,10,10,11]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UCBOnly_composite_seed42.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,AdaptivePursuit,composite,51,917870.6143042989,0.6787223743109706,62.59358850319895,1775.8830134194345,12.999999999999996,82,48.136378049850464,cpu,sha256(dataset/filename)+42,False,0.7842789642575565,0.7364516253185086,-1,none,0.3255746793797783,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[8,6,40,2,5,6,17,3,0,13]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_AdaptivePursuit_composite_seed51.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,AdaptivePursuit,composite,50,956198.2673572353,0.7743366710589207,68.40017529044886,1805.1133698104359,15.99999999999999,92,49.424593448638916,cpu,sha256(dataset/filename)+42,False,0.6964045403477674,0.4072105587434522,-1,none,0.5963075397561713,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[11,3,3,6,1,9,12,2,1,52]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_AdaptivePursuit_composite_seed50.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UCBOnly,composite,43,608945.1523955102,0.6375163484228998,63.49032171628422,1795.1097056622793,12.999999999999993,77,48.63331723213196,cpu,sha256(dataset/filename)+42,False,0.9991299575661119,0.9886378109248467,-1,none,0.7177329647155812,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[11,10,10,9,9,10,10,10,10,11]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UCBOnly_composite_seed43.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UCBOnly,composite,44,3703558.2358864555,0.5479526557081471,59.747436847987736,1803.1259232159086,12.99999999999999,100,48.847482204437256,cpu,sha256(dataset/filename)+42,False,0.999564978783056,0.9999999999999998,-1,none,0.6197497639076609,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[10,10,10,10,9,10,10,10,10,11]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UCBOnly_composite_seed44.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UCBOnly,composite,45,771205.9870330252,0.6720634352305538,63.722668304561424,1771.4043928670726,12.999999999999993,46,49.317118406295776,cpu,sha256(dataset/filename)+42,False,0.999564978783056,0.9999999999999998,-1,none,0.5451583787962361,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[10,10,10,10,9,10,10,10,10,11]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UCBOnly_composite_seed45.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UCBOnly,composite,47,1322968.8307964944,0.6622848664708606,57.9337431360164,1775.4565984509918,12.999999999999993,100,48.56341218948364,cpu,sha256(dataset/filename)+42,False,0.999564978783056,0.9999999999999998,-1,none,0.5536870342908466,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[10,10,10,10,9,10,10,10,10,11]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UCBOnly_composite_seed47.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UCBOnly,composite,46,1190198.8579941252,0.5808365153500649,60.85585308219191,1754.975661631086,12.99999999999999,62,50.27034521102905,cpu,sha256(dataset/filename)+42,False,0.999564978783056,0.9886378109248467,-1,none,0.5909213736542592,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[10,10,10,10,9,10,10,10,10,11]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UCBOnly_composite_seed46.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UCBOnly,composite,48,1803140.2940103326,0.6534365630755898,61.98485629539649,1803.7182309211905,12.999999999999996,100,51.32968020439148,cpu,sha256(dataset/filename)+42,False,0.999564978783056,0.9999999999999998,-1,none,0.6763134676014476,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[10,10,10,9,10,10,10,10,10,11]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UCBOnly_composite_seed48.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UCBOnly,composite,49,804358.9715899678,0.6874348593167687,63.92067670017857,1806.401888893506,12.99999999999999,64,50.57189440727234,cpu,sha256(dataset/filename)+42,False,0.999564978783056,0.9886378109248467,-1,none,0.6647225269178892,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[10,10,10,9,10,10,10,10,10,11]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UCBOnly_composite_seed49.pkl
saos_bc_onpolicy_ppo_v5_20260720,Brandimarte,Mk01.fjs,UCBOnly,composite,50,1208236.6204506075,0.6754584231776515,60.74063770580675,1791.0061586510913,12.999999999999993,92,47.981781005859375,cpu,sha256(dataset/filename)+42,False,0.999564978783056,0.9886378109248467,-1,none,0.6635817161152628,0,[],0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[10,10,10,10,9,10,10,10,10,11]",results/resubmission/v5/e1_aos/fronts/Brandimarte_Mk01_UCBOnly_composite_seed50.pkl
