dataset,instance,Budget,variant,HV_fixed,HV_expanded_1p5,IGDplus_fixed,Cmax_best,TEC_best,WB_best,NSol,Time,CPU_time,Learning_time,Initial_evaluations,Offspring_evaluations,Transition_gen,BC_final_accuracy,BC_pre_post_KL,Demo_nn_disagreement,PPO_samples,PPO_action_effective_updates,PPO_terminal_full_updates,PPO_terminal_residual_updates,PPO_optimizer_steps,PPO_approx_KL_mean,PPO_entropy_mean,seed_count
Hurink_edata,la07.fjs,100,BasePaddedBC_R16,1.1251286651593138,3.009977772481289,0.10569976518430657,1089.9969778662537,37080.672258380175,21.99999999999966,20.0,64.46116495132446,64.22219922499994,0.3799262158572674,100.0,10000.0,63.0,0.3174603283405304,0.3917096555233001,0.953125,37.0,2.0,0.0,1.0,12.0,0.000478336199938,2.1909568508466086,5
Hurink_edata,la07.fjs,100,BasePaddedNoBC_R16,1.1389017282441654,3.026066612845314,0.11486027440269761,1066.771339092577,37244.014544929465,21.99999999999966,18.0,63.92506313323975,63.67168210299985,0.0436978247016668,100.0,10000.0,63.0,0.0,0.0,0.953125,37.0,2.0,0.0,1.0,12.0,0.0001284558847229,2.299440398812294,5
Hurink_edata,la07.fjs,100,EnhancedBC_R16,1.171131588747401,3.0814580951158153,0.06873947918837738,1089.6423969650764,37101.048627085045,21.99999999999966,12.0,64.21763730049133,63.88350676400012,0.3591519044712186,100.0,10000.0,63.0,0.4285714328289032,1.2264275550842283,0.875,37.0,2.0,0.0,1.0,12.0,0.0055160486504477,2.25052572786808,5
Hurink_edata,la07.fjs,100,EnhancedNoBC_R16,1.1410124861162323,3.030336303345684,0.10893330781929464,1091.3764046954675,37310.54582468767,21.99999999999966,18.0,64.46835994720459,64.10419131699996,0.0423165811225771,100.0,10000.0,63.0,0.0,0.0,0.875,37.0,2.0,0.0,1.0,12.0,0.0001804917519621,2.298781911532084,5
Hurink_edata,la07.fjs,100,UCBOnly,1.158901096174591,3.0675434391543215,0.10480988883853987,1076.8348605622932,37253.67740261216,21.99999999999966,18.0,67.00139570236206,66.67533944500008,0.0,100.0,10000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la07.fjs,200,EnhancedBC_R16,1.194534482250616,3.125523515494039,0.07473796494278256,1031.8675067445226,36483.62186930362,21.99999999999966,30.0,127.83123660087584,127.12104601100008,0.4550349693745374,100.0,20000.0,63.0,0.4285714328289032,1.2441072463989258,0.875,137.0,8.0,0.0,1.0,36.0,0.0018436519636048,2.1997825384140013,5
Hurink_edata,la07.fjs,200,EnhancedBC_R32,1.1778663397400024,3.0961000800353764,0.07803009056432746,1038.6269747798317,36582.5455435671,21.99999999999966,32.0,127.5230176448822,126.8081599809998,0.3829054981470108,100.0,20000.0,63.0,0.4285714328289032,1.2441072463989258,0.875,137.0,4.0,0.0,1.0,20.0,0.0055819106255864,2.22128803730011,5
Hurink_edata,la07.fjs,200,EnhancedBC_R8,1.137082421426637,3.0258162536122453,0.09193804781333659,1034.0989848729023,36478.84739376353,21.99999999999966,26.0,143.63089871406555,142.48109326100007,0.630091336555779,100.0,20000.0,63.0,0.4285714328289032,1.2441072463989258,0.875,136.0,17.0,0.0,0.0,68.0,0.0017604685443289,2.1127557933330534,5
Hurink_edata,la07.fjs,200,UCBOnly,1.217828570937343,3.169659851006059,0.07517429494457985,1033.6778302841806,36239.16668821547,21.99999999999966,33.0,127.77233004570007,126.9084340249999,0.0,100.0,20000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la08.fjs,100,BasePaddedBC_R16,1.1694987710185638,3.0797898403449713,0.04424082969883034,1115.568407146608,35825.98902424966,176.99999999999977,15.0,73.22320628166199,72.67930543200009,0.4194440115243196,100.0,10000.0,59.0,0.3220339119434356,0.5069901943206787,0.9807692307692308,41.0,2.0,0.0,1.0,12.0,0.000962254901727,2.095462242762248,5
Hurink_edata,la08.fjs,100,BasePaddedNoBC_R16,1.2020550669860957,3.1404308135875247,0.040529857559357264,1098.7034210262957,35780.54396575346,176.99999999999977,15.0,64.87952971458435,64.50084885699994,0.0373124238103628,100.0,10000.0,59.0,0.0,0.0,0.9807692307692308,41.0,2.0,0.0,1.0,12.0,0.0001304676443396,2.299383521080017,5
Hurink_edata,la08.fjs,100,EnhancedBC_R16,1.1910085593599693,3.1161479063999185,0.04873862057929431,1110.2343592744548,35864.63284742988,176.99999999999966,25.0,73.47910857200623,72.73815272899992,0.4226674623787403,100.0,10000.0,59.0,0.4406779706478119,1.253653645515442,0.9152542372881356,41.0,2.0,0.0,1.0,12.0,0.0086473077535629,2.2229019552469254,5
Hurink_edata,la08.fjs,100,EnhancedNoBC_R16,1.2020550669860957,3.1404308135875247,0.040529857559357264,1098.7034210262957,35863.824329555966,176.99999999999966,15.0,63.291627407073975,63.00773018699988,0.0378870423883199,100.0,10000.0,59.0,0.0,0.0,0.9152542372881356,41.0,2.0,0.0,1.0,12.0,0.0001351303840888,2.298670490582784,5
Hurink_edata,la08.fjs,100,UCBOnly,1.1914647067498931,3.1183513142231076,0.04217257944582184,1098.566126057272,35786.71855967613,176.99999999999966,22.0,64.63195562362671,64.21370232200002,0.0,100.0,10000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la08.fjs,200,EnhancedBC_R16,1.227700680314277,3.1839870448937795,0.035755220230533215,1071.2931686091692,35404.001315669135,176.99999999999966,24.0,135.65878582000732,134.958963542,0.4566723220050335,100.0,20000.0,59.0,0.4576271176338196,1.270886778831482,0.9152542372881356,141.0,8.0,0.0,1.0,36.0,0.002183034905117,2.146508350968361,5
Hurink_edata,la08.fjs,200,EnhancedBC_R32,1.2183725988777487,3.1722987000693568,0.040167741589086606,1074.421205992341,35383.788051866286,176.99999999999966,35.0,140.6689953804016,139.87561247300005,0.3958265706896782,100.0,20000.0,59.0,0.4576271176338196,1.270886778831482,0.9152542372881356,141.0,4.0,0.0,1.0,20.0,0.003360433362496,2.2054747104644776,5
Hurink_edata,la08.fjs,200,EnhancedBC_R8,1.2185282102952975,3.166592846637121,0.03901868440219371,1083.9923182030902,35479.40529555594,176.99999999999966,31.0,129.72685313224792,129.04011635799998,0.5643303263932467,100.0,20000.0,59.0,0.4576271176338196,1.270886778831482,0.9152542372881356,141.0,17.0,0.0,1.0,72.0,0.0021823028984822,2.1305994167923927,5
Hurink_edata,la08.fjs,200,UCBOnly,1.2219347244834116,3.1734127064520274,0.03686597313243278,1070.519785126448,35394.40345098925,176.99999999999966,31.0,128.02442240715027,127.40700259599998,0.0,100.0,20000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la09.fjs,100,BasePaddedBC_R16,1.1724312981036817,3.091287404230013,0.0666335824279199,1129.2015977157391,42807.508119956976,48.99999999999966,11.0,65.41979479789734,65.17693492300009,0.495104843750596,100.0,10000.0,70.0,0.3142857253551483,0.3352568745613098,0.9428571428571428,30.0,1.0,0.0,1.0,8.0,-0.0026687068748287,2.264114230871201,5
Hurink_edata,la09.fjs,100,BasePaddedNoBC_R16,1.188742906827118,3.114737677066506,0.0533562742822148,1128.2235645619796,42737.92450389432,48.99999999999966,7.0,66.30443525314331,65.94142423300013,0.0271245623007416,100.0,10000.0,70.0,0.0,0.0,0.9428571428571428,30.0,1.0,0.0,1.0,8.0,-9.09631175582959e-06,2.299493968486786,5
Hurink_edata,la09.fjs,100,EnhancedBC_R16,1.1688830255586438,3.088134337526278,0.07499799701182376,1132.9846673126426,42939.04248630276,48.99999999999966,8.0,64.92073726654053,64.62391335400002,0.4942998988553881,100.0,10000.0,70.0,0.4000000059604645,1.1683144569396973,0.8666666666666667,30.0,1.0,0.0,1.0,8.0,0.0023833005980122,2.2616688013076782,5
Hurink_edata,la09.fjs,100,EnhancedNoBC_R16,1.1785915527649915,3.093860259211108,0.0533562742822148,1131.124209731761,42767.64741693322,48.99999999999966,6.0,70.03548550605774,69.72575080000001,0.0288261966779828,100.0,10000.0,70.0,0.0,0.0,0.8666666666666667,30.0,1.0,0.0,1.0,8.0,-0.0001379110944981,2.298808604478836,5
Hurink_edata,la09.fjs,100,UCBOnly,1.1826007391071414,3.0985564312701817,0.06026610951944307,1136.0932330752814,42720.48693594849,48.99999999999966,14.0,68.88702034950256,68.41229386400005,0.0,100.0,10000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la09.fjs,200,EnhancedBC_R16,1.1635235864954125,3.070584760514567,0.06063233464524171,1094.8121780370334,42034.5963499432,48.99999999999966,27.0,128.92151045799255,128.3791408909999,0.5858991015702486,100.0,20000.0,82.0,0.3414634168148041,1.009854793548584,0.8536585365853658,118.0,7.0,0.0,1.0,32.0,-0.0008473652174385,2.2191717326641083,5
Hurink_edata,la09.fjs,200,EnhancedBC_R32,1.1467972278477525,3.035781282949049,0.062201278724022875,1108.8568096275328,42082.15786946426,48.99999999999966,17.0,128.7529377937317,128.2117321180001,0.5697961188852787,100.0,20000.0,82.0,0.3414634168148041,1.009854793548584,0.8536585365853658,118.0,3.0,0.0,1.0,16.0,-0.0005490750648148,2.2248663783073424,5
Hurink_edata,la09.fjs,200,EnhancedBC_R8,1.1533859817712162,3.0498489406809166,0.06340519307069374,1090.1145994451251,42102.7363420902,48.99999999999966,14.0,127.97203469276428,127.44625341699998,0.6334972446784377,100.0,20000.0,82.0,0.3414634168148041,1.009854793548584,0.8536585365853658,118.0,14.0,0.0,1.0,60.0,0.0032209381461143,2.1808389082551,5
Hurink_edata,la09.fjs,200,UCBOnly,1.1670819872016276,3.078209454247242,0.058334051690499156,1078.9863024702918,42080.18499878137,48.99999999999966,21.0,131.00312328338623,130.41035962499996,0.0,100.0,20000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la12.fjs,100,BasePaddedBC_R16,1.1713180466962028,3.0837039076064774,0.07787867091570172,1253.5519603128023,36590.97474197904,72.99999999999955,16.0,83.50775694847107,83.03061317099991,0.5041180979460478,100.0,10000.0,70.0,0.2857142984867096,0.3581352531909942,0.9615384615384616,30.0,1.0,0.0,1.0,8.0,-0.0001723274025218,2.2800423353910446,5
Hurink_edata,la12.fjs,100,BasePaddedNoBC_R16,1.1637356146594897,3.0784567984306745,0.07617013294146015,1238.0024557643142,36581.89375580969,72.99999999999966,20.0,82.16825747489929,81.70732392700006,0.0312111703678965,100.0,10000.0,70.0,0.0,0.0,0.9615384615384616,30.0,1.0,0.0,1.0,8.0,-2.339455074573671e-05,2.299375593662262,5
Hurink_edata,la12.fjs,100,EnhancedBC_R16,1.1607152050814715,3.065741070763484,0.07994677601897272,1251.9084489182137,36463.12819425997,72.99999999999955,15.0,82.32383322715759,81.91148952499998,0.5069295698776841,100.0,10000.0,70.0,0.4142857193946838,1.2242305278778076,0.8857142857142857,30.0,1.0,0.0,1.0,8.0,0.0064580179917227,2.268560290336609,5
Hurink_edata,la12.fjs,100,EnhancedNoBC_R16,1.1633092231673472,3.0645658059324523,0.07617013294146015,1251.57654396028,36557.553653899085,72.99999999999966,13.0,74.97512435913086,74.66670690199999,0.0262617552652955,100.0,10000.0,70.0,0.0,0.0,0.8857142857142857,30.0,1.0,0.0,1.0,8.0,-0.000124485367061,2.298649311065674,5
Hurink_edata,la12.fjs,100,UCBOnly,1.1580350325170172,3.073728042813233,0.0845806172604568,1260.4653903368026,36658.03811773346,72.99999999999966,35.0,78.00710034370422,77.63621938899996,0.0,100.0,10000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la12.fjs,200,EnhancedBC_R16,1.176020256950971,3.0892359348704437,0.09282100372811192,1190.607373641334,35991.724321989284,72.99999999999966,33.0,153.41338658332825,152.65513065100004,0.5504791159182787,100.0,20000.0,84.0,0.3586956560611725,0.9791846871376038,0.8690476190476191,116.0,7.0,0.0,1.0,32.0,0.0028889381792396,2.194313180446625,5
Hurink_edata,la12.fjs,200,EnhancedBC_R32,1.1963624753189694,3.1271831322855466,0.08337013059952736,1169.2463810778358,35938.8415155808,72.99999999999966,39.0,154.96030688285828,154.07326553300004,0.5439532259479165,100.0,20000.0,84.0,0.3586956560611725,0.9791846871376038,0.8690476190476191,116.0,3.0,0.0,1.0,16.0,0.001693325643871,2.220941737294197,5
Hurink_edata,la12.fjs,200,EnhancedBC_R8,1.181740804907863,3.110289437532984,0.08446389684690796,1198.617571009437,35878.44302546415,72.99999999999966,43.0,147.57750964164734,147.03179467799987,0.6508944369852543,100.0,20000.0,84.0,0.3586956560611725,0.9791846871376038,0.8690476190476191,116.0,14.0,0.0,1.0,60.0,0.0021271640434861,2.0529805547312687,5
Hurink_edata,la12.fjs,200,UCBOnly,1.1769086521552183,3.0962494594733583,0.09191917927909614,1194.8182373716102,35989.03865761872,72.99999999999966,49.0,148.6358721256256,148.08591719800006,0.0,100.0,20000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la13.fjs,100,BasePaddedBC_R16,1.093352561240088,2.9541205344172994,0.0945600216725197,1375.11599539074,45649.10948342901,23.99999999999932,25.0,75.42259073257446,74.9625782380001,0.4763599671423435,100.0,10000.0,70.0,0.3000000119209289,0.3513150215148926,0.9508196721311476,30.0,1.0,0.0,1.0,8.0,-0.000330421678622,2.2634237408638,5
Hurink_edata,la13.fjs,100,BasePaddedNoBC_R16,1.1064324467449194,2.971826970473356,0.08933597106407602,1364.269991248224,45673.91436313736,23.999999999999545,21.0,75.08894920349121,74.83556121299989,0.0281505696475505,100.0,10000.0,70.0,0.0,0.0,0.9508196721311476,30.0,1.0,0.0,1.0,8.0,1.865359809016809e-05,2.2994246780872345,5
Hurink_edata,la13.fjs,100,EnhancedBC_R16,1.1509542690692696,3.03730944120963,0.05411395478092255,1347.996206199871,45607.478956822015,23.999999999999545,33.0,75.09867882728577,74.82045094400019,0.4722093306481838,100.0,10000.0,70.0,0.4142857193946838,1.1142374277114868,0.8714285714285714,30.0,1.0,0.0,1.0,8.0,0.0126840945872353,2.205005347728729,5
Hurink_edata,la13.fjs,100,EnhancedNoBC_R16,1.1064324467449194,2.971826970473356,0.08933597106407602,1364.269991248224,45673.91436313736,23.999999999999545,21.0,82.4898030757904,81.92005111699996,0.03510566893965,100.0,10000.0,70.0,0.0,0.0,0.8714285714285714,30.0,1.0,0.0,1.0,8.0,-2.1055093384347856e-05,2.2988182604312897,5
Hurink_edata,la13.fjs,100,UCBOnly,1.1006093897659612,2.9730609765304603,0.09417676513880398,1368.6250189761784,45573.21494934753,23.999999999999545,31.0,74.56043648719788,74.20854875100008,0.0,100.0,10000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la13.fjs,200,EnhancedBC_R16,1.1858090438972366,3.11624467275229,0.0512472975011193,1323.1730697510454,44800.00066447514,23.999999999999545,47.0,152.67368459701538,151.93659429100012,0.5653926739469171,100.0,20000.0,76.0,0.3684210479259491,1.0206546783447266,0.8421052631578947,124.0,7.0,0.0,1.0,32.0,-0.0006227978883543,2.1765231668949125,5
Hurink_edata,la13.fjs,200,EnhancedBC_R32,1.192640561392896,3.1233103867476757,0.04073912065664928,1317.2456996394417,44919.65582579903,23.999999999999545,54.0,152.10247993469238,151.50545916800002,0.5589068131521344,100.0,20000.0,76.0,0.3684210479259491,1.0206546783447266,0.8421052631578947,124.0,3.0,0.0,1.0,16.0,0.0010045234882979,2.182760015130043,5
Hurink_edata,la13.fjs,200,EnhancedBC_R8,1.1964236958723387,3.1316387218507105,0.03611848121088802,1320.6898987921047,44696.19647835807,23.999999999999545,36.0,156.3952119350433,155.58789495300016,0.6416502138599753,100.0,20000.0,76.0,0.3684210479259491,1.0206546783447266,0.8421052631578947,124.0,15.0,0.0,1.0,64.0,0.0009411317749052,1.9843635161717728,5
Hurink_edata,la13.fjs,200,UCBOnly,1.153406593897174,3.0743528800469777,0.06842701583078645,1327.39889907864,44752.23273942112,23.999999999999545,50.0,164.58374452590942,163.62979055699998,0.0,100.0,20000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la14.fjs,100,BasePaddedBC_R16,1.078033507188567,2.9072591067655718,0.12323846584185073,1449.774128618761,51573.32254682455,199.99999999999943,16.0,77.81051993370056,77.48695915899998,0.422445853240788,100.0,10000.0,61.0,0.2982456088066101,0.4084976315498352,0.9333333333333332,39.0,2.0,0.0,1.0,12.0,0.0038756715034002,1.9452155828475952,5
Hurink_edata,la14.fjs,100,BasePaddedNoBC_R16,1.0926624957873559,2.936716032185869,0.14289929553315356,1451.9973912108517,51450.69917070976,199.9999999999993,18.0,78.036217212677,77.668492776,0.0372739834710955,100.0,10000.0,61.0,0.0,0.0,0.9333333333333332,39.0,2.0,0.0,1.0,12.0,0.0003093572467509,2.2994230588277182,5
Hurink_edata,la14.fjs,100,EnhancedBC_R16,1.0862821278664019,2.9271479263034843,0.11895475236653325,1448.122153431126,51466.26192208869,199.9999999999993,18.0,81.34665012359619,80.99619455399989,0.4133162405341863,100.0,10000.0,61.0,0.449999988079071,1.2096452713012695,0.8666666666666667,39.0,2.0,0.0,1.0,12.0,0.0033301798005898,2.142810801664988,5
Hurink_edata,la14.fjs,100,EnhancedNoBC_R16,1.096712367215979,2.9461244121273484,0.13718194341306522,1457.636780113543,51547.86758469676,199.9999999999993,16.0,76.44010496139526,76.0390995539999,0.0413990598171949,100.0,10000.0,61.0,0.0,0.0,0.8666666666666667,39.0,2.0,0.0,1.0,12.0,0.0007155111913258,2.298568725585937,5
Hurink_edata,la14.fjs,100,UCBOnly,1.1081064537612968,2.9651536064508592,0.10685484898113352,1457.4139078138437,51429.1846078073,199.99999999999943,17.0,77.00467419624329,76.68444486299995,0.0,100.0,10000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la14.fjs,200,EnhancedBC_R16,1.1573155210656063,3.060496031456637,0.0904481952618869,1390.1287096877245,50614.25120913212,199.9999999999993,28.0,162.59775185585022,161.26283054200007,0.5050589255988598,100.0,20000.0,61.0,0.449999988079071,1.215482234954834,0.8666666666666667,139.0,8.0,0.0,1.0,36.0,0.0020207093174879,2.130836606025696,5
Hurink_edata,la14.fjs,200,EnhancedBC_R32,1.160431648763271,3.067359031408442,0.08328765815387645,1383.1579973647915,50706.09300824154,199.9999999999993,30.0,161.06488370895386,159.74221972500004,0.4918987127020955,100.0,20000.0,61.0,0.449999988079071,1.215482234954834,0.8666666666666667,139.0,4.0,0.0,1.0,20.0,0.0024741445265065,2.0865469098091127,5
Hurink_edata,la14.fjs,200,EnhancedBC_R8,1.1569265834789664,3.0584622689054344,0.09280399556369275,1382.0651900651255,50622.87157898061,199.9999999999993,42.0,158.60831308364868,157.57564729499995,0.6279637198895216,100.0,20000.0,61.0,0.449999988079071,1.215482234954834,0.8666666666666667,139.0,17.0,0.0,1.0,72.0,-0.0010174962093254,2.0020896477831736,5
Hurink_edata,la14.fjs,200,UCBOnly,1.176117062853757,3.097339181372906,0.07126402474634158,1342.6971130533725,50555.74354793168,199.99999999999943,30.0,149.21808052062988,148.44091329499997,0.0,100.0,20000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la15.fjs,100,BasePaddedBC_R16,1.100597881789799,2.949842694987243,0.08652096989316965,1580.0430351311409,48992.91945443953,32.999999999999545,16.0,76.49573826789856,76.00198504200011,0.464286632835865,100.0,10000.0,70.0,0.3000000119209289,0.2990061938762665,0.9384615384615383,30.0,1.0,0.0,1.0,8.0,0.0003154166999073,2.245797038078308,5
Hurink_edata,la15.fjs,100,BasePaddedNoBC_R16,1.109504345922966,2.9591985526765505,0.07898155478956799,1606.2684849806028,48875.29075189578,32.999999999999545,18.0,75.859121799469,75.35396703800006,0.0279270494356751,100.0,10000.0,70.0,0.0,0.0,0.9384615384615383,30.0,1.0,0.0,1.0,8.0,0.000507793906662,2.2995155453681946,5
Hurink_edata,la15.fjs,100,EnhancedBC_R16,1.1195818772051005,2.9872856361767943,0.0769117312898143,1582.8838580719064,48837.22329359863,32.999999999999545,20.0,76.51783180236816,75.90609344999984,0.4786596121266484,100.0,10000.0,70.0,0.4142857193946838,1.1449930667877195,0.8448275862068966,30.0,1.0,0.0,1.0,8.0,0.0130589649699166,2.223460733890533,5
Hurink_edata,la15.fjs,100,EnhancedNoBC_R16,1.109504345922966,2.9652571512808925,0.07031261296409085,1606.2684849806028,48900.41165531393,32.999999999999545,18.0,80.71669125556946,80.06134519200009,0.0290133068338036,100.0,10000.0,70.0,0.0,0.0,0.8448275862068966,30.0,1.0,0.0,1.0,8.0,0.0009187517862301,2.2988068262736,5
Hurink_edata,la15.fjs,100,UCBOnly,1.1466311372229534,3.0303987741292038,0.05770063574770814,1578.346012561237,48804.70654373391,32.999999999999545,18.0,80.57903385162354,79.91804907899996,0.0,100.0,10000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la15.fjs,200,EnhancedBC_R16,1.1070513523419632,2.9701843524259033,0.08060334819896017,1524.601720839684,48268.80223809555,32.999999999999545,23.0,149.12378215789795,148.5234808130001,0.5611046142876148,100.0,20000.0,85.0,0.364705890417099,1.1237226724624634,0.8448275862068966,115.0,7.0,0.0,1.0,32.0,0.0018511379014823,2.2146625433649336,5
Hurink_edata,la15.fjs,200,EnhancedBC_R32,1.1084020699847137,2.958065120788545,0.07565706753136839,1536.1344756873673,48269.53159751787,32.999999999999545,30.0,149.62987661361694,149.12058709999997,0.4970423709601164,100.0,20000.0,85.0,0.364705890417099,1.1237226724624634,0.8448275862068966,115.0,3.0,0.0,1.0,16.0,0.0030985977276161,2.2057770043611526,5
Hurink_edata,la15.fjs,200,EnhancedBC_R8,1.1064047095463545,2.9594989521741715,0.08310626656468609,1555.3715861267428,48243.27263035326,32.999999999999545,33.0,147.78032231330872,147.15950429399982,0.644876285456121,100.0,20000.0,85.0,0.364705890417099,1.1237226724624634,0.8448275862068966,115.0,14.0,0.0,1.0,60.0,0.0020713580241944,2.0710606340851103,5
Hurink_edata,la15.fjs,200,UCBOnly,1.1236877686635522,2.994314385647281,0.07775396066210602,1549.167240636746,47999.93904442708,32.999999999999545,30.0,147.06731915473938,146.41914586400003,0.0,100.0,20000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la17.fjs,100,BasePaddedBC_R16,1.2104833895054956,3.1496360407636783,0.03215689214440935,1266.7429440109418,51564.475630495246,280.9999999999996,6.0,79.65558052062988,79.3859709159999,0.4881553035229444,100.0,10000.0,69.0,0.2711864411830902,0.2959808707237243,0.9428571428571428,31.0,1.0,0.0,1.0,8.0,0.0018516881438181,2.2294274270534515,5
Hurink_edata,la17.fjs,100,BasePaddedNoBC_R16,1.2043833632223644,3.096933505002382,0.043051309735628575,1267.3236281805694,51675.11734806723,280.9999999999996,5.0,80.23041105270386,80.0249006659999,0.0270038628950715,100.0,10000.0,69.0,0.0,0.0,0.9428571428571428,31.0,1.0,0.0,1.0,8.0,0.0005447206397851,2.299476404984792,5
Hurink_edata,la17.fjs,100,EnhancedBC_R16,1.203136808415453,3.1365922112411044,0.03076530147263189,1270.7653495818945,51684.32892634708,280.9999999999996,4.0,79.33165979385376,79.05980820899981,0.4954278925433755,100.0,10000.0,69.0,0.4000000059604645,1.1809771060943604,0.8571428571428571,31.0,1.0,0.0,1.0,8.0,0.0126263298776132,2.232798397541046,5
Hurink_edata,la17.fjs,100,EnhancedNoBC_R16,1.2043833632223644,3.1380525122528145,0.043051309735628575,1267.3236281805694,51748.65692666896,280.9999999999996,4.0,74.53845834732056,74.34416774700003,0.028439488261938,100.0,10000.0,69.0,0.0,0.0,0.8571428571428571,31.0,1.0,0.0,1.0,8.0,0.000831942607571,2.298720101515452,5
Hurink_edata,la17.fjs,100,UCBOnly,1.209291774705402,3.148788855026327,0.03570669478183249,1256.2974352136266,51562.46168889678,280.9999999999996,5.0,78.88407278060913,78.59219649200008,0.0,100.0,10000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la17.fjs,200,EnhancedBC_R16,1.1714385802293272,3.0765597823572515,0.0517052019079131,1213.722603072376,50493.70964428131,280.9999999999996,12.0,156.74999594688416,156.1821626640001,0.6318502807989717,100.0,20000.0,69.0,0.4153846204280853,1.1697887182235718,0.8307692307692308,131.0,8.0,0.0,1.0,36.0,0.0006614436519273,2.1697101555764675,5
Hurink_edata,la17.fjs,200,EnhancedBC_R32,1.1724368533532536,3.077847595637211,0.03975567692577081,1210.889544012004,50594.11300882035,280.9999999999996,7.0,146.09659624099731,145.77517365099993,0.5296596679836512,100.0,20000.0,69.0,0.4153846204280853,1.1697887182235718,0.8307692307692308,131.0,4.0,0.0,1.0,20.0,0.0025181007661068,2.1889537811279296,5
Hurink_edata,la17.fjs,200,EnhancedBC_R8,1.2159665647308135,3.159921695931944,0.021809221845851916,1166.1717386520163,50266.16940310227,280.9999999999996,3.0,157.71825671195984,157.1632981140001,0.7023488413542509,100.0,20000.0,69.0,0.4153846204280853,1.1697887182235718,0.8307692307692308,131.0,16.0,0.0,1.0,68.0,0.0029836367934431,2.10890116203915,5
Hurink_edata,la17.fjs,200,UCBOnly,1.2304781082935303,3.1922908436745216,0.027264616187237283,1157.5681172165607,50423.01834422467,280.9999999999996,7.0,156.17792177200317,155.736731447,0.0,100.0,20000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la18.fjs,100,BasePaddedBC_R16,1.115381348231673,2.9744795240926005,0.08195047470500647,1424.1559757223058,61757.15794492264,209.9999999999996,8.0,72.75507736206055,72.63583259799998,0.4675325835123658,100.0,10000.0,65.0,0.2923077046871185,0.2919983863830566,0.9285714285714286,35.0,2.0,0.0,1.0,12.0,0.0018513613675688,2.0952263275782266,5
Hurink_edata,la18.fjs,100,BasePaddedNoBC_R16,1.137253834845675,3.0125374684728783,0.07238131170792127,1423.3239611893644,61373.4086817473,209.9999999999996,9.0,73.86573243141174,73.75135788500006,0.0355952782556414,100.0,10000.0,65.0,0.0,0.0,0.9285714285714286,35.0,2.0,0.0,1.0,12.0,0.0001378541024419,2.299474835395813,5
Hurink_edata,la18.fjs,100,EnhancedBC_R16,1.1401947319187566,3.0206711350118067,0.06555129374695584,1423.2375562915156,61603.03126997633,209.9999999999997,9.0,75.25470805168152,75.01507095800002,0.457184424623847,100.0,10000.0,65.0,0.4153846204280853,1.2438544034957886,0.8360655737704918,35.0,2.0,0.0,1.0,12.0,0.0094831864375413,2.1740567088127136,5
Hurink_edata,la18.fjs,100,EnhancedNoBC_R16,1.137253834845675,3.0125374684728783,0.07238131170792127,1434.11472241959,61373.4086817473,209.9999999999996,9.0,75.09546327590942,74.90594597100016,0.0362549657002091,100.0,10000.0,65.0,0.0,0.0,0.8360655737704918,35.0,2.0,0.0,1.0,12.0,2.428673906251788e-05,2.2987149556477866,5
Hurink_edata,la18.fjs,100,UCBOnly,1.1381289352902135,3.018415394360713,0.07225130828628039,1416.8318508032391,61608.94973878178,209.9999999999996,5.0,73.96415328979492,73.76535708099982,0.0,100.0,10000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
