dataset,instance,Budget,variant,HV_fixed,HV_expanded_1p5,IGDplus_fixed,Cmax_best,TEC_best,WB_best,NSol,Time,CPU_time,Learning_time,Initial_evaluations,Offspring_evaluations,Transition_gen,BC_final_accuracy,BC_pre_post_KL,Demo_nn_disagreement,PPO_samples,PPO_action_effective_updates,PPO_terminal_full_updates,PPO_terminal_residual_updates,PPO_optimizer_steps,PPO_approx_KL_mean,PPO_entropy_mean,seed_count
Hurink_edata,la03.fjs,200,UCBOnly,1.1816738560938644,3.106899554793006,0.06305162288749183,724.2664933733219,19294.822373215808,86.99999999999972,17.0,111.65218234062196,110.79165063699998,0.0,100.0,20000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la05.fjs,100,BasePaddedBC_R16,1.1143572519059217,2.9815345717180675,0.09065244148093815,694.7605739063042,23239.813720523365,125.99999999999966,24.0,58.12704348564148,57.94689700699996,0.4106466267257929,100.0,10000.0,56.0,0.3285714387893677,0.4228426516056061,0.981132075471698,44.0,2.0,0.0,1.0,12.0,0.0034605532056755,2.043588101863861,5
Hurink_edata,la05.fjs,100,BasePaddedNoBC_R16,1.1020285888375771,2.958580305252389,0.09294478659614988,697.9456193674673,23249.868769324865,125.99999999999966,19.0,52.4030909538269,52.11067892400001,0.0375397214666008,100.0,10000.0,56.0,0.0,0.0,0.981132075471698,44.0,2.0,0.0,1.0,12.0,0.0003566071294092,2.2994940280914307,5
Hurink_edata,la05.fjs,100,EnhancedBC_R16,1.1297396694231958,3.0172148036188453,0.08306287072304938,678.0025340143488,23288.942844697845,125.99999999999966,24.0,53.22787833213806,52.93833065500007,0.3557033557444811,100.0,10000.0,56.0,0.4716981053352356,1.2383826971054075,0.9245283018867924,44.0,2.0,0.0,1.0,12.0,0.0063822879145541,2.1854222118854523,5
Hurink_edata,la05.fjs,100,EnhancedNoBC_R16,1.1020285888375771,2.958580305252389,0.09294478659614988,697.9456193674673,23249.868769324865,125.99999999999966,18.0,56.04421424865723,55.84332607800002,0.0410229228436946,100.0,10000.0,56.0,0.0,0.0,0.9245283018867924,44.0,2.0,0.0,1.0,12.0,0.0007901936775548,2.2987165649731955,5
Hurink_edata,la05.fjs,100,UCBOnly,1.1180886918785222,3.0005850359411976,0.08574951183159749,682.1140928914715,23126.281135086498,125.99999999999972,22.0,57.000805377960205,56.84706419400004,0.0,100.0,10000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la05.fjs,200,EnhancedBC_R16,1.111072565839247,2.986546256458424,0.0691411898009969,645.4559894600554,22836.41685057452,125.99999999999966,20.0,104.39447546005248,104.03045071500004,0.4480400094762444,100.0,20000.0,56.0,0.4716981053352356,1.1942898035049438,0.9245283018867924,144.0,8.0,0.0,1.0,36.0,0.0011026625870727,2.0986043602228164,5
Hurink_edata,la05.fjs,200,EnhancedBC_R32,1.115062808295371,2.9986372295623944,0.06987599819554935,654.9723937758906,22713.32581000892,125.99999999999966,28.0,105.11271238327026,104.73616099500008,0.3998864889144897,100.0,20000.0,56.0,0.4716981053352356,1.1942898035049438,0.9245283018867924,144.0,4.0,0.0,1.0,20.0,0.0026838216930627,2.0774626657366757,5
Hurink_edata,la05.fjs,200,EnhancedBC_R8,1.147399404171737,3.04381667737547,0.06500172155867054,654.016292682483,22786.53231813359,125.99999999999966,17.0,111.6328558921814,111.08536539499994,0.624892121180892,100.0,20000.0,56.0,0.4716981053352356,1.1942898035049438,0.9245283018867924,144.0,17.0,0.0,1.0,72.0,0.0021345651659526,1.9948463000749288,5
Hurink_edata,la05.fjs,200,UCBOnly,1.1176893916371637,3.004975466234011,0.07341796191230646,658.2896832647712,22732.014396606995,125.99999999999966,34.0,114.45619297027588,114.00995384700002,0.0,100.0,20000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la06.fjs,100,BasePaddedBC_R16,1.195602743000263,3.121535963192357,0.05284043739979662,1094.035981201249,32834.388140952,74.99999999999977,9.0,62.4600613117218,62.23795317999998,0.4392478354275226,100.0,10000.0,59.0,0.3333333432674408,0.4665863513946533,0.9428571428571428,41.0,2.0,0.0,1.0,12.0,0.0019028138922294,2.227405965328217,5
Hurink_edata,la06.fjs,100,BasePaddedNoBC_R16,1.18827352173145,3.107725078063375,0.04903258212431081,1086.2022366998942,32751.111517521596,74.99999999999977,11.0,62.7591335773468,62.58061725799996,0.0381613215431571,100.0,10000.0,59.0,0.0,0.0,0.9428571428571428,41.0,2.0,0.0,1.0,12.0,0.0003704226619447,2.29943437576294,5
Hurink_edata,la06.fjs,100,EnhancedBC_R16,1.1879697436281218,3.1072614895386073,0.04306416297775636,1089.2824327594396,32693.969049975924,74.99999999999977,6.0,66.19274044036865,65.94534529999999,0.384851268492639,100.0,10000.0,59.0,0.4406779706478119,1.2092199325561523,0.864406779661017,41.0,2.0,0.0,1.0,12.0,0.0104892281981717,2.1130214730898538,5
Hurink_edata,la06.fjs,100,EnhancedNoBC_R16,1.1788942131048508,3.0899509193858696,0.04903258212431081,1086.2022366998942,32751.111517521596,74.99999999999977,11.0,62.74361968040466,62.44549052000002,0.0378116006031632,100.0,10000.0,59.0,0.0,0.0,0.864406779661017,41.0,2.0,0.0,1.0,12.0,0.0007624513281729,2.2986694455146788,5
Hurink_edata,la06.fjs,100,UCBOnly,1.190490164239601,3.112520009280135,0.048604333470305024,1086.6272404090894,32591.231130958644,74.99999999999977,6.0,61.51855230331421,61.24479324499998,0.0,100.0,10000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Hurink_edata,la06.fjs,200,EnhancedBC_R16,1.1275682321449652,2.992790883915518,0.05950304715647141,1057.3160248799595,32289.227909972724,74.99999999999977,7.0,131.81176209449768,130.94978195,0.4858712311834097,100.0,20000.0,59.0,0.4561403393745422,1.237943410873413,0.864406779661017,141.0,8.0,0.0,1.0,36.0,0.0028012988407648,2.0292075872421265,5
Hurink_edata,la06.fjs,200,EnhancedBC_R32,1.1617788731993834,3.058124501338196,0.04630446491182523,1057.085043087752,32285.130769473097,74.99999999999977,11.0,132.96100330352783,132.07771562300002,0.4260187530890107,100.0,20000.0,59.0,0.4561403393745422,1.237943410873413,0.864406779661017,141.0,4.0,0.0,1.0,20.0,0.0037210504549035,1.995400273799896,5
Hurink_edata,la06.fjs,200,EnhancedBC_R8,1.151476576928442,3.042197185065646,0.05109208434664486,1067.3547451020386,32115.676043809755,74.99999999999977,10.0,124.6191394329071,123.99047241700008,0.6636624503880739,100.0,20000.0,59.0,0.4561403393745422,1.237943410873413,0.864406779661017,141.0,17.0,0.0,1.0,72.0,0.0028776798086861,1.930188066429562,5
Hurink_edata,la06.fjs,200,UCBOnly,1.1758281699343038,3.0842036949912357,0.04107027226129101,1044.9886737773058,32073.217033391546,74.99999999999977,7.0,123.3562994003296,122.516649604,0.0,100.0,20000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
