dataset,instance,variant,Budget,seed,front_points,fixed_inside_points,fixed_excluded_points,fixed_invalid,above_fixed_cmax,above_fixed_energy,above_fixed_workload,expanded_1p5_invalid,normalized_min,normalized_max,front_path
Brandimarte,Mk02.fjs,BasePaddedBC_R16,100,52,48,48,0,False,0,0,0,False,0.013790824373735813,1.0,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_BasePaddedBC_R16_g100_seed52.pkl
Brandimarte,Mk02.fjs,BasePaddedBC_R16,100,53,43,43,0,False,0,0,0,False,0.05797412887177566,0.7837837837837838,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_BasePaddedBC_R16_g100_seed53.pkl
Brandimarte,Mk02.fjs,BasePaddedBC_R16,100,54,46,46,0,False,0,0,0,False,0.05079189013676171,0.7567567567567568,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_BasePaddedBC_R16_g100_seed54.pkl
Brandimarte,Mk02.fjs,BasePaddedBC_R16,100,55,39,39,0,False,0,0,0,False,0.013337846847396613,0.6486486486486487,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_BasePaddedBC_R16_g100_seed55.pkl
Brandimarte,Mk02.fjs,BasePaddedBC_R16,100,56,23,23,0,False,0,0,0,False,0.04339259064534503,0.5135135135135136,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_BasePaddedBC_R16_g100_seed56.pkl
Brandimarte,Mk02.fjs,BasePaddedNoBC_R16,100,52,36,36,0,False,0,0,0,False,0.011647512580372365,1.0,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_BasePaddedNoBC_R16_g100_seed52.pkl
Brandimarte,Mk02.fjs,BasePaddedNoBC_R16,100,53,46,46,0,False,0,0,0,False,0.05405405405405406,0.7837837837837838,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_BasePaddedNoBC_R16_g100_seed53.pkl
Brandimarte,Mk02.fjs,BasePaddedNoBC_R16,100,54,34,34,0,False,0,0,0,False,0.04734107712451614,0.7567567567567568,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_BasePaddedNoBC_R16_g100_seed54.pkl
Brandimarte,Mk02.fjs,BasePaddedNoBC_R16,100,55,38,38,0,False,0,0,0,False,0.020304795814142323,0.5675675675675675,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_BasePaddedNoBC_R16_g100_seed55.pkl
Brandimarte,Mk02.fjs,BasePaddedNoBC_R16,100,56,59,59,0,False,0,0,0,False,0.0787981762076307,0.7027027027027027,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_BasePaddedNoBC_R16_g100_seed56.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R16,100,52,55,55,0,False,0,0,0,False,0.029103954435016236,1.0,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R16_g100_seed52.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R16,100,53,49,49,0,False,0,0,0,False,0.0701430733651747,0.7297297297297298,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R16_g100_seed53.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R16,100,54,38,38,0,False,0,0,0,False,0.05193269366410817,0.7567567567567568,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R16_g100_seed54.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R16,100,55,22,22,0,False,0,0,0,False,0.019615294310548585,0.4864864864864865,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R16_g100_seed55.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R16,100,56,28,28,0,False,0,0,0,False,0.06267284229370085,0.5675675675675675,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R16_g100_seed56.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R16,200,52,43,43,0,False,0,0,0,False,0.018489101960197367,0.4409988717699065,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R16_g200_seed52.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R16,200,53,52,52,0,False,0,0,0,False,-0.011116179403434786,0.5128205128205128,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R16_g200_seed53.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R16,200,54,66,66,0,False,0,0,0,False,0.05128205128205128,0.6153846153846154,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R16_g200_seed54.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R16,200,55,41,41,0,False,0,0,0,False,0.0036190597007350893,0.46153846153846156,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R16_g200_seed55.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R16,200,56,33,33,0,False,0,0,0,False,0.038149707233396855,0.5641025641025641,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R16_g200_seed56.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R32,200,52,42,42,0,False,0,0,0,False,0.01189404277497881,0.5384615384615385,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R32_g200_seed52.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R32,200,53,45,45,0,False,0,0,0,False,-0.0054277895039756,0.4615384615384616,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R32_g200_seed53.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R32,200,54,29,29,0,False,0,0,0,False,0.05128205128205128,0.717948717948718,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R32_g200_seed54.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R32,200,55,46,46,0,False,0,0,0,False,0.008352424573694617,0.6153846153846154,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R32_g200_seed55.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R32,200,56,28,28,0,False,0,0,0,False,0.05026021471194429,0.6081516005564421,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R32_g200_seed56.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R8,200,52,62,62,0,False,0,0,0,False,0.022481855548055034,0.9487179487179487,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R8_g200_seed52.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R8,200,53,28,28,0,False,0,0,0,False,0.01694717618658344,0.46153846153846156,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R8_g200_seed53.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R8,200,54,29,29,0,False,0,0,0,False,0.05128205128205119,0.717948717948718,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R8_g200_seed54.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R8,200,55,62,62,0,False,0,0,0,False,0.005609932434970902,0.46153846153846156,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R8_g200_seed55.pkl
Brandimarte,Mk02.fjs,EnhancedBC_R8,200,56,49,49,0,False,0,0,0,False,0.005572663646576822,0.5128205128205129,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedBC_R8_g200_seed56.pkl
Brandimarte,Mk02.fjs,EnhancedNoBC_R16,100,52,50,50,0,False,0,0,0,False,0.025687885155088633,1.0,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedNoBC_R16_g100_seed52.pkl
Brandimarte,Mk02.fjs,EnhancedNoBC_R16,100,53,46,46,0,False,0,0,0,False,0.05405405405405406,0.7837837837837838,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedNoBC_R16_g100_seed53.pkl
Brandimarte,Mk02.fjs,EnhancedNoBC_R16,100,54,34,34,0,False,0,0,0,False,0.04734107712451614,0.7567567567567568,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedNoBC_R16_g100_seed54.pkl
Brandimarte,Mk02.fjs,EnhancedNoBC_R16,100,55,27,27,0,False,0,0,0,False,0.007168069050364477,0.5675675675675675,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedNoBC_R16_g100_seed55.pkl
Brandimarte,Mk02.fjs,EnhancedNoBC_R16,100,56,59,59,0,False,0,0,0,False,0.0787981762076307,0.7027027027027027,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_EnhancedNoBC_R16_g100_seed56.pkl
Brandimarte,Mk02.fjs,UCBOnly,100,52,44,44,0,False,0,0,0,False,0.011784252450303215,0.9999999999999998,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_UCBOnly_g100_seed52.pkl
Brandimarte,Mk02.fjs,UCBOnly,100,53,38,38,0,False,0,0,0,False,0.041095018492440925,0.7837837837837838,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_UCBOnly_g100_seed53.pkl
Brandimarte,Mk02.fjs,UCBOnly,100,54,28,28,0,False,0,0,0,False,0.056978808974620265,0.8108108108108109,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_UCBOnly_g100_seed54.pkl
Brandimarte,Mk02.fjs,UCBOnly,100,55,35,35,0,False,0,0,0,False,0.026093124034375914,0.6486486486486485,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_UCBOnly_g100_seed55.pkl
Brandimarte,Mk02.fjs,UCBOnly,100,56,38,38,0,False,0,0,0,False,0.04996159387955475,0.5736072791208785,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_UCBOnly_g100_seed56.pkl
Brandimarte,Mk02.fjs,UCBOnly,200,52,69,69,0,False,0,0,0,False,0.00880273234711904,0.9487179487179487,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_UCBOnly_g200_seed52.pkl
Brandimarte,Mk02.fjs,UCBOnly,200,53,49,49,0,False,0,0,0,False,0.032308065412097964,0.512820512820513,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_UCBOnly_g200_seed53.pkl
Brandimarte,Mk02.fjs,UCBOnly,200,54,37,37,0,False,0,0,0,False,0.046789342674105526,0.7692307692307693,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_UCBOnly_g200_seed54.pkl
Brandimarte,Mk02.fjs,UCBOnly,200,55,49,49,0,False,0,0,0,False,0.00269773171955036,0.5128205128205129,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_UCBOnly_g200_seed55.pkl
Brandimarte,Mk02.fjs,UCBOnly,200,56,65,65,0,False,0,0,0,False,0.04236812866561879,0.5384615384615384,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk02_UCBOnly_g200_seed56.pkl
Brandimarte,Mk04.fjs,BasePaddedBC_R16,100,52,51,51,0,False,0,0,0,False,0.04950495049504984,0.6534653465346536,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_BasePaddedBC_R16_g100_seed52.pkl
Brandimarte,Mk04.fjs,BasePaddedBC_R16,100,53,45,45,0,False,0,0,0,False,3.5175382958420793e-16,0.6009749975037894,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_BasePaddedBC_R16_g100_seed53.pkl
Brandimarte,Mk04.fjs,BasePaddedBC_R16,100,54,70,70,0,False,0,0,0,False,3.5175382958420793e-16,0.8613861386138617,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_BasePaddedBC_R16_g100_seed54.pkl
Brandimarte,Mk04.fjs,BasePaddedBC_R16,100,55,51,51,0,False,0,0,0,False,4.924553614178911e-16,0.9108910891089109,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_BasePaddedBC_R16_g100_seed55.pkl
Brandimarte,Mk04.fjs,BasePaddedBC_R16,100,56,54,54,0,False,0,0,0,False,2.814030636673663e-16,0.6336633663366338,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_BasePaddedBC_R16_g100_seed56.pkl
Brandimarte,Mk04.fjs,BasePaddedNoBC_R16,100,52,50,50,0,False,0,0,0,False,0.029702970297030045,0.6534653465346536,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_BasePaddedNoBC_R16_g100_seed52.pkl
Brandimarte,Mk04.fjs,BasePaddedNoBC_R16,100,53,47,47,0,False,0,0,0,False,2.814030636673663e-16,0.6200679206299772,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_BasePaddedNoBC_R16_g100_seed53.pkl
Brandimarte,Mk04.fjs,BasePaddedNoBC_R16,100,54,45,45,0,False,0,0,0,False,2.814030636673663e-16,0.8613861386138614,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_BasePaddedNoBC_R16_g100_seed54.pkl
Brandimarte,Mk04.fjs,BasePaddedNoBC_R16,100,55,27,27,0,False,0,0,0,False,3.5175382958420793e-16,0.7526848513536487,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_BasePaddedNoBC_R16_g100_seed55.pkl
Brandimarte,Mk04.fjs,BasePaddedNoBC_R16,100,56,79,79,0,False,0,0,0,False,3.5175382958420793e-16,0.5905658096606969,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_BasePaddedNoBC_R16_g100_seed56.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R16,100,52,46,46,0,False,0,0,0,False,0.00990099009901025,0.7425742574257427,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R16_g100_seed52.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R16,100,53,52,52,0,False,0,0,0,False,2.814030636673663e-16,0.6183094828608975,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R16_g100_seed53.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R16,100,54,53,53,0,False,0,0,0,False,3.5175382958420793e-16,0.8613861386138614,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R16_g100_seed54.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R16,100,55,57,57,0,False,0,0,0,False,3.5175382958420793e-16,0.8514851485148516,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R16_g100_seed55.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R16,100,56,48,48,0,False,0,0,0,False,2.814030636673663e-16,0.6336633663366338,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R16_g100_seed56.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R16,200,52,83,83,0,False,0,0,0,False,5.199093188488536e-16,0.75609756097561,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R16_g200_seed52.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R16,200,53,70,70,0,False,0,0,0,False,5.199093188488536e-16,0.6819452320943445,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R16_g200_seed53.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R16,200,54,74,74,0,False,0,0,0,False,5.199093188488536e-16,0.829268292682927,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R16_g200_seed54.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R16,200,55,85,85,0,False,0,0,0,False,5.199093188488536e-16,0.7906896521379789,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R16_g200_seed55.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R16,200,56,63,63,0,False,0,0,0,False,4.33257765707378e-16,0.75609756097561,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R16_g200_seed56.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R32,200,52,72,72,0,False,0,0,0,False,6.932124251318048e-16,0.6707317073170734,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R32_g200_seed52.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R32,200,53,78,78,0,False,0,0,0,False,3.466062125659024e-16,0.7007279077365727,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R32_g200_seed53.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R32,200,54,76,76,0,False,0,0,0,False,5.199093188488536e-16,0.829268292682927,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R32_g200_seed54.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R32,200,55,79,79,0,False,0,0,0,False,5.199093188488536e-16,0.778027345397842,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R32_g200_seed55.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R32,200,56,53,53,0,False,0,0,0,False,5.199093188488536e-16,0.7926829268292686,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R32_g200_seed56.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R8,200,52,85,85,0,False,0,0,0,False,5.199093188488536e-16,0.9146341463414637,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R8_g200_seed52.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R8,200,53,74,74,0,False,0,0,0,False,4.33257765707378e-16,0.6707071009417077,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R8_g200_seed53.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R8,200,54,80,80,0,False,0,0,0,False,4.33257765707378e-16,0.829268292682927,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R8_g200_seed54.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R8,200,55,57,57,0,False,0,0,0,False,5.199093188488536e-16,0.8536585365853661,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R8_g200_seed55.pkl
Brandimarte,Mk04.fjs,EnhancedBC_R8,200,56,66,66,0,False,0,0,0,False,5.199093188488536e-16,0.7926829268292686,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedBC_R8_g200_seed56.pkl
Brandimarte,Mk04.fjs,EnhancedNoBC_R16,100,52,56,56,0,False,0,0,0,False,4.924553614178911e-16,0.6889198331324969,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedNoBC_R16_g100_seed52.pkl
Brandimarte,Mk04.fjs,EnhancedNoBC_R16,100,53,47,47,0,False,0,0,0,False,2.814030636673663e-16,0.6200679206299772,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedNoBC_R16_g100_seed53.pkl
Brandimarte,Mk04.fjs,EnhancedNoBC_R16,100,54,45,45,0,False,0,0,0,False,2.814030636673663e-16,0.8613861386138614,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedNoBC_R16_g100_seed54.pkl
Brandimarte,Mk04.fjs,EnhancedNoBC_R16,100,55,53,53,0,False,0,0,0,False,3.5175382958420793e-16,1.0,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedNoBC_R16_g100_seed55.pkl
Brandimarte,Mk04.fjs,EnhancedNoBC_R16,100,56,79,79,0,False,0,0,0,False,3.5175382958420793e-16,0.5905658096606969,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_EnhancedNoBC_R16_g100_seed56.pkl
Brandimarte,Mk04.fjs,UCBOnly,100,52,42,42,0,False,0,0,0,False,0.00990099009901025,0.6138613861386141,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_UCBOnly_g100_seed52.pkl
Brandimarte,Mk04.fjs,UCBOnly,100,53,72,72,0,False,0,0,0,False,3.5175382958420793e-16,0.6780320973712833,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_UCBOnly_g100_seed53.pkl
Brandimarte,Mk04.fjs,UCBOnly,100,54,75,75,0,False,0,0,0,False,3.5175382958420793e-16,0.6868698460094919,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_UCBOnly_g100_seed54.pkl
Brandimarte,Mk04.fjs,UCBOnly,100,55,67,67,0,False,0,0,0,False,0.029702970297030045,0.7509594861202543,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_UCBOnly_g100_seed55.pkl
Brandimarte,Mk04.fjs,UCBOnly,100,56,38,38,0,False,0,0,0,False,3.5175382958420793e-16,0.6336633663366338,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_UCBOnly_g100_seed56.pkl
Brandimarte,Mk04.fjs,UCBOnly,200,52,60,60,0,False,0,0,0,False,5.199093188488536e-16,0.6707317073170734,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_UCBOnly_g200_seed52.pkl
Brandimarte,Mk04.fjs,UCBOnly,200,53,75,75,0,False,0,0,0,False,5.199093188488536e-16,0.5845460066108163,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_UCBOnly_g200_seed53.pkl
Brandimarte,Mk04.fjs,UCBOnly,200,54,75,75,0,False,0,0,0,False,5.199093188488536e-16,0.731707317073171,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_UCBOnly_g200_seed54.pkl
Brandimarte,Mk04.fjs,UCBOnly,200,55,82,82,0,False,0,0,0,False,5.199093188488536e-16,0.77431101945095,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_UCBOnly_g200_seed55.pkl
Brandimarte,Mk04.fjs,UCBOnly,200,56,42,42,0,False,0,0,0,False,6.065608719903292e-16,0.829268292682927,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk04_UCBOnly_g200_seed56.pkl
Brandimarte,Mk06.fjs,BasePaddedBC_R16,100,52,55,55,0,False,0,0,0,False,0.004055977025034823,0.9634146341463413,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk06_BasePaddedBC_R16_g100_seed52.pkl
Brandimarte,Mk06.fjs,BasePaddedBC_R16,100,53,46,46,0,False,0,0,0,False,0.02097060854128841,0.9999999999999998,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk06_BasePaddedBC_R16_g100_seed53.pkl
Brandimarte,Mk06.fjs,BasePaddedBC_R16,100,54,46,46,0,False,0,0,0,False,0.043268756571251434,0.8902439024390243,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk06_BasePaddedBC_R16_g100_seed54.pkl
Brandimarte,Mk06.fjs,BasePaddedBC_R16,100,55,53,53,0,False,0,0,0,False,0.031356669269933156,0.9756097560975608,D:\Aproject\物流\controlled-aos-fjsp-agv-public\results\resubmission\v8_e4_replication\fronts\Brandimarte_Mk06_BasePaddedBC_R16_g100_seed55.pkl
